CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
37	   51.00	    0.00	    0.00	   10.53	   21.33	   10.77
38	   51.00	    0.00	   51.00	   14.47	   29.51	   -4.14
39	   51.00	    0.00	  102.00	   19.03	   36.88	  -18.78
40	   51.00	    0.00	  153.00	   21.67	   44.22	  -32.79
41	   51.00	    0.00	  204.00	   25.03	   51.82	  -47.58
42	   51.00	    0.00	  255.00	   31.60	   62.50	  -57.36
43	   51.00	   51.00	    0.00	   20.18	    2.17	   20.97
44	   51.00	   51.00	   51.00	   21.01	    4.56	   -2.16
45	   51.00	   51.00	  102.00	   26.24	   13.61	  -19.74
46	   51.00	   51.00	  153.00	   29.38	   20.92	  -38.35
47	   51.00	   51.00	  204.00	   34.23	   30.30	  -55.89
48	   51.00	   51.00	  255.00	   35.17	   41.50	  -68.91
49	   51.00	  102.00	    0.00	   28.75	  -16.14	   30.39
50	   51.00	  102.00	   51.00	   31.07	  -13.64	    6.32
51	   51.00	  102.00	  102.00	   34.24	   -9.26	  -14.84
52	   51.00	  102.00	  153.00	   37.72	   -3.01	  -33.24
53	   51.00	  102.00	  204.00	   42.46	    5.47	  -50.84
54	   51.00	  102.00	  255.00	   41.57	   15.47	  -66.24
55	   51.00	  153.00	    0.00	   37.28	  -34.73	   38.30
56	   51.00	  153.00	   51.00	   40.32	  -36.92	   13.80
57	   51.00	  153.00	  102.00	   43.18	  -33.38	   -6.87
58	   51.00	  153.00	  153.00	   45.04	  -25.85	  -25.45
59	   51.00	  153.00	  204.00	   48.81	  -16.38	  -44.41
60	   51.00	  153.00	  255.00	   50.33	   -5.36	  -58.85
61	   51.00	  204.00	    0.00	   46.92	  -50.67	   45.43
62	   51.00	  204.00	   51.00	   50.35	  -58.00	   23.10
63	   51.00	  204.00	  102.00	   52.22	  -54.20	    0.47
64	   51.00	  204.00	  153.00	   54.15	  -45.54	  -17.94
65	   51.00	  204.00	  204.00	   56.53	  -40.00	  -35.15
66	   51.00	  204.00	  255.00	   59.43	  -29.38	  -50.30
67	   51.00	  255.00	    0.00	   56.25	  -66.15	   55.17
68	   51.00	  255.00	   51.00	   55.61	  -75.20	   33.15
69	   51.00	  255.00	  102.00	   56.14	  -74.43	   10.92
70	   51.00	  255.00	  153.00	   60.15	  -65.40	   -7.79
71	   51.00	  255.00	  204.00	   64.35	  -54.08	  -24.74
72	   51.00	  255.00	  255.00	   67.82	  -43.23	  -41.22
73	  102.00	    0.00	    0.00	   21.49	   35.67	   24.35
74	  102.00	    0.00	   51.00	   24.15	   41.97	    7.90
75	  102.00	    0.00	  102.00	   26.94	   47.18	   -5.13
76	  102.00	    0.00	  153.00	   29.25	   51.93	  -18.55
77	  102.00	    0.00	  204.00	   32.37	   57.63	  -33.36
78	  102.00	    0.00	  255.00	   36.09	   65.07	  -43.95
79	  102.00	   51.00	    0.00	   30.76	   17.86	   35.47
80	  102.00	   51.00	   51.00	   32.35	   18.28	   12.96
81	  102.00	   51.00	  102.00	   35.37	   23.72	   -5.80
82	  102.00	   51.00	  153.00	   39.43	   30.61	  -23.06
83	  102.00	   51.00	  204.00	   42.50	   37.33	  -39.78
84	  102.00	   51.00	  255.00	   41.72	   44.67	  -55.33
85	  102.00	  102.00	    0.00	   39.67	   -0.06	   46.04
86	  102.00	  102.00	   51.00	   42.72	   -2.15	   21.97
87	  102.00	  102.00	  102.00	   42.38	    1.83	    0.19
88	  102.00	  102.00	  153.00	   46.72	    7.45	  -17.48
89	  102.00	  102.00	  204.00	   51.64	   13.60	  -34.58
90	  102.00	  102.00	  255.00	   50.78	   23.01	  -51.83
91	  102.00	  153.00	    0.00	   46.31	  -17.78	   52.08
92	  102.00	  153.00	   51.00	   51.20	  -21.65	   29.86
93	  102.00	  153.00	  102.00	   53.10	  -18.35	    8.43
94	  102.00	  153.00	  153.00	   55.29	  -13.69	   -9.17
95	  102.00	  153.00	  204.00	   57.43	   -5.43	  -27.73
96	  102.00	  153.00	  255.00	   58.52	    3.41	  -45.76
97	  102.00	  204.00	    0.00	   56.17	  -35.83	   60.99
98	  102.00	  204.00	   51.00	   59.00	  -40.83	   37.46
99	  102.00	  204.00	  102.00	   60.39	  -38.09	   16.16
100	  102.00	  204.00	  153.00	   62.97	  -31.76	   -2.31
101	  102.00	  204.00	  204.00	   66.05	  -24.85	  -19.89
102	  102.00	  204.00	  255.00	   67.67	  -16.72	  -37.65
103	  102.00	  255.00	    0.00	   64.43	  -49.97	   68.72
104	  102.00	  255.00	   51.00	   64.69	  -61.76	   47.50
105	  102.00	  255.00	  102.00	   66.38	  -59.24	   23.87
106	  102.00	  255.00	  153.00	   69.18	  -52.40	    5.35
107	  102.00	  255.00	  204.00	   72.28	  -42.28	  -13.88
108	  102.00	  255.00	  255.00	   74.74	  -33.00	  -31.22
109	  153.00	    0.00	    0.00	   33.47	   49.72	   36.07
110	  153.00	    0.00	   51.00	   34.96	   54.12	   20.22
111	  153.00	    0.00	  102.00	   35.63	   57.93	    7.20
112	  153.00	    0.00	  153.00	   36.35	   61.51	   -5.45
113	  153.00	    0.00	  204.00	   38.11	   64.13	  -19.24
114	  153.00	    0.00	  255.00	   41.47	   69.65	  -31.91
115	  153.00	   51.00	    0.00	   41.54	   31.06	   51.78
116	  153.00	   51.00	   51.00	   42.71	   31.26	   28.97
117	  153.00	   51.00	  102.00	   44.49	   35.03	    9.51
118	  153.00	   51.00	  153.00	   46.14	   39.86	   -8.52
119	  153.00	   51.00	  204.00	   48.21	   45.08	  -25.18
120	  153.00	   51.00	  255.00	   48.18	   53.06	  -41.92
121	  153.00	  102.00	    0.00	   49.58	   13.32	   59.85
122	  153.00	  102.00	   51.00	   51.41	   10.16	   36.50
123	  153.00	  102.00	  102.00	   52.62	   13.02	   15.05
124	  153.00	  102.00	  153.00	   54.75	   17.68	   -3.70
125	  153.00	  102.00	  204.00	   57.22	   23.09	  -21.99
126	  153.00	  102.00	  255.00	   57.62	   31.17	  -39.99
127	  153.00	  153.00	    0.00	   56.40	   -2.76	   67.22
128	  153.00	  153.00	   51.00	   59.10	   -7.55	   43.95
129	  153.00	  153.00	  102.00	   60.15	   -4.44	   23.19
130	  153.00	  153.00	  153.00	   61.49	   -0.14	    2.78
131	  153.00	  153.00	  204.00	   63.97	    4.98	  -17.15
132	  153.00	  153.00	  255.00	   65.04	   11.27	  -35.03
133	  153.00	  204.00	    0.00	   65.46	  -19.76	   75.33
134	  153.00	  204.00	   51.00	   66.32	  -25.55	   51.60
135	  153.00	  204.00	  102.00	   67.96	  -23.81	   29.76
136	  153.00	  204.00	  153.00	   70.68	  -18.62	    9.26
137	  153.00	  204.00	  204.00	   72.96	  -12.86	  -10.05
138	  153.00	  204.00	  255.00	   72.52	   -7.84	  -30.08
139	  153.00	  255.00	    0.00	   73.17	  -35.10	   81.98
140	  153.00	  255.00	   51.00	   73.89	  -44.26	   59.43
141	  153.00	  255.00	  102.00	   74.74	  -43.11	   36.12
142	  153.00	  255.00	  153.00	   76.86	  -38.09	   15.25
143	  153.00	  255.00	  204.00	   79.48	  -30.08	   -3.47
144	  153.00	  255.00	  255.00	   80.76	  -22.28	  -22.08
145	  204.00	    0.00	    0.00	   43.78	   63.47	   50.76
146	  204.00	    0.00	   51.00	   44.36	   65.89	   34.15
147	  204.00	    0.00	  102.00	   43.64	   67.76	   20.91
148	  204.00	    0.00	  153.00	   43.57	   69.91	    6.78
149	  204.00	    0.00	  204.00	   44.32	   72.54	   -6.22
150	  204.00	    0.00	  255.00	   47.35	   75.74	  -19.53
151	  204.00	   51.00	    0.00	   52.13	   44.50	   68.02
152	  204.00	   51.00	   51.00	   52.17	   43.83	   44.33
153	  204.00	   51.00	  102.00	   52.41	   45.26	   24.08
154	  204.00	   51.00	  153.00	   53.73	   49.28	    5.19
155	  204.00	   51.00	  204.00	   55.56	   55.90	  -12.99
156	  204.00	   51.00	  255.00	   55.06	   59.44	  -30.33
157	  204.00	  102.00	    0.00	   59.79	   27.65	   76.18
158	  204.00	  102.00	   51.00	   60.44	   23.81	   50.83
159	  204.00	  102.00	  102.00	   61.08	   25.30	   30.08
160	  204.00	  102.00	  153.00	   62.94	   28.64	    9.44
161	  204.00	  102.00	  204.00	   65.31	   31.87	   -9.44
162	  204.00	  102.00	  255.00	   64.48	   40.23	  -29.06
163	  204.00	  153.00	    0.00	   66.44	    9.58	   81.86
164	  204.00	  153.00	   51.00	   67.74	    6.49	   58.21
165	  204.00	  153.00	  102.00	   69.32	    7.64	   36.67
166	  204.00	  153.00	  153.00	   70.99	    9.79	   15.15
167	  204.00	  153.00	  204.00	   72.00	   14.74	   -4.96
168	  204.00	  153.00	  255.00	   72.57	   21.15	  -24.62
169	  204.00	  204.00	    0.00	   73.77	   -4.78	   90.21
170	  204.00	  204.00	   51.00	   75.21	  -10.83	   65.04
171	  204.00	  204.00	  102.00	   75.96	   -9.55	   42.54
172	  204.00	  204.00	  153.00	   77.79	   -5.93	   20.61
173	  204.00	  204.00	  204.00	   77.89	   -1.32	    0.30
174	  204.00	  204.00	  255.00	   78.66	    3.70	  -20.17
175	  204.00	  255.00	    0.00	   81.33	  -20.37	   95.33
176	  204.00	  255.00	   51.00	   81.81	  -28.16	   70.90
177	  204.00	  255.00	  102.00	   82.61	  -26.80	   49.13
178	  204.00	  255.00	  153.00	   84.38	  -23.58	   27.76
179	  204.00	  255.00	  204.00	   86.10	  -17.53	    7.13
180	  204.00	  255.00	  255.00	   88.08	  -11.06	  -11.88
181	  255.00	    0.00	    0.00	   51.51	   77.21	   68.99
182	  255.00	    0.00	   51.00	   51.00	   77.03	   49.96
183	  255.00	    0.00	  102.00	   50.19	   77.35	   36.15
184	  255.00	    0.00	  153.00	   49.60	   78.58	   20.97
185	  255.00	    0.00	  204.00	   49.47	   80.63	    6.50
186	  255.00	    0.00	  255.00	   51.94	   80.82	   -7.78
187	  255.00	   51.00	    0.00	   62.00	   57.57	   82.16
188	  255.00	   51.00	   51.00	   61.56	   56.01	   57.39
189	  255.00	   51.00	  102.00	   61.51	   56.51	   36.25
190	  255.00	   51.00	  153.00	   61.28	   60.25	   17.74
191	  255.00	   51.00	  204.00	   60.71	   64.46	   -1.29
192	  255.00	   51.00	  255.00	   60.36	   68.52	  -19.91
193	  255.00	  102.00	    0.00	   68.69	   40.39	   89.79
194	  255.00	  102.00	   51.00	   70.10	   36.45	   64.92
195	  255.00	  102.00	  102.00	   69.96	   38.46	   41.70
196	  255.00	  102.00	  153.00	   69.79	   41.53	   21.70
197	  255.00	  102.00	  204.00	   71.27	   43.51	    0.32
198	  255.00	  102.00	  255.00	   70.65	   49.65	  -18.81
199	  255.00	  153.00	    0.00	   76.29	   22.42	   96.76
200	  255.00	  153.00	   51.00	   77.06	   20.06	   70.03
201	  255.00	  153.00	  102.00	   77.56	   20.45	   47.32
202	  255.00	  153.00	  153.00	   77.99	   22.81	   27.10
203	  255.00	  153.00	  204.00	   78.04	   26.52	    5.46
204	  255.00	  153.00	  255.00	   78.79	   31.02	  -15.03
205	  255.00	  204.00	    0.00	   82.56	    8.78	  103.04
206	  255.00	  204.00	   51.00	   84.14	    2.89	   78.33
207	  255.00	  204.00	  102.00	   84.58	    5.03	   53.86
208	  255.00	  204.00	  153.00	   85.44	    6.65	   33.14
209	  255.00	  204.00	  204.00	   85.23	   10.80	   10.69
210	  255.00	  204.00	  255.00	   85.79	   15.70	   -9.60
211	  255.00	  255.00	    0.00	   89.13	   -6.30	  109.31
212	  255.00	  255.00	   51.00	   90.99	  -10.95	   81.41
213	  255.00	  255.00	  102.00	   91.65	  -10.77	   59.00
214	  255.00	  255.00	  153.00	   92.99	   -8.92	   37.91
215	  255.00	  255.00	  204.00	   93.32	   -5.55	   18.27
216	  255.00	  255.00	  255.00	   94.65	   -1.21	   -2.17
217	   26.00	   26.00	   26.00	   10.01	    6.32	   -1.58
218	   26.00	   26.00	   77.00	   15.80	   15.67	  -19.92
219	   26.00	   26.00	  128.00	   19.08	   25.50	  -37.22
220	   26.00	   26.00	  179.00	   23.30	   35.10	  -54.86
221	   26.00	   26.00	  230.00	   28.76	   46.09	  -69.71
222	   26.00	   77.00	   26.00	   21.08	  -14.38	    7.39
223	   26.00	   77.00	   77.00	   22.53	   -9.31	  -14.93
224	   26.00	   77.00	  128.00	   25.97	   -0.55	  -35.10
225	   26.00	   77.00	  179.00	   29.64	    8.10	  -53.60
226	   26.00	   77.00	  230.00	   34.00	   20.22	  -71.17
227	   26.00	  128.00	   26.00	   29.33	  -35.85	   14.69
228	   26.00	  128.00	   77.00	   31.47	  -31.75	   -8.70
229	   26.00	  128.00	  128.00	   33.77	  -24.74	  -28.53
230	   26.00	  128.00	  179.00	   37.62	  -15.07	  -47.15
231	   26.00	  128.00	  230.00	   41.64	   -4.31	  -64.19
232	   26.00	  179.00	   26.00	   38.47	  -55.79	   22.55
233	   26.00	  179.00	   77.00	   40.67	  -54.69	   -0.50
234	   26.00	  179.00	  128.00	   42.85	  -46.57	  -21.06
235	   26.00	  179.00	  179.00	   45.11	  -38.07	  -39.38
236	   26.00	  179.00	  230.00	   48.29	  -28.22	  -56.51
237	   26.00	  230.00	   26.00	   48.40	  -73.62	   31.69
238	   26.00	  230.00	   77.00	   47.90	  -75.12	    7.39
239	   26.00	  230.00	  128.00	   50.26	  -66.39	  -12.91
240	   26.00	  230.00	  179.00	   53.58	  -54.90	  -29.32
241	   26.00	  230.00	  230.00	   58.34	  -46.08	  -44.49
242	   77.00	   26.00	   26.00	   21.83	   20.65	   11.95
243	   77.00	   26.00	   77.00	   24.61	   26.11	   -5.12
244	   77.00	   26.00	  128.00	   29.22	   33.92	  -21.72
245	   77.00	   26.00	  179.00	   32.07	   41.69	  -38.67
246	   77.00	   26.00	  230.00	   35.44	   49.43	  -53.92
247	   77.00	   77.00	   26.00	   31.19	    0.35	   20.78
248	   77.00	   77.00	   77.00	   32.27	    3.07	   -1.18
249	   77.00	   77.00	  128.00	   37.25	    9.80	  -19.54
250	   77.00	   77.00	  179.00	   42.85	   16.98	  -36.83
251	   77.00	   77.00	  230.00	   44.26	   25.40	  -52.70
252	   77.00	  128.00	   26.00	   39.21	  -18.45	   30.15
253	   77.00	  128.00	   77.00	   42.84	  -15.38	    7.36
254	   77.00	  128.00	  128.00	   46.44	  -11.64	  -12.58
255	   77.00	  128.00	  179.00	   50.19	   -4.73	  -29.25
256	   77.00	  128.00	  230.00	   51.48	    4.33	  -46.22
257	   77.00	  179.00	   26.00	   48.94	  -37.85	   39.58
258	   77.00	  179.00	   77.00	   52.08	  -38.28	   15.68
259	   77.00	  179.00	  128.00	   53.25	  -32.64	   -4.10
260	   77.00	  179.00	  179.00	   56.15	  -25.83	  -21.37
261	   77.00	  179.00	  230.00	   59.11	  -16.24	  -38.99
262	   77.00	  230.00	   26.00	   56.69	  -56.51	   48.04
263	   77.00	  230.00	   77.00	   58.98	  -57.92	   22.94
264	   77.00	  230.00	  128.00	   61.67	  -52.32	    4.72
265	   77.00	  230.00	  179.00	   63.92	  -43.55	  -14.44
266	   77.00	  230.00	  230.00	   67.03	  -35.28	  -30.23
267	  128.00	   26.00	   26.00	   32.29	   34.67	   28.26
268	  128.00	   26.00	   77.00	   34.76	   39.13	    8.43
269	  128.00	   26.00	  128.00	   36.29	   42.81	   -7.63
270	  128.00	   26.00	  179.00	   39.50	   49.49	  -23.50
271	  128.00	   26.00	  230.00	   41.72	   55.08	  -38.72
272	  128.00	   77.00	   26.00	   41.63	   13.72	   35.90
273	  128.00	   77.00	   77.00	   43.83	   14.97	   14.19
274	  128.00	   77.00	  128.00	   46.11	   20.23	   -4.27
275	  128.00	   77.00	  179.00	   49.14	   26.35	  -22.17
276	  128.00	   77.00	  230.00	   51.26	   32.54	  -39.73
277	  128.00	  128.00	   26.00	   49.92	   -5.31	   44.74
278	  128.00	  128.00	   77.00	   51.96	   -3.66	   22.81
279	  128.00	  128.00	  128.00	   52.25	    0.75	    2.11
280	  128.00	  128.00	  179.00	   56.28	    6.12	  -16.24
281	  128.00	  128.00	  230.00	   59.25	   12.44	  -34.83
282	  128.00	  179.00	   26.00	   58.17	  -23.36	   54.49
283	  128.00	  179.00	   77.00	   59.26	  -23.33	   29.30
284	  128.00	  179.00	  128.00	   61.18	  -18.97	    9.03
285	  128.00	  179.00	  179.00	   63.43	  -13.64	   -9.36
286	  128.00	  179.00	  230.00	   65.97	   -6.51	  -27.96
287	  128.00	  230.00	   26.00	   65.40	  -41.10	   61.15
288	  128.00	  230.00	   77.00	   67.12	  -42.87	   36.62
289	  128.00	  230.00	  128.00	   69.89	  -38.08	   17.26
290	  128.00	  230.00	  179.00	   71.39	  -31.33	   -3.03
291	  128.00	  230.00	  230.00	   73.03	  -25.09	  -21.90
292	  179.00	   26.00	   26.00	   43.35	   48.17	   43.65
293	  179.00	   26.00	   77.00	   44.16	   50.49	   23.80
294	  179.00	   26.00	  128.00	   44.59	   53.44	    6.90
295	  179.00	   26.00	  179.00	   45.73	   57.85	   -9.97
296	  179.00	   26.00	  230.00	   48.11	   63.25	  -25.81
297	  179.00	   77.00	   26.00	   51.82	   27.15	   52.57
298	  179.00	   77.00	   77.00	   51.75	   27.64	   29.17
299	  179.00	   77.00	  128.00	   53.61	   30.57	   10.25
300	  179.00	   77.00	  179.00	   55.72	   35.64	   -7.84
301	  179.00	   77.00	  230.00	   57.78	   40.75	  -27.02
302	  179.00	  128.00	   26.00	   59.57	    8.26	   60.13
303	  179.00	  128.00	   77.00	   60.25	    8.41	   36.27
304	  179.00	  128.00	  128.00	   61.21	   11.45	   16.00
305	  179.00	  128.00	  179.00	   63.70	   16.22	   -3.47
306	  179.00	  128.00	  230.00	   66.54	   21.27	  -22.58
307	  179.00	  179.00	   26.00	   65.87	   -8.49	   67.25
308	  179.00	  179.00	   77.00	   67.88	   -8.80	   44.04
309	  179.00	  179.00	  128.00	   68.79	   -5.70	   23.18
310	  179.00	  179.00	  179.00	   70.31	   -0.62	    1.94
311	  179.00	  179.00	  230.00	   73.01	    3.88	  -17.42
312	  179.00	  230.00	   26.00	   74.29	  -26.02	   74.19
313	  179.00	  230.00	   77.00	   74.87	  -26.55	   50.04
314	  179.00	  230.00	  128.00	   76.77	  -23.26	   28.74
315	  179.00	  230.00	  179.00	   78.20	  -17.38	    8.55
316	  179.00	  230.00	  230.00	   78.98	  -13.19	  -11.73
317	  230.00	   26.00	   26.00	   53.14	   59.18	   58.96
318	  230.00	   26.00	   77.00	   53.15	   60.63	   40.18
319	  230.00	   26.00	  128.00	   53.17	   62.39	   21.31
320	  230.00	   26.00	  179.00	   53.42	   66.21	    2.08
321	  230.00	   26.00	  230.00	   53.93	   70.60	  -13.84
322	  230.00	   77.00	   26.00	   61.88	   39.19	   66.27
323	  230.00	   77.00	   77.00	   61.85	   39.60	   42.97
324	  230.00	   77.00	  128.00	   62.53	   41.25	   23.74
325	  230.00	   77.00	  179.00	   63.42	   44.38	    4.15
326	  230.00	   77.00	  230.00	   64.96	   49.18	  -14.38
327	  230.00	  128.00	   26.00	   68.85	   21.22	   73.77
328	  230.00	  128.00	   77.00	   69.48	   21.16	   48.76
329	  230.00	  128.00	  128.00	   70.80	   22.88	   28.17
330	  230.00	  128.00	  179.00	   71.51	   26.55	    8.55
331	  230.00	  128.00	  230.00	   72.06	   31.30	  -12.30
332	  230.00	  179.00	   26.00	   75.43	    4.86	   79.96
333	  230.00	  179.00	   77.00	   76.46	    5.61	   55.08
334	  230.00	  179.00	  128.00	   77.08	    7.13	   34.36
335	  230.00	  179.00	  179.00	   77.93	   10.20	   13.88
336	  230.00	  179.00	  230.00	   78.82	   15.60	   -6.45
337	  230.00	  230.00	   26.00	   82.53	   -9.58	   87.54
338	  230.00	  230.00	   77.00	   83.36	   -9.98	   63.10
339	  230.00	  230.00	  128.00	   84.04	   -8.86	   41.38
340	  230.00	  230.00	  179.00	   84.80	   -6.11	   20.54
341	  230.00	  230.00	  230.00	   86.68	   -0.28	   -0.50
342	   26.00	    0.00	    0.00	    6.32	   11.08	    4.65
343	    0.00	   26.00	    0.00	    8.48	   -9.97	    4.97
344	    0.00	    0.00	   26.00	    5.19	    9.01	   -8.40
345	   52.00	   13.00	   13.00	   13.56	   17.49	    8.80
346	   13.00	   52.00	   13.00	   13.27	  -12.11	    6.59
347	   13.00	   13.00	   52.00	    9.28	   13.36	  -14.67
348	   77.00	   38.00	   38.00	   23.88	   16.50	    8.13
349	   38.00	   77.00	   38.00	   23.65	   -9.97	    4.59
350	   38.00	   38.00	   77.00	   19.60	   12.33	  -16.08
351	  103.00	   64.00	   64.00	   35.33	   13.84	    9.55
352	   64.00	  103.00	   64.00	   34.46	  -10.04	    4.62
353	   64.00	   64.00	  103.00	   31.26	   10.08	  -15.35
354	  128.00	   89.00	   89.00	   45.96	   11.07	   10.91
355	   89.00	  128.00	   89.00	   45.95	  -12.24	    5.18
356	   89.00	   89.00	  128.00	   41.28	    7.33	  -14.31
357	  154.00	  115.00	  115.00	   54.43	    9.19	   11.83
358	  115.00	  154.00	  115.00	   54.57	  -14.10	    6.18
359	  115.00	  115.00	  154.00	   51.42	    5.12	  -12.37
360	  179.00	  140.00	  140.00	   63.70	    8.01	   12.69
361	  140.00	  179.00	  140.00	   62.83	  -14.34	    7.89
362	  140.00	  140.00	  179.00	   59.58	    3.80	  -11.86
363	  205.00	  166.00	  166.00	   73.33	    7.02	   11.73
364	  166.00	  205.00	  166.00	   72.40	  -14.22	    7.36
365	  166.00	  166.00	  205.00	   68.26	    3.43	  -12.57
366	  230.00	  191.00	  191.00	   79.29	    7.72	    9.80
367	  191.00	  230.00	  191.00	   80.21	  -13.76	    5.99
368	  191.00	  191.00	  230.00	   76.00	    2.38	  -13.34
369	  255.00	  217.00	  217.00	   87.63	    7.72	    7.11
370	  217.00	  255.00	  217.00	   88.71	  -12.99	    4.78
371	  217.00	  217.00	  255.00	   82.10	    3.26	  -16.31
END_DATA
