CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
156	   11.00	   32.00	   98.00	   14.24	   13.14	  -31.20
157	   41.00	    3.00	  101.00	   17.64	   33.63	  -22.14
158	   16.00	  243.00	    1.00	   48.64	  -74.48	   41.77
159	   47.00	  254.00	   27.00	   54.81	  -74.10	   43.32
160	   58.00	   37.00	  195.00	   31.99	   36.79	  -50.75
161	   80.00	    1.00	  191.00	   28.23	   52.22	  -35.81
162	  141.00	   79.00	  205.00	   52.25	   30.28	  -27.95
163	  143.00	  108.00	  174.00	   55.92	   15.82	  -12.94
164	   19.00	  174.00	   40.00	   35.94	  -56.32	   12.92
165	   61.00	  171.00	   46.00	   45.22	  -40.90	   22.80
166	  185.00	  115.00	  175.00	   62.37	   22.16	   -2.26
167	  211.00	  124.00	  109.00	   66.24	   18.88	   31.10
168	  224.00	   95.00	   80.00	   63.94	   31.31	   41.98
169	  250.00	  123.00	   60.00	   71.85	   28.40	   61.15
170	  195.00	  157.00	  175.00	   70.28	    8.90	    4.88
171	   17.00	  151.00	    3.00	   31.94	  -48.43	   26.53
172	  211.00	   94.00	  231.00	   64.56	   39.40	  -18.50
173	  251.00	   76.00	  232.00	   65.75	   55.36	  -11.95
174	  185.00	  114.00	   72.00	   59.19	   15.02	   38.54
175	  171.00	    1.00	  239.00	   42.20	   69.21	  -24.67
176	  214.00	    0.00	  249.00	   47.49	   75.26	  -15.60
177	   60.00	  127.00	   51.00	   37.76	  -22.29	   13.12
178	  214.00	   31.00	   91.00	   51.10	   56.49	   30.44
179	  249.00	   23.00	  117.00	   55.41	   67.96	   29.20
180	  147.00	  202.00	  231.00	   71.33	   -9.89	  -22.35
181	   60.00	  168.00	    1.00	   41.73	  -36.76	   42.44
182	  247.00	  120.00	  135.00	   71.65	   30.12	   27.85
183	    5.00	  161.00	  187.00	   36.99	  -28.48	  -49.21
184	  252.00	    3.00	   34.00	   51.50	   74.64	   54.97
185	   42.00	  139.00	  199.00	   44.76	  -13.26	  -47.93
186	   90.00	  105.00	   76.00	   40.15	   -3.95	    7.35
187	  144.00	   73.00	   32.00	   44.11	   18.60	   37.39
188	  178.00	   47.00	   47.00	   46.68	   39.18	   37.57
189	    1.00	  186.00	  132.00	   33.98	  -49.36	  -27.00
190	   27.00	  205.00	  100.00	   45.46	  -61.25	   -5.57
191	  155.00	  233.00	    9.00	   70.32	  -30.84	   76.82
192	  182.00	  197.00	    2.00	   68.87	   -8.56	   80.82
193	  142.00	  251.00	  248.00	   78.76	  -24.81	  -22.60
194	  198.00	   52.00	  245.00	   54.27	   56.82	  -29.46
195	   56.00	   11.00	    9.00	   14.27	   19.51	   11.31
196	   56.00	   45.00	   41.00	   20.38	    7.57	    2.71
197	  197.00	    5.00	   55.00	   43.46	   62.29	   32.29
198	  198.00	  159.00	   71.00	   67.71	    3.01	   48.28
199	  121.00	    5.00	  121.00	   31.74	   50.44	   -6.19
200	  140.00	    3.00	   78.00	   33.67	   51.75	   10.40
201	   68.00	  236.00	  100.00	   59.24	  -60.60	   13.09
202	   90.00	  212.00	   66.00	   58.20	  -47.39	   29.06
203	   68.00	  182.00	   95.00	   51.24	  -40.14	    6.18
204	   79.00	  156.00	  252.00	   56.10	   -2.59	  -49.43
205	  197.00	  249.00	  150.00	   82.39	  -23.10	   26.54
206	  104.00	  118.00	  239.00	   54.85	   13.41	  -44.57
207	  217.00	  218.00	   26.00	   78.48	  -10.36	   82.31
208	   11.00	   88.00	  237.00	   31.55	   16.03	  -75.43
209	   42.00	   54.00	  249.00	   34.78	   38.17	  -70.68
210	   11.00	    8.00	  233.00	   23.44	   52.80	  -70.00
211	   15.00	    8.00	  185.00	   19.66	   42.40	  -55.56
212	   72.00	    0.00	  138.00	   24.35	   45.16	  -23.19
213	    4.00	   70.00	  128.00	   18.45	   -0.82	  -40.33
214	  150.00	   13.00	  196.00	   40.65	   58.69	  -20.04
215	   95.00	   22.00	  234.00	   37.47	   53.40	  -48.40
216	  100.00	  136.00	  116.00	   50.03	  -10.50	   -0.69
217	  124.00	   92.00	  112.00	   45.96	   11.65	    1.89
218	  135.00	   45.00	  254.00	   45.14	   51.95	  -45.75
219	  202.00	   98.00	    1.00	   58.99	   28.31	   74.53
220	  249.00	   82.00	   13.00	   65.19	   42.49	   79.78
221	  242.00	  127.00	  207.00	   73.17	   31.78	    0.31
222	   92.00	   13.00	   59.00	   24.44	   34.96	    3.76
223	   83.00	   81.00	   16.00	   33.14	   -0.22	   28.47
224	  251.00	  177.00	  216.00	   80.82	   18.91	    2.57
225	    5.00	    5.00	   18.00	    4.47	    5.68	   -4.05
226	  250.00	  223.00	  172.00	   87.11	    0.69	   26.99
227	  146.00	  224.00	  165.00	   72.99	  -26.22	    6.36
228	  113.00	  123.00	    1.00	   43.97	   -3.72	   50.64
229	  156.00	  133.00	  232.00	   63.52	   15.12	  -28.26
230	  131.00	  233.00	  111.00	   70.07	  -40.51	   25.38
231	  181.00	  230.00	   89.00	   75.92	  -25.71	   45.44
232	    5.00	  234.00	   59.00	   40.32	  -82.39	    9.84
233	  105.00	   55.00	  148.00	   39.88	   28.67	  -20.43
234	  241.00	  165.00	   23.00	   74.95	   12.12	   82.01
235	  251.00	  180.00	   75.00	   80.06	   10.22	   60.96
236	  198.00	    9.00	  139.00	   44.67	   64.94	    8.74
237	  218.00	  255.00	  237.00	   89.33	  -10.67	   -3.03
238	   69.00	  225.00	  155.00	   60.49	  -48.38	   -8.50
239	  127.00	  171.00	   81.00	   57.53	  -19.97	   26.19
240	    0.00	  253.00	  187.00	   50.06	  -60.46	  -34.82
241	    7.00	  253.00	  130.00	   45.37	  -75.79	  -13.64
242	   38.00	  123.00	  114.00	   35.75	  -20.97	  -21.49
243	  236.00	  253.00	   89.00	   88.42	  -15.17	   63.36
244	  238.00	   41.00	  185.00	   57.41	   61.71	    2.11
245	   16.00	  187.00	  247.00	   47.15	  -27.99	  -62.89
246	   63.00	  200.00	  211.00	   58.22	  -32.44	  -34.47
247	    1.00	   86.00	   69.00	   14.99	  -21.51	  -17.27
248	  131.00	    3.00	   10.00	   28.78	   43.18	   27.83
249	   31.00	  249.00	  246.00	   63.36	  -46.10	  -42.88
250	   20.00	   83.00	    3.00	   21.35	  -21.22	   17.21
END_DATA
