NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
117	188.00	176.00	255.00
118	 78.00	 78.00	 90.00
119	237.00	200.00	 55.00
120	 36.00	146.00	  0.00
121	  0.00	  0.00	153.00
122	  0.00	 73.00	182.00
123	128.00	 91.00	128.00
124	237.00	 18.00	128.00
125	237.00	237.00	 18.00
126	224.00	236.00	224.00
127	142.00	154.00	142.00
128	 77.00	 26.00	 26.00
129	167.00	 81.00	127.00
130	164.00	128.00	128.00
131	 73.00	146.00	255.00
132	 18.00	200.00	237.00
133	128.00	128.00	200.00
134	182.00	140.00	175.00
135	140.00	140.00	179.00
136	 90.00	 78.00	 78.00
137	  0.00	109.00	219.00
138	  3.00	168.00	119.00
139	 18.00	200.00	164.00
140	246.00	165.00	187.00
141	 55.00	 91.00	200.00
142	219.00	 73.00	 73.00
143	 91.00	200.00	164.00
144	128.00	200.00	200.00
145	255.00	  0.00	182.00
146	 51.00	255.00	153.00
147	175.00	252.00	181.00
148	182.00	219.00	109.00
149	114.00	114.00	126.00
150	219.00	109.00	  0.00
151	255.00	 36.00	182.00
152	102.00	102.00	255.00
153	183.00	189.00	156.00
154	109.00	182.00	146.00
155	170.00	142.00	206.00
156	 77.00	128.00	 26.00
157	182.00	 36.00	 36.00
158	250.00	180.00	250.00
159	 55.00	164.00	 18.00
160	146.00	109.00	 36.00
161	111.00	123.00	 63.00
162	115.00	115.00	115.00
163	164.00	 18.00	128.00
164	 36.00	 73.00	219.00
165	 18.00	128.00	 18.00
166	146.00	 36.00	146.00
167	176.00	100.00	135.00
168	255.00	 51.00	102.00
169	  0.00	 51.00	204.00
170	156.00	217.00	112.00
171	230.00	128.00	230.00
172	182.00	 36.00	 73.00
173	255.00	153.00	 51.00
174	 85.00	 85.00	 85.00
175	200.00	128.00	128.00
176	210.00	210.00	210.00
177	206.00	246.00	199.00
178	 73.00	 73.00	 73.00
179	 26.00	 77.00	230.00
180	204.00	204.00	102.00
181	109.00	 73.00	 36.00
182	166.00	146.00	190.00
183	 18.00	128.00	164.00
184	237.00	237.00	200.00
185	  0.00	 73.00	219.00
186	 51.00	  0.00	  0.00
187	130.00	130.00	130.00
188	204.00	255.00	204.00
189	219.00	 36.00	 73.00
190	111.00	 69.00	 69.00
191	 64.00	 64.00	 64.00
192	182.00	182.00	182.00
193	 69.00	 81.00	 69.00
194	 14.00	 26.00	 14.00
195	182.00	 36.00	255.00
196	109.00	219.00	255.00
197	102.00	153.00	204.00
198	 59.00	 47.00	 35.00
199	153.00	102.00	102.00
200	 51.00	153.00	255.00
201	173.00	173.00	173.00
202	128.00	179.00	179.00
203	182.00	255.00	255.00
204	  0.00	219.00	219.00
205	164.00	128.00	 55.00
206	 88.00	 74.00	 23.00
207	 73.00	 73.00	219.00
208	146.00	182.00	 73.00
209	 91.00	128.00	200.00
210	 91.00	128.00	164.00
211	169.00	170.00	159.00
212	237.00	 18.00	 55.00
213	255.00	255.00	255.00
214	146.00	  0.00	182.00
215	170.00	170.00	170.00
216	208.00	146.00	157.00
217	213.00	198.00	208.00
218	 77.00	 77.00	179.00
219	219.00	255.00	182.00
220	128.00	128.00	164.00
221	176.00	169.00	212.00
222	  0.00	 73.00	  0.00
223	128.00	 77.00	230.00
224	230.00	230.00	179.00
225	255.00	146.00	 73.00
226	 36.00	146.00	 36.00
227	 36.00	109.00	109.00
228	 96.00	133.00	 16.00
229	 26.00	230.00	 77.00
230	 93.00	164.00	100.00
231	104.00	152.00	 73.00
232	128.00	 91.00	237.00
233	  0.00	255.00	204.00
234	219.00	146.00	 73.00
235	114.00	173.00	100.00
236	181.00	169.00	169.00
237	255.00	109.00	182.00
238	237.00	 55.00	 91.00
239	 40.00	 40.00	 40.00
240	231.00	173.00	230.00
241	128.00	 55.00	 18.00
242	 18.00	 55.00	 18.00
243	  0.00	  0.00	255.00
244	179.00	230.00	179.00
245	222.00	134.00	237.00
246	250.00	250.00	250.00
247	156.00	215.00	 47.00
248	 30.00	 90.00	249.00
249	240.00	240.00	240.00
250	255.00	219.00	146.00
251	 51.00	  0.00	255.00
252	208.00	100.00	199.00
253	128.00	200.00	237.00
254	  0.00	255.00	109.00
255	209.00	226.00	248.00
256	109.00	182.00	182.00
257	 91.00	 91.00	128.00
258	  0.00	 37.00	200.00
259	 73.00	182.00	146.00
260	204.00	204.00	255.00
261	146.00	182.00	146.00
262	219.00	  0.00	  0.00
263	135.00	 75.00	182.00
264	 73.00	  0.00	182.00
265	188.00	 10.00	187.00
266	128.00	237.00	164.00
267	241.00	249.00	221.00
268	230.00	128.00	128.00
269	182.00	109.00	  0.00
270	237.00	128.00	 91.00
271	109.00	219.00	182.00
272	 26.00	128.00	230.00
273	240.00	111.00	212.00
274	 55.00	200.00	128.00
275	255.00	182.00	109.00
276	 91.00	164.00	128.00
277	126.00	124.00	 68.00
278	237.00	 91.00	 91.00
279	255.00	255.00	102.00
280	200.00	237.00	 91.00
281	166.00	116.00	160.00
282	255.00	146.00	 36.00
283	219.00	  0.00	182.00
284	115.00	147.00	137.00
285	 60.00	 60.00	 60.00
286	 36.00	146.00	109.00
287	182.00	219.00	 36.00
288	144.00	116.00	175.00
289	199.00	217.00	143.00
290	 18.00	237.00	200.00
291	188.00	164.00	135.00
292	153.00	204.00	255.00
293	230.00	 26.00	179.00
294	 77.00	230.00	 26.00
295	230.00	179.00	179.00
296	 73.00	219.00	255.00
297	 36.00	255.00	219.00
298	 73.00	219.00	 73.00
299	  0.00	  0.00	  8.00
300	187.00	187.00	199.00
301	 55.00	237.00	 18.00
302	  7.00	 76.00	 68.00
303	146.00	 36.00	255.00
304	182.00	 73.00	 36.00
305	 51.00	102.00	204.00
306	164.00	164.00	 55.00
307	 23.00	 35.00	 23.00
308	 73.00	 73.00	182.00
309	230.00	230.00	 77.00
310	 69.00	100.00	 69.00
311	146.00	 36.00	 73.00
312	204.00	 51.00	153.00
313	  0.00	 51.00	 51.00
314	 94.00	254.00	177.00
315	 55.00	128.00	 18.00
316	105.00	117.00	105.00
317	200.00	 18.00	 55.00
318	146.00	146.00	 73.00
319	162.00	190.00	 77.00
320	 55.00	237.00	 91.00
321	 73.00	  0.00	255.00
322	 18.00	 91.00	 91.00
323	  0.00	255.00	153.00
324	 73.00	255.00	146.00
325	102.00	153.00	255.00
326	209.00	197.00	 46.00
327	124.00	124.00	136.00
328	219.00	109.00	219.00
329	128.00	 18.00	 18.00
330	237.00	128.00	200.00
331	209.00	209.00	209.00
332	  3.00	255.00	 21.00
333	108.00	132.00	100.00
334	 73.00	255.00	255.00
335	 26.00	 26.00	179.00
336	183.00	138.00	111.00
337	255.00	  0.00	 51.00
338	 76.00	  8.00	 68.00
339	219.00	109.00	255.00
340	 36.00	 36.00	182.00
341	 73.00	 36.00	  0.00
342	128.00	 55.00	164.00
343	 77.00	179.00	 77.00
344	164.00	 91.00	237.00
345	 26.00	 26.00	 26.00
346	153.00	  0.00	255.00
347	 78.00	109.00	148.00
348	252.00	 14.00	224.00
349	 36.00	182.00	109.00
350	255.00	 36.00	109.00
351	209.00	204.00	226.00
352	237.00	 55.00	 18.00
353	164.00	 55.00	237.00
354	193.00	138.00	199.00
355	 36.00	182.00	  0.00
356	 96.00	115.00	128.00
357	 73.00	109.00	  0.00
358	 73.00	255.00	219.00
359	 15.00	 15.00	 15.00
360	 73.00	219.00	  0.00
361	 88.00	 75.00	 95.00
362	123.00	136.00	 81.00
363	219.00	146.00	109.00
364	255.00	109.00	109.00
365	200.00	237.00	128.00
366	215.00	215.00	227.00
367	 77.00	 77.00	 26.00
368	146.00	255.00	  0.00
369	 97.00	 82.00	111.00
370	  0.00	146.00	109.00
371	102.00	  0.00	  0.00
372	204.00	 51.00	 51.00
373	255.00	153.00	  0.00
374	179.00	230.00	 77.00
375	164.00	164.00	237.00
376	237.00	164.00	128.00
377	128.00	 77.00	 26.00
378	255.00	204.00	255.00
379	240.00	197.00	196.00
380	146.00	  0.00	219.00
381	230.00	179.00	 26.00
382	 18.00	237.00	 91.00
383	  0.00	 26.00	  0.00
384	 73.00	212.00	178.00
385	  7.00	200.00	211.00
386	179.00	230.00	230.00
387	188.00	118.00	117.00
388	102.00	 51.00	153.00
389	 18.00	 91.00	164.00
390	  0.00	182.00	182.00
391	128.00	 77.00	 77.00
392	 90.00	 62.00	128.00
393	 73.00	 36.00	146.00
394	147.00	204.00	191.00
395	  0.00	  0.00	102.00
396	 96.00	108.00	 96.00
397	164.00	 91.00	 91.00
398	 51.00	 51.00	  0.00
399	163.00	178.00	212.00
400	219.00	  0.00	 73.00
401	128.00	164.00	237.00
402	 55.00	128.00	128.00
403	 36.00	 36.00	  0.00
404	 77.00	161.00	 39.00
405	255.00	  0.00	219.00
406	219.00	182.00	146.00
407	 27.00	  4.00	 91.00
408	164.00	164.00	200.00
409	128.00	128.00	 55.00
410	182.00	 36.00	  0.00
411	 77.00	230.00	128.00
412	219.00	  0.00	109.00
413	 81.00	 69.00	 69.00
414	255.00	182.00	 73.00
415	 84.00	 82.00	172.00
416	200.00	164.00	 55.00
417	182.00	219.00	182.00
418	  0.00	182.00	255.00
419	109.00	255.00	255.00
420	219.00	146.00	 36.00
421	 51.00	  0.00	 51.00
422	128.00	237.00	237.00
423	200.00	237.00	164.00
424	219.00	146.00	  0.00
425	219.00	 73.00	146.00
426	200.00	128.00	 55.00
427	143.00	219.00	202.00
428	 18.00	 91.00	237.00
429	153.00	204.00	204.00
430	166.00	166.00	205.00
431	 87.00	 87.00	 99.00
432	164.00	 91.00	 18.00
433	 26.00	128.00	128.00
434	240.00	192.00	219.00
435	155.00	167.00	163.00
436	200.00	 55.00	200.00
437	 18.00	 18.00	 55.00
438	182.00	 73.00	219.00
439	  0.00	 36.00	  0.00
440	 77.00	 26.00	128.00
441	 18.00	237.00	 55.00
442	 18.00	 18.00	 18.00
443	109.00	219.00	219.00
444	153.00	204.00	102.00
445	 68.00	167.00	 78.00
446	  0.00	  0.00	  0.00
447	 91.00	164.00	 55.00
448	  0.00	182.00	219.00
449	128.00	237.00	 55.00
450	102.00	102.00	 51.00
451	 62.00	 21.00	 17.00
452	146.00	 73.00	109.00
453	187.00	199.00	187.00
454	169.00	212.00	167.00
455	255.00	102.00	102.00
456	109.00	182.00	  0.00
457	255.00	 36.00	146.00
458	 80.00	 93.00	111.00
459	155.00	155.00	155.00
460	128.00	 26.00	230.00
461	204.00	  0.00	204.00
462	 96.00	 96.00	108.00
463	255.00	182.00	255.00
464	179.00	238.00	211.00
465	112.00	192.00	190.00
466	164.00	237.00	 18.00
467	 55.00	 18.00	200.00
468	109.00	109.00	146.00
469	 51.00	204.00	102.00
470	204.00	153.00	204.00
471	164.00	237.00	 91.00
472	128.00	164.00	200.00
473	219.00	 73.00	219.00
474	200.00	 55.00	237.00
475	200.00	200.00	200.00
476	196.00	196.00	208.00
477	102.00	255.00	255.00
478	102.00	255.00	  0.00
479	  0.00	153.00	102.00
480	109.00	255.00	219.00
481	237.00	 18.00	164.00
482	219.00	219.00	146.00
483	  0.00	 36.00	 36.00
484	164.00	164.00	164.00
485	 36.00	219.00	146.00
486	 77.00	230.00	 77.00
487	128.00	 55.00	 55.00
488	 90.00	163.00	123.00
489	  0.00	146.00	  0.00
490	  7.00	113.00	 80.00
491	 27.00	 85.00	 75.00
492	182.00	 73.00	  0.00
493	200.00	200.00	164.00
494	219.00	182.00	 73.00
495	116.00	190.00	142.00
496	200.00	200.00	 18.00
497	179.00	230.00	 26.00
498	219.00	109.00	 73.00
499	  0.00	  0.00	 73.00
500	242.00	216.00	227.00
501	255.00	219.00	109.00
502	255.00	255.00	255.00
503	101.00	100.00	105.00
504	146.00	146.00	146.00
505	 93.00	 14.00	  5.00
506	109.00	 36.00	182.00
507	 35.00	 51.00	103.00
508	102.00	 51.00	102.00
509	128.00	 91.00	200.00
510	 73.00	  0.00	  0.00
511	225.00	212.00	197.00
512	153.00	 51.00	102.00
513	 63.00	 45.00	 70.00
514	153.00	 51.00	 51.00
515	 18.00	 91.00	 18.00
516	 91.00	 18.00	 18.00
517	182.00	182.00	109.00
518	146.00	 73.00	  0.00
519	 28.00	 31.00	112.00
520	  0.00	102.00	102.00
521	109.00	255.00	146.00
522	255.00	217.00	217.00
523	236.00	 53.00	167.00
524	 91.00	164.00	 18.00
525	  0.00	219.00	 36.00
526	255.00	 51.00	  0.00
527	129.00	 28.00	 67.00
528	  3.00	150.00	242.00
529	 49.00	 65.00	 69.00
530	  0.00	182.00	 36.00
531	255.00	 51.00	 51.00
532	254.00	173.00	145.00
533	 73.00	146.00	  0.00
534	153.00	  0.00	 51.00
535	237.00	 55.00	 55.00
536	151.00	180.00	143.00
537	192.00	  4.00	  6.00
538	109.00	 36.00	219.00
539	 36.00	219.00	219.00
540	 13.00	101.00	139.00
541	 89.00	 89.00	128.00
542	 55.00	 18.00	237.00
543	 27.00	 27.00	 27.00
544	142.00	158.00	 20.00
545	  0.00	204.00	  0.00
546	225.00	 11.00	254.00
547	 77.00	 26.00	230.00
548	 26.00	 77.00	128.00
549	 68.00	 35.00	135.00
550	179.00	179.00	179.00
551	230.00	 77.00	128.00
552	200.00	128.00	164.00
553	  0.00	109.00	 36.00
554	182.00	  0.00	  0.00
555	255.00	  0.00	146.00
556	138.00	228.00	255.00
557	128.00	 26.00	 26.00
558	214.00	195.00	137.00
559	 24.00	 69.00	 27.00
560	182.00	146.00	109.00
561	  0.00	219.00	 73.00
562	255.00	146.00	255.00
563	 36.00	255.00	255.00
564	140.00	179.00	140.00
565	230.00	 26.00	 77.00
566	219.00	109.00	 36.00
567	128.00	164.00	 91.00
568	164.00	 55.00	 55.00
569	205.00	217.00	205.00
570	 91.00	 55.00	 18.00
571	134.00	130.00	187.00
572	237.00	237.00	 55.00
573	200.00	 91.00	164.00
574	255.00	102.00	 51.00
575	 51.00	 51.00	 51.00
576	230.00	128.00	 77.00
577	109.00	  0.00	182.00
578	255.00	109.00	  0.00
579	204.00	  0.00	  0.00
580	182.00	146.00	255.00
581	146.00	109.00	146.00
582	 51.00	  0.00	102.00
583	146.00	 73.00	182.00
584	179.00	 26.00	179.00
585	 19.00	 24.00	 81.00
586	  0.00	 73.00	109.00
587	  0.00	  0.00	219.00
588	  0.00	109.00	 73.00
589	 89.00	 44.00	 27.00
590	109.00	182.00	219.00
591	255.00	219.00	 36.00
592	219.00	255.00	255.00
593	147.00	  0.00	 67.00
594	 18.00	237.00	164.00
595	237.00	200.00	 91.00
596	102.00	255.00	204.00
597	200.00	200.00	200.00
598	 74.00	 40.00	 40.00
599	116.00	168.00	166.00
600	153.00	153.00	 51.00
601	178.00	190.00	178.00
602	153.00	102.00	153.00
603	128.00	 26.00	128.00
604	 26.00	230.00	 26.00
605	204.00	  0.00	153.00
606	 73.00	109.00	 73.00
607	255.00	219.00	 98.00
608	 13.00	 13.00	 52.00
609	109.00	  0.00	109.00
610	146.00	 73.00	 73.00
611	148.00	 31.00	174.00
612	120.00	 38.00	  2.00
613	200.00	237.00	 18.00
614	 51.00	153.00	153.00
615	229.00	165.00	 64.00
616	151.00	151.00	163.00
617	 43.00	162.00	188.00
618	 74.00	158.00	245.00
619	204.00	153.00	  0.00
620	 82.00	 82.00	 82.00
621	146.00	219.00	182.00
622	203.00	212.00	  1.00
623	255.00	219.00	 73.00
624	 77.00	230.00	230.00
625	 53.00	 68.00	 37.00
626	  0.00	219.00	  0.00
627	189.00	247.00	197.00
628	204.00	255.00	153.00
629	255.00	  0.00	153.00
630	 46.00	  8.00	176.00
631	125.00	125.00	125.00
632	242.00	242.00	254.00
633	 73.00	255.00	 36.00
634	102.00	204.00	204.00
635	176.00	205.00	178.00
636	 78.00	  9.00	255.00
637	185.00	185.00	185.00
638	255.00	 51.00	204.00
639	102.00	  0.00	153.00
640	230.00	 77.00	230.00
641	237.00	200.00	 18.00
642	  0.00	255.00	  0.00
643	182.00	109.00	146.00
644	 36.00	219.00	  0.00
645	255.00	102.00	255.00
646	104.00	252.00	209.00
647	128.00	128.00	179.00
648	219.00	182.00	219.00
649	221.00	232.00	190.00
650	146.00	182.00	 36.00
651	204.00	204.00	 51.00
652	255.00	 51.00	255.00
653	 91.00	 18.00	 55.00
654	200.00	128.00	 91.00
655	128.00	200.00	164.00
656	146.00	255.00	109.00
657	 55.00	 55.00	128.00
658	219.00	 36.00	 36.00
659	255.00	109.00	255.00
660	164.00	 18.00	237.00
661	 39.00	 19.00	 71.00
662	 51.00	204.00	  0.00
663	122.00	 91.00	 80.00
664	255.00	255.00	153.00
665	128.00	164.00	 18.00
666	117.00	105.00	105.00
667	 10.00	192.00	 14.00
668	146.00	219.00	219.00
669	146.00	109.00	109.00
670	 73.00	255.00	109.00
671	  0.00	102.00	153.00
672	 91.00	 55.00	128.00
673	 20.00	 20.00	 20.00
674	146.00	 36.00	 36.00
675	109.00	219.00	146.00
676	146.00	146.00	219.00
677	 99.00	 87.00	 87.00
678	255.00	109.00	 73.00
679	233.00	  5.00	 65.00
680	182.00	219.00	219.00
681	 26.00	179.00	128.00
682	240.00	249.00	252.00
683	146.00	219.00	146.00
684	184.00	150.00	154.00
685	 55.00	164.00	 91.00
686	 18.00	 18.00	164.00
687	109.00	109.00	255.00
688	230.00	 26.00	128.00
689	237.00	128.00	237.00
690	204.00	 51.00	102.00
691	  0.00	146.00	182.00
692	 36.00	109.00	219.00
693	197.00	250.00	244.00
694	164.00	237.00	164.00
695	198.00	254.00	191.00
696	182.00	109.00	109.00
697	 36.00	255.00	109.00
698	 91.00	 91.00	164.00
699	150.00	166.00	229.00
700	 36.00	182.00	 36.00
701	  0.00	102.00	  0.00
702	204.00	204.00	153.00
703	182.00	255.00	  0.00
704	255.00	182.00	219.00
705	 51.00	204.00	 51.00
706	 36.00	 36.00	 36.00
707	 18.00	128.00	 55.00
708	 52.00	247.00	247.00
709	144.00	249.00	 89.00
710	237.00	128.00	164.00
711	 55.00	237.00	200.00
712	 91.00	237.00	 91.00
713	255.00	  0.00	204.00
714	153.00	255.00	255.00
715	109.00	146.00	146.00
716	200.00	200.00	237.00
717	153.00	  0.00	  0.00
718	 51.00	153.00	102.00
719	164.00	200.00	 18.00
720	164.00	200.00	200.00
721	115.00	115.00	154.00
722	 79.00	226.00	 82.00
723	153.00	102.00	204.00
724	219.00	109.00	109.00
725	171.00	 19.00	 27.00
726	 36.00	 73.00	109.00
727	219.00	146.00	255.00
728	 36.00	219.00	 73.00
729	200.00	128.00	237.00
730	  8.00	  0.00	  0.00
731	  0.00	  0.00	 36.00
732	219.00	255.00	 36.00
733	 51.00	 51.00	204.00
734	 36.00	  0.00	182.00
735	 68.00	249.00	203.00
736	237.00	237.00	164.00
737	 91.00	 91.00	 18.00
738	237.00	159.00	188.00
739	182.00	109.00	 36.00
740	 91.00	200.00	 55.00
741	255.00	219.00	182.00
742	182.00	146.00	 73.00
743	 36.00	109.00	  0.00
744	170.00	170.00	232.00
745	114.00	132.00	144.00
746	  0.00	146.00	 73.00
747	179.00	 77.00	179.00
748	153.00	  0.00	153.00
749	  0.00	255.00	102.00
750	128.00	 18.00	237.00
751	217.00	255.00	217.00
752	 91.00	200.00	200.00
753	170.00	226.00	201.00
754	255.00	204.00	 51.00
755	  0.00	182.00	 73.00
756	105.00	105.00	117.00
757	 77.00	179.00	128.00
758	 55.00	128.00	 91.00
759	164.00	 18.00	 91.00
760	146.00	 36.00	109.00
761	255.00	219.00	255.00
762	102.00	255.00	102.00
763	179.00	 77.00	 77.00
764	219.00	 36.00	  0.00
765	115.00	154.00	115.00
766	169.00	169.00	181.00
767	150.00	158.00	 92.00
768	 38.00	 38.00	 77.00
769	146.00	219.00	109.00
770	219.00	219.00	219.00
771	 51.00	102.00	153.00
772	244.00	194.00	194.00
773	255.00	102.00	153.00
774	102.00	102.00	102.00
775	198.00	185.00	203.00
776	 32.00	 32.00	 44.00
777	  0.00	 51.00	153.00
778	 18.00	237.00	237.00
779	 77.00	179.00	 26.00
780	160.00	172.00	160.00
781	204.00	 51.00	204.00
782	 65.00	 28.00	 46.00
783	205.00	205.00	205.00
784	 91.00	237.00	 55.00
785	219.00	182.00	  0.00
786	 60.00	 72.00	 60.00
787	 63.00	177.00	 15.00
788	 26.00	179.00	179.00
789	 91.00	200.00	 18.00
790	102.00	204.00	153.00
791	164.00	 18.00	 18.00
792	150.00	150.00	150.00
793	  0.00	182.00	146.00
794	182.00	 36.00	109.00
795	 18.00	164.00	164.00
796	 73.00	219.00	182.00
797	200.00	237.00	237.00
798	  0.00	255.00	146.00
799	128.00	 77.00	179.00
800	147.00	 84.00	 98.00
801	255.00	248.00	203.00
802	 26.00	 26.00	128.00
803	219.00	219.00	 73.00
804	109.00	146.00	  0.00
805	 73.00	 73.00	255.00
806	146.00	  0.00	 36.00
807	195.00	254.00	178.00
808	  5.00	 17.00	  5.00
809	255.00	219.00	  0.00
810	200.00	 55.00	 18.00
811	153.00	255.00	 51.00
812	237.00	237.00	237.00
813	204.00	 51.00	255.00
814	 51.00	102.00	102.00
815	128.00	 18.00	 91.00
816	 73.00	146.00	 73.00
817	237.00	 18.00	 18.00
818	  0.00	 73.00	255.00
819	128.00	179.00	128.00
820	128.00	128.00	128.00
821	 85.00	135.00	140.00
822	255.00	182.00	 36.00
823	 70.00	 70.00	 70.00
824	205.00	166.00	166.00
825	191.00	191.00	191.00
826	219.00	219.00	109.00
827	230.00	230.00	128.00
828	196.00	194.00	223.00
829	122.00	143.00	223.00
830	153.00	 51.00	204.00
831	 76.00	 82.00	 33.00
832	164.00	128.00	164.00
833	151.00	163.00	151.00
834	162.00	203.00	231.00
835	 36.00	 73.00	255.00
836	255.00	 36.00	 36.00
837	235.00	191.00	240.00
838	111.00	 40.00	 56.00
839	164.00	237.00	237.00
840	219.00	219.00	 36.00
841	164.00	164.00	128.00
842	184.00	 56.00	 53.00
843	128.00	230.00	179.00
844	 42.00	 54.00	 42.00
845	128.00	 26.00	179.00
846	109.00	 73.00	  0.00
847	219.00	182.00	 36.00
848	237.00	164.00	 18.00
849	153.00	102.00	255.00
850	 70.00	104.00	197.00
851	255.00	146.00	219.00
852	 51.00	102.00	255.00
853	220.00	205.00	251.00
854	237.00	 18.00	 91.00
855	 18.00	 91.00	200.00
856	219.00	219.00	255.00
857	 96.00	 54.00	112.00
858	 19.00	 66.00	175.00
859	 73.00	 36.00	219.00
860	109.00	146.00	219.00
861	128.00	179.00	 26.00
862	  4.00	114.00	235.00
863	219.00	146.00	219.00
864	 18.00	164.00	237.00
865	231.00	228.00	152.00
866	255.00	182.00	146.00
867	 41.00	205.00	226.00
868	 73.00	109.00	109.00
869	 55.00	 18.00	164.00
870	219.00	255.00	109.00
871	  0.00	  0.00	204.00
872	146.00	255.00	255.00
873	153.00	255.00	204.00
874	228.00	228.00	228.00
875	 18.00	164.00	128.00
876	  0.00	  0.00	 26.00
877	237.00	200.00	164.00
878	  0.00	 36.00	219.00
879	102.00	  0.00	102.00
880	255.00	255.00	219.00
881	169.00	250.00	 17.00
882	 91.00	164.00	200.00
883	 77.00	 77.00	230.00
884	 55.00	237.00	164.00
885	157.00	 84.00	152.00
886	179.00	128.00	 26.00
887	179.00	179.00	 77.00
888	 36.00	  0.00	109.00
889	182.00	182.00	  0.00
890	248.00	241.00	169.00
891	144.00	113.00	113.00
892	255.00	 73.00	146.00
893	 91.00	128.00	 55.00
894	 18.00	128.00	128.00
895	245.00	245.00	245.00
896	234.00	 80.00	204.00
897	 26.00	179.00	 77.00
898	137.00	105.00	 72.00
899	237.00	 55.00	237.00
900	197.00	143.00	 73.00
901	 58.00	114.00	 38.00
902	255.00	109.00	146.00
903	126.00	133.00	183.00
904	 36.00	219.00	 36.00
905	169.00	181.00	169.00
906	109.00	182.00	 73.00
907	 25.00	 25.00	 25.00
908	164.00	237.00	200.00
909	 51.00	 51.00	153.00
910	128.00	200.00	128.00
911	 17.00	252.00	 97.00
912	211.00	167.00	  3.00
913	 64.00	103.00	 64.00
914	235.00	235.00	235.00
915	109.00	 73.00	146.00
916	  0.00	255.00	219.00
917	 38.00	 77.00	 38.00
918	102.00	153.00	 51.00
