CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
41	  200.00	  200.00	  200.00	   76.57	   -0.90	    0.53
42	  205.00	  205.00	  205.00	   78.40	   -0.55	   -0.13
43	  210.00	  210.00	  210.00	   79.75	   -0.91	   -0.11
44	  215.00	  215.00	  215.00	   81.01	   -0.60	   -0.12
45	  220.00	  220.00	  220.00	   82.88	   -0.42	   -0.71
46	  225.00	  225.00	  225.00	   84.72	   -0.37	   -0.79
47	  230.00	  230.00	  230.00	   86.31	   -0.25	   -0.00
48	  235.00	  235.00	  235.00	   88.49	   -0.55	   -0.47
49	  240.00	  240.00	  240.00	   90.01	   -0.43	   -0.88
50	  245.00	  245.00	  245.00	   92.10	   -0.20	   -1.66
51	  250.00	  250.00	  250.00	   93.37	   -0.85	   -2.09
52	  255.00	  255.00	  255.00	   94.68	   -1.09	   -2.18
53	  101.00	  100.00	  105.00	   42.51	    2.78	   -1.27
54	  176.00	  176.00	  182.00	   70.06	    0.09	   -0.08
55	  222.00	  231.00	  224.00	   85.24	   -2.78	   -0.06
56	  159.00	  153.00	  163.00	   63.37	    2.23	    0.65
57	  169.00	  170.00	  159.00	   67.01	   -2.10	    6.19
58	  240.00	  249.00	  252.00	   92.26	   -2.36	   -4.81
59	  213.00	  198.00	  208.00	   78.31	    3.39	   -0.27
60	  229.00	  223.00	  239.00	   85.64	    2.50	   -5.82
61	   81.00	   65.00	   80.00	   31.77	    9.35	   -2.66
62	  198.00	  185.00	  203.00	   74.55	    3.55	   -2.78
63	   15.00	   31.00	   27.00	    8.83	   -1.49	   -4.01
64	   35.00	   52.00	   51.00	   18.31	    0.76	   -5.59
65	  154.00	  134.00	  143.00	   58.68	    5.20	    3.90
66	  209.00	  231.00	  210.00	   82.75	   -7.39	    2.60
67	  209.00	  204.00	  226.00	   79.17	    2.24	   -7.44
68	   88.00	   75.00	   95.00	   36.26	    8.98	   -4.59
69	  120.00	  109.00	  130.00	   48.46	    6.12	   -3.91
70	   49.00	   65.00	   69.00	   24.40	    0.38	   -7.58
71	  146.00	  139.00	  124.00	   57.18	    0.06	    9.91
72	  220.00	  244.00	  236.00	   87.29	   -6.41	   -3.33
73	  132.00	  153.00	  130.00	   57.42	   -7.61	    5.89
74	  242.00	  216.00	  227.00	   86.24	    5.12	    1.07
75	   32.00	   21.00	   43.00	   12.34	   13.57	   -6.23
76	  253.00	  228.00	  226.00	   89.62	    4.08	    5.44
77	   17.00	   11.00	   34.00	    7.94	   11.60	   -7.21
78	  182.00	  187.00	  209.00	   73.68	   -0.41	   -8.32
79	  241.00	  249.00	  221.00	   90.99	   -5.83	    8.90
80	   59.00	   47.00	   35.00	   21.48	    7.45	    6.57
81	  225.00	  212.00	  197.00	   81.88	    0.25	    9.18
82	   63.00	   45.00	   70.00	   25.10	   12.70	   -6.14
83	  196.00	  194.00	  223.00	   76.72	    1.91	  -10.21
84	    8.00	   30.00	    5.00	    8.59	   -6.68	    4.80
85	   95.00	  110.00	   83.00	   42.40	   -3.89	    6.49
86	   76.00	   64.00	   49.00	   27.98	    5.55	    7.94
87	   32.00	    5.00	   23.00	    8.86	   16.77	   -0.18
88	  114.00	  132.00	  144.00	   52.71	   -2.22	   -6.61
89	  174.00	  173.00	  143.00	   67.42	   -3.72	   14.03
90	  193.00	  226.00	  197.00	   80.07	  -11.26	    3.47
91	  144.00	  113.00	  113.00	   52.37	    7.98	    9.48
92	   68.00	   83.00	   98.00	   34.36	    2.49	   -9.98
93	  183.00	  189.00	  156.00	   71.65	   -5.61	   12.69
94	  115.00	  147.00	  137.00	   54.96	   -9.13	   -1.03
95	   80.00	   93.00	  111.00	   39.35	    1.99	  -10.54
96	   69.00	  100.00	   69.00	   34.88	   -7.83	    3.12
97	  108.00	  132.00	  100.00	   49.92	   -7.72	    6.88
98	   96.00	  115.00	  128.00	   46.69	   -1.95	   -8.98
99	  160.00	  194.00	  183.00	   70.36	  -10.41	   -1.58
100	  119.00	  114.00	   87.00	   47.40	    0.38	   13.50
101	  184.00	  150.00	  154.00	   66.24	    7.47	    9.24
102	   53.00	   68.00	   37.00	   23.73	   -2.57	    7.85
103	   30.00	   27.00	    0.00	   11.81	    2.54	   11.59
104	  145.00	  111.00	  134.00	   53.31	   10.66	    2.03
105	  240.00	  207.00	  244.00	   83.83	   10.21	   -7.43
106	  165.00	  136.00	  129.00	   60.04	    5.61	   12.36
107	  192.00	  155.00	  184.00	   70.13	    9.77	    0.60
108	  209.00	  226.00	  248.00	   82.88	   -1.63	  -13.56
109	  151.00	  180.00	  143.00	   65.21	  -11.31	    9.73
110	   74.00	   40.00	   40.00	   24.09	   14.91	    6.82
111	   89.00	  126.00	  117.00	   47.39	   -9.04	   -5.57
112	  206.00	  192.00	  166.00	   76.33	   -0.36	   14.99
113	  222.00	  229.00	  188.00	   83.78	   -6.43	   14.68
114	  109.00	   72.00	   91.00	   39.38	   14.80	    1.93
115	   65.00	   28.00	   46.00	   20.26	   17.89	    1.17
116	  221.00	  206.00	  178.00	   80.24	   -0.34	   15.34
117	  129.00	   89.00	  111.00	   46.36	   13.58	    2.93
118	  176.00	  169.00	  212.00	   70.81	    4.84	  -12.86
119	  239.00	  226.00	  195.00	   86.05	   -1.88	   15.16
120	  182.00	  140.00	  175.00	   66.22	   12.01	    0.37
121	  134.00	  177.00	  168.00	   63.76	  -12.35	   -3.39
122	  220.00	  205.00	  251.00	   80.69	    6.66	  -15.62
123	  166.00	  146.00	  190.00	   65.19	    8.88	   -8.72
124	  169.00	  212.00	  167.00	   73.92	  -15.40	    8.61
125	  122.00	   91.00	   80.00	   44.36	    8.40	   12.74
126	  206.00	  246.00	  199.00	   84.28	  -14.51	    7.77
127	  111.00	   69.00	   69.00	   38.36	   13.73	   10.46
128	  182.00	  201.00	  229.00	   75.89	   -3.30	  -14.35
129	   84.00	   56.00	   98.00	   33.10	   16.94	   -9.29
130	  200.00	  248.00	  223.00	   84.82	  -13.90	   -2.30
131	  240.00	  192.00	  219.00	   81.86	   11.60	    1.09
132	  153.00	  169.00	  123.00	   63.47	   -8.93	   16.70
133	  143.00	  125.00	   98.00	   53.61	    1.90	   17.64
134	  235.00	  191.00	  240.00	   81.21	   14.00	   -8.35
135	  244.00	  194.00	  194.00	   82.02	   10.19	   11.83
136	  163.00	  178.00	  212.00	   70.32	   -0.09	  -14.57
137	    8.00	   43.00	   51.00	   10.67	   -4.23	  -14.22
138	    4.00	   27.00	   47.00	    7.53	    1.13	  -14.94
139	  255.00	  248.00	  203.00	   92.49	   -3.62	   17.95
140	  124.00	  153.00	  105.00	   55.86	  -11.55	   12.88
141	   36.00	   53.00	    9.00	   17.93	   -2.83	   14.92
142	   24.00	   69.00	   27.00	   19.33	  -12.45	    5.74
143	   66.00	   36.00	   21.00	   21.23	   13.07	   12.80
144	   62.00	   21.00	   17.00	   17.89	   17.64	   11.69
145	   97.00	   88.00	   50.00	   38.54	    1.85	   17.61
146	   73.00	   93.00	   46.00	   33.82	   -5.53	   13.04
147	   56.00	  104.00	   58.00	   32.74	  -12.64	    4.99
148	  105.00	  150.00	  156.00	   55.40	  -11.11	  -10.12
149	   81.00	   85.00	  131.00	   38.97	    7.90	  -17.81
150	   94.00	   54.00	   45.00	   30.56	   14.68	   12.98
151	  123.00	  124.00	  176.00	   54.65	    6.06	  -16.94
152	   76.00	   82.00	   33.00	   32.35	   -1.99	   17.72
153	  161.00	  112.00	  108.00	   55.58	   11.26	   16.26
154	  170.00	  226.00	  201.00	   76.98	  -16.67	   -2.91
155	  181.00	  127.00	  128.00	   61.40	   12.28	   16.08
156	  189.00	  247.00	  197.00	   82.77	  -18.98	    5.41
157	   85.00	  138.00	   98.00	   48.15	  -16.86	    2.36
158	  237.00	  226.00	  179.00	   85.43	   -3.09	   21.65
159	  235.00	  177.00	  211.00	   79.17	   14.10	    2.18
160	  231.00	  173.00	  230.00	   78.21	   17.67	   -6.79
161	  176.00	  229.00	  171.00	   77.46	  -19.45	   11.06
162	  143.00	   89.00	  128.00	   49.36	   18.34	    1.14
163	  167.00	  127.00	  183.00	   62.11	   14.47	   -7.92
164	  147.00	  204.00	  191.00	   70.72	  -16.24	   -6.32
165	  103.00	  129.00	  158.00	   52.22	   -2.88	  -14.70
166	   59.00	   71.00	   20.00	   26.40	   -2.45	   17.74
167	  179.00	  238.00	  211.00	   80.02	  -17.56	   -3.29
168	  204.00	  194.00	  254.00	   77.66	    7.04	  -20.85
169	   34.00	   86.00	   48.00	   24.36	  -13.31	    0.36
170	   51.00	   81.00	  104.00	   31.32	   -0.06	  -17.40
171	  134.00	  130.00	  187.00	   57.82	    6.93	  -17.31
172	   85.00	  135.00	  140.00	   49.54	  -11.17	  -13.29
173	  123.00	  136.00	   81.00	   52.26	   -7.00	   20.72
174	   39.00	   19.00	   71.00	   16.71	   21.14	  -13.76
175	  112.00	   92.00	  148.00	   47.47	   13.57	  -14.53
176	  107.00	  164.00	  134.00	   56.12	  -18.40	    0.22
177	  198.00	  143.00	  139.00	   67.73	   11.32	   18.90
178	  198.00	  158.00	  218.00	   73.40	   13.28	  -11.03
179	   94.00	   40.00	   79.00	   30.35	   24.30	   -1.57
180	  132.00	  168.00	  191.00	   62.99	   -6.90	  -14.11
181	  144.00	  116.00	  175.00	   56.83	   13.18	  -11.98
182	   57.00	  113.00	   82.00	   36.21	  -14.05	   -3.74
183	  170.00	  170.00	  232.00	   70.95	    5.52	  -20.69
184	  187.00	  127.00	  184.00	   64.94	   19.19	   -3.47
185	  151.00	  140.00	  201.00	   62.50	    8.91	  -17.38
186	  193.00	  138.00	  199.00	   68.04	   18.51	   -6.61
187	  126.00	  124.00	   68.00	   50.65	   -3.29	   25.06
188	   96.00	   54.00	  112.00	   35.61	   22.12	  -10.74
189	  177.00	  226.00	  242.00	   77.97	  -11.16	  -17.69
190	  182.00	  160.00	  120.00	   66.40	    0.06	   24.12
191	  197.00	  195.00	  134.00	   74.59	   -6.42	   26.38
192	  170.00	  108.00	  153.00	   57.85	   19.38	    1.86
193	  170.00	  142.00	  206.00	   66.07	   12.80	  -14.45
194	   91.00	   84.00	  145.00	   41.51	   12.20	  -20.14
195	  111.00	  123.00	   63.00	   47.21	   -7.07	   22.74
196	   27.00	   85.00	   75.00	   24.29	  -12.10	  -12.32
197	  134.00	   79.00	  141.00	   47.89	   22.87	   -6.63
198	  168.00	  144.00	  104.00	   61.24	    1.14	   24.72
199	  147.00	   84.00	   98.00	   48.72	   18.28	   12.80
200	  158.00	  132.00	   94.00	   57.74	    2.01	   24.31
201	  250.00	  180.00	  250.00	   82.09	   21.28	  -11.04
202	   13.00	   71.00	   74.00	   17.37	  -11.61	  -18.20
203	  230.00	  194.00	  160.00	   79.92	    4.28	   23.40
204	   44.00	  107.00	   45.00	   29.99	  -17.85	    7.69
205	   89.00	   44.00	   27.00	   27.72	   16.19	   18.24
206	  150.00	  158.00	   92.00	   60.41	   -7.51	   27.30
207	  138.00	  207.00	  152.00	   68.33	  -23.75	    6.70
208	  137.00	  105.00	   72.00	   49.56	    6.01	   22.91
209	   19.00	   24.00	   81.00	   14.20	   15.41	  -22.87
210	  107.00	  101.00	   43.00	   43.42	   -1.03	   26.37
211	  111.00	   78.00	   46.00	   39.90	    8.89	   21.91
212	   90.00	   62.00	  128.00	   37.51	   19.58	  -17.10
213	  229.00	  157.00	  160.00	   75.14	   15.60	   18.75
214	  173.00	  205.00	  134.00	   72.92	  -15.65	   22.57
215	  125.00	   58.00	  102.00	   40.79	   25.27	    1.63
216	   72.00	    8.00	   16.00	   17.14	   26.04	   12.51
217	   88.00	   74.00	   23.00	   33.84	    3.82	   25.10
218	  188.00	  118.00	  117.00	   61.59	   16.85	   21.35
219	  197.00	  125.00	  141.00	   64.90	   17.76	   15.65
220	    0.00	    5.00	   64.00	    7.66	   16.26	  -21.94
221	  213.00	  140.00	  203.00	   71.96	   21.03	   -3.42
222	   56.00	   30.00	   96.00	   23.40	   23.51	  -17.58
223	  195.00	  254.00	  178.00	   83.86	  -23.06	   15.31
224	  160.00	  235.00	  211.00	   77.32	  -20.86	   -7.68
225	  199.00	  217.00	  143.00	   78.08	  -12.49	   26.12
226	  183.00	  138.00	  111.00	   63.51	    7.49	   24.59
227	   78.00	  109.00	  148.00	   44.33	   -1.12	  -21.56
228	   93.00	  164.00	  100.00	   54.17	  -25.26	    8.94
229	  119.00	   92.00	  163.00	   49.70	   16.16	  -17.41
230	  131.00	  204.00	  130.00	   66.12	  -27.40	   13.12
231	  175.00	  252.00	  181.00	   80.78	  -26.64	    9.06
232	   35.00	   51.00	  103.00	   22.94	    9.70	  -26.17
233	  142.00	   86.00	  158.00	   51.17	   22.55	   -9.80
234	  187.00	  113.00	  158.00	   61.43	   21.02	    5.03
235	  139.00	  182.00	  108.00	   62.54	  -18.88	   20.55
236	   90.00	  163.00	  123.00	   53.58	  -23.28	   -0.27
237	   60.00	   85.00	  131.00	   35.95	    3.09	  -24.22
238	  237.00	  159.00	  188.00	   76.05	   18.20	    9.72
239	  157.00	   84.00	  152.00	   52.72	   25.29	   -2.96
240	   76.00	    8.00	   68.00	   21.98	   33.96	   -2.93
241	  214.00	  195.00	  137.00	   77.38	   -1.45	   29.40
242	  127.00	   63.00	  135.00	   43.64	   26.90	   -8.30
243	  111.00	   40.00	   56.00	   32.28	   26.23	   12.12
244	  231.00	  228.00	  152.00	   84.18	   -6.86	   31.81
245	  150.00	  166.00	  229.00	   67.63	    3.03	  -25.20
246	  106.00	  137.00	  182.00	   54.98	   -1.97	  -21.61
247	   98.00	   31.00	  102.00	   30.53	   32.35	   -7.62
248	  118.00	  141.00	  195.00	   57.85	    1.00	  -23.17
249	  163.00	   88.00	  124.00	   52.78	   21.88	    8.34
250	  176.00	  100.00	  135.00	   56.78	   21.56	    9.42
251	  142.00	  221.00	  166.00	   72.03	  -25.84	    4.54
252	  198.00	  254.00	  191.00	   84.98	  -20.05	   10.68
253	  221.00	  232.00	  190.00	   84.56	   -7.22	   13.67
254	   63.00	  177.00	   15.00	   44.85	  -40.12	   40.27
255	   77.00	  161.00	   39.00	   46.10	  -31.86	   28.94
256	  156.00	  215.00	   47.00	   68.54	  -28.24	   55.95
257	  171.00	  187.00	   42.00	   66.32	  -13.86	   58.93
258	  105.00	  107.00	   50.00	   44.62	   -3.78	   24.08
259	  119.00	  109.00	   21.00	   44.85	   -0.49	   41.32
260	   86.00	  197.00	   26.00	   53.56	  -42.06	   45.40
261	  116.00	  168.00	  166.00	   59.75	  -13.99	   -8.32
262	  116.00	  190.00	  142.00	   62.01	  -24.11	    2.76
263	  234.00	   80.00	  204.00	   64.76	   46.19	   -3.98
264	  156.00	  217.00	  112.00	   70.76	  -26.81	   28.17
265	   72.00	  197.00	  123.00	   55.36	  -41.69	   -1.46
266	  240.00	  111.00	  212.00	   70.62	   37.05	   -4.32
267	  116.00	  163.00	  248.00	   62.15	   -0.53	  -39.10
268	  122.00	  143.00	  223.00	   59.93	    4.75	  -32.86
269	   37.00	  201.00	  189.00	   52.16	  -44.19	  -35.35
270	  151.00	  133.00	  234.00	   63.32	   14.70	  -29.93
271	  126.00	  118.00	  154.00	   53.73	    6.96	   -9.22
272	  126.00	  133.00	  183.00	   56.64	    3.99	  -17.75
273	  166.00	  116.00	  160.00	   59.24	   15.44	   -0.68
274	  178.00	  138.00	  181.00	   65.24	   12.84	   -3.37
275	  147.00	    0.00	   67.00	   34.33	   54.25	   15.16
276	  162.00	   26.00	   80.00	   41.43	   46.83	   17.97
277	  208.00	  100.00	  199.00	   65.24	   33.38	   -6.99
278	  205.00	   85.00	   94.00	   58.90	   30.98	   30.72
279	  216.00	   57.00	  108.00	   55.90	   45.62	   25.62
280	  122.00	  121.00	  111.00	   49.56	    0.44	    5.38
281	  142.00	  126.00	   85.00	   53.67	    0.41	   22.81
282	  200.00	    8.00	   63.00	   44.41	   62.42	   31.94
283	  233.00	    5.00	   65.00	   48.51	   70.39	   42.15
284	   59.00	   67.00	    1.00	   24.51	   -0.67	   25.49
285	   86.00	   63.00	   20.00	   30.63	    7.55	   24.01
286	  171.00	   19.00	   27.00	   40.85	   49.83	   39.10
287	  192.00	    4.00	    6.00	   42.07	   59.24	   48.00
288	  129.00	   28.00	   67.00	   34.92	   38.00	   12.86
289	  148.00	  109.00	  129.00	   53.63	   11.99	    4.61
290	  180.00	  113.00	  120.00	   58.97	   16.60	   17.43
291	   88.00	  119.00	  227.00	   52.12	    8.81	  -43.01
292	   93.00	   89.00	  241.00	   48.01	   24.42	  -50.69
293	   94.00	  254.00	  177.00	   69.45	  -49.01	   -5.18
294	  104.00	  252.00	  209.00	   72.71	  -39.67	  -15.39
295	    4.00	  183.00	   68.00	   32.44	  -60.83	   -2.27
296	    9.00	  150.00	   72.00	   29.44	  -46.79	   -6.70
297	   96.00	  133.00	   16.00	   43.35	  -14.98	   42.54
298	   14.00	    0.00	  243.00	   25.58	   57.38	  -67.49
299	   42.00	   18.00	  238.00	   31.31	   51.72	  -64.48
300	  138.00	  152.00	   64.00	   56.57	  -10.27	   33.51
301	    0.00	   37.00	  200.00	   19.06	   29.48	  -68.43
302	    9.00	   10.00	  182.00	   18.62	   40.45	  -57.03
303	  240.00	  197.00	  196.00	   81.94	    8.29	   10.06
304	  246.00	  165.00	  187.00	   78.25	   18.49	   12.33
305	   87.00	   77.00	  210.00	   45.59	   23.03	  -44.69
306	   39.00	  138.00	   62.00	   35.18	  -34.22	    2.77
307	  125.00	  211.00	   60.00	   63.08	  -36.83	   40.64
308	  169.00	  250.00	   17.00	   75.35	  -33.28	   79.18
309	  198.00	  241.00	   32.00	   78.88	  -24.28	   77.29
310	  167.00	   81.00	  127.00	   52.40	   25.98	    7.93
311	  216.00	  190.00	   94.00	   76.05	   -1.75	   47.72
312	  176.00	  205.00	  178.00	   74.21	  -10.69	    4.82
313	  203.00	  185.00	  183.00	   74.79	    2.78	    6.10
314	  187.00	   57.00	   87.00	   51.00	   37.87	   25.38
315	  216.00	   46.00	   73.00	   54.01	   48.53	   38.33
316	  184.00	   56.00	   53.00	   49.24	   37.16	   38.43
317	  112.00	  192.00	  190.00	   64.26	  -20.83	  -14.59
318	   27.00	    4.00	   91.00	   15.01	   29.09	  -23.22
319	   28.00	   31.00	  112.00	   19.02	   20.28	  -32.21
320	   70.00	  104.00	  197.00	   45.97	    6.78	  -41.54
321	    0.00	  165.00	   33.00	   28.68	  -60.02	    9.39
322	   10.00	  192.00	   14.00	   38.01	  -66.14	   25.31
323	    3.00	  219.00	   66.00	   37.51	  -75.62	    2.59
324	  248.00	   25.00	   99.00	   56.04	   66.28	   35.92
325	  251.00	   35.00	   66.00	   58.79	   61.11	   49.50
326	  188.00	  164.00	  135.00	   69.09	    1.39	   20.53
327	  208.00	  146.00	  157.00	   70.78	   13.78	   13.61
328	   70.00	   46.00	   46.00	   23.55	   11.39	    4.32
329	  169.00	   13.00	  254.00	   44.71	   68.11	  -32.67
330	  196.00	   10.00	  232.00	   46.53	   70.20	  -19.09
331	  211.00	  167.00	    3.00	   69.49	    7.00	   84.43
332	  119.00	  196.00	   14.00	   58.58	  -31.05	   59.89
333	  104.00	  152.00	   73.00	   51.83	  -19.54	   21.10
334	  247.00	   54.00	  224.00	   60.77	   61.95	   -9.23
335	   58.00	   18.00	    8.00	   16.25	   17.39	   13.44
336	   93.00	   14.00	    5.00	   23.01	   28.85	   24.47
337	  248.00	  241.00	  169.00	   89.13	   -5.66	   32.08
338	  238.00	  203.00	  135.00	   81.68	    1.72	   36.28
339	  254.00	  173.00	  145.00	   80.21	   16.21	   31.91
340	    5.00	  132.00	   21.00	   25.64	  -46.32	   11.12
341	    9.00	   30.00	  142.00	   16.93	   22.62	  -46.88
342	  222.00	  134.00	  237.00	   71.97	   28.62	  -15.53
343	  254.00	  144.00	  225.00	   76.79	   31.88	   -4.19
344	  114.00	  173.00	  100.00	   57.62	  -22.89	   16.10
345	  163.00	    5.00	  212.00	   40.72	   64.77	  -19.63
346	   68.00	  249.00	  203.00	   66.56	  -48.03	  -21.83
347	  188.00	   10.00	  187.00	   44.06	   65.42	   -8.22
348	  105.00	   31.00	  199.00	   38.12	   45.94	  -36.69
349	  110.00	    6.00	  224.00	   35.77	   58.99	  -38.14
350	  148.00	   31.00	  174.00	   42.52	   50.07	  -16.58
351	  167.00	   57.00	  190.00	   50.57	   43.78	  -17.33
352	   84.00	   82.00	  172.00	   44.29	   15.53	  -32.32
353	  197.00	   10.00	  147.00	   44.65	   64.90	    5.47
354	  232.00	    1.00	  148.00	   47.15	   73.58	   15.80
355	   65.00	   27.00	   78.00	   22.89	   23.72	   -9.13
356	   84.00	    2.00	   60.00	   21.27	   38.22	    1.15
357	  120.00	   38.00	    2.00	   32.25	   26.83	   37.96
358	  162.00	  190.00	   77.00	   66.48	  -17.08	   41.34
359	   89.00	  229.00	  120.00	   63.18	  -49.70	   10.66
360	  103.00	  218.00	  255.00	   69.29	  -21.60	  -36.93
361	  138.00	  228.00	  255.00	   73.56	  -18.22	  -29.81
362	  225.00	   11.00	  254.00	   50.55	   75.91	  -17.69
363	  103.00	   54.00	  240.00	   43.72	   40.94	  -50.80
364	   68.00	  253.00	   41.00	   58.18	  -69.57	   42.39
365	   95.00	  229.00	   47.00	   60.53	  -52.93	   42.77
366	    3.00	  150.00	  242.00	   38.16	  -10.83	  -68.75
367	    4.00	  114.00	  235.00	   33.56	    4.02	  -72.14
368	  141.00	   82.00	   37.00	   45.20	   14.73	   35.31
369	  170.00	  104.00	   42.00	   54.28	   14.28	   46.15
370	   68.00	   35.00	  135.00	   29.44	   29.07	  -26.92
371	   82.00	    5.00	  151.00	   27.06	   46.61	  -24.35
372	  197.00	  143.00	   73.00	   65.89	    7.85	   44.88
373	  217.00	  115.00	   60.00	   64.90	   22.13	   51.48
374	  227.00	  138.00	   19.00	   69.03	   18.03	   77.63
375	  229.00	  165.00	   64.00	   74.06	    9.64	   58.57
376	  251.00	  171.00	   93.00	   78.80	   14.13	   51.78
377	   96.00	  174.00	  218.00	   61.17	  -12.85	  -31.26
378	  103.00	   38.00	  123.00	   34.81	   32.79	  -13.54
379	    7.00	  200.00	  211.00	   45.23	  -39.92	  -51.44
380	   86.00	  127.00	   94.00	   45.64	  -11.82	    1.81
381	  180.00	  168.00	  207.00	   70.82	    5.56	   -9.97
382	   41.00	  205.00	  226.00	   55.57	  -37.89	  -46.22
383	   33.00	    5.00	   54.00	   12.62	   23.23	   -9.64
384	   46.00	    8.00	  176.00	   23.65	   44.07	  -43.17
385	  135.00	   75.00	  182.00	   49.24	   28.35	  -21.85
386	   13.00	  101.00	  139.00	   26.17	  -11.93	  -38.89
387	   22.00	   65.00	  133.00	   23.51	    5.52	  -39.10
388	  133.00	   37.00	  225.00	   44.65	   50.55	  -37.08
389	  251.00	  118.00	   44.00	   71.68	   30.08	   68.71
390	  142.00	  158.00	   20.00	   57.85	  -11.45	   59.10
391	  174.00	  139.00	   26.00	   60.38	    3.74	   60.46
392	    7.00	  113.00	   80.00	   22.61	  -29.69	  -16.65
393	   51.00	  197.00	   45.00	   48.48	  -55.04	   24.51
394	   30.00	   90.00	  249.00	   36.51	   18.26	  -72.75
395	  143.00	  219.00	  202.00	   73.62	  -21.48	   -9.07
396	  162.00	  203.00	  231.00	   73.29	   -7.85	  -18.72
397	  167.00	   32.00	  138.00	   44.04	   48.86	    0.07
398	   36.00	  234.00	   32.00	   50.65	  -71.73	   33.08
399	   74.00	  158.00	  245.00	   55.80	   -5.41	  -47.86
400	   12.00	   39.00	  250.00	   26.39	   44.01	  -78.22
401	   79.00	  226.00	   82.00	   58.92	  -55.15	   20.41
402	  246.00	  174.00	   18.00	   77.15	   11.51	   87.86
403	   70.00	  136.00	  175.00	   48.78	  -10.23	  -29.08
404	    8.00	  238.00	  219.00	   53.17	  -50.22	  -45.35
405	   58.00	  114.00	   38.00	   34.35	  -17.20	   16.06
406	    7.00	   76.00	   68.00	   16.24	  -16.38	  -16.55
407	  155.00	  167.00	  163.00	   64.26	   -3.89	    1.53
408	   73.00	  212.00	  178.00	   60.42	  -38.05	  -18.30
409	   68.00	  167.00	   78.00	   47.93	  -35.32	   10.67
410	  144.00	  249.00	   89.00	   72.90	  -44.36	   38.65
411	  171.00	  255.00	   61.00	   76.69	  -38.89	   58.45
412	   43.00	  162.00	  188.00	   47.50	  -26.05	  -39.88
413	  209.00	  197.00	   46.00	   74.75	   -6.97	   67.98
414	  129.00	  252.00	  135.00	   72.35	  -45.39	   17.35
415	  143.00	  250.00	  172.00	   76.24	  -35.25	    6.29
416	  227.00	  154.00	  123.00	   73.56	   13.58	   32.84
417	  216.00	  100.00	   14.00	   62.10	   28.25	   73.01
418	  134.00	  155.00	  130.00	   58.38	   -7.44	    6.39
419	  252.00	   14.00	  224.00	   52.53	   77.64	   -5.49
