CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"rand500_M2.txt"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED	"2022-01-08T19:02:49"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT

NUMBER_OF_SETS	500
BEGIN_DATA
251	251	  171.00	  236.00	  162.00	 0.41623	 0.52079	 0.33003	   77.33	  -24.40	   13.56	  0.2087	  0.2225	  0.2321	  0.2382	  0.2754	  0.3314	  0.3558	  0.3719	  0.3877	  0.4103	  0.4525	  0.5318	  0.6267	  0.6743	  0.6738	  0.6546	  0.6272	  0.5817	  0.5232	  0.4751	  0.4392	  0.4150	  0.3933	  0.3784	  0.3777	  0.3862	  0.4021	  0.4259	  0.4511	  0.4640	  0.4617	  0.4512	  0.4362	  0.4279	  0.4457	    0.49
252	252	    2.00	   22.00	   66.00	 0.01124	 0.00927	 0.02832	    8.36	    8.34	  -22.99	  0.0191	  0.0204	  0.0213	  0.0219	  0.0258	  0.0323	  0.0364	  0.0386	  0.0391	  0.0382	  0.0342	  0.0268	  0.0197	  0.0143	  0.0103	  0.0081	  0.0073	  0.0066	  0.0056	  0.0052	  0.0058	  0.0069	  0.0077	  0.0075	  0.0067	  0.0071	  0.0094	  0.0143	  0.0208	  0.0257	  0.0278	  0.0279	  0.0268	  0.0269	  0.0302	    0.04
253	253	  109.00	  178.00	  180.00	 0.23403	 0.28503	 0.32120	   60.34	  -17.16	  -14.41	  0.2043	  0.2177	  0.2271	  0.2331	  0.2753	  0.3415	  0.3742	  0.3915	  0.4046	  0.4182	  0.4287	  0.4364	  0.4428	  0.4280	  0.3953	  0.3665	  0.3409	  0.2973	  0.2494	  0.2233	  0.2114	  0.2043	  0.1953	  0.1872	  0.1860	  0.1914	  0.2043	  0.2246	  0.2463	  0.2586	  0.2573	  0.2499	  0.2400	  0.2355	  0.2506	    0.29
254	254	  103.00	  163.00	   93.00	 0.16956	 0.22170	 0.12995	   54.21	  -22.49	   13.05	  0.0767	  0.0817	  0.0853	  0.0875	  0.1007	  0.1205	  0.1309	  0.1400	  0.1486	  0.1606	  0.1856	  0.2356	  0.2916	  0.3137	  0.3065	  0.2933	  0.2775	  0.2461	  0.2103	  0.1895	  0.1773	  0.1682	  0.1585	  0.1517	  0.1522	  0.1576	  0.1673	  0.1816	  0.1970	  0.2050	  0.2036	  0.1975	  0.1895	  0.1866	  0.2002	    0.23
255	255	   60.00	  127.00	  128.00	 0.09841	 0.12314	 0.17045	   41.71	  -15.09	  -18.72	  0.1054	  0.1124	  0.1172	  0.1203	  0.1429	  0.1788	  0.1988	  0.2104	  0.2188	  0.2260	  0.2291	  0.2266	  0.2218	  0.2079	  0.1861	  0.1676	  0.1515	  0.1262	  0.0992	  0.0846	  0.0787	  0.0760	  0.0724	  0.0688	  0.0681	  0.0710	  0.0784	  0.0904	  0.1038	  0.1115	  0.1112	  0.1069	  0.1011	  0.0991	  0.1095	    0.13
256	256	  111.00	   79.00	   44.00	 0.11716	 0.10707	 0.03843	   39.08	   10.23	   23.01	  0.0271	  0.0289	  0.0302	  0.0309	  0.0340	  0.0378	  0.0389	  0.0405	  0.0425	  0.0459	  0.0540	  0.0706	  0.0880	  0.0923	  0.0887	  0.0882	  0.0892	  0.0836	  0.0814	  0.0962	  0.1236	  0.1438	  0.1488	  0.1494	  0.1524	  0.1583	  0.1671	  0.1781	  0.1890	  0.1956	  0.1973	  0.1962	  0.1939	  0.1955	  0.2060	    0.22
257	257	  160.00	  100.00	   90.00	 0.23056	 0.20331	 0.08941	   52.21	   16.33	   22.25	  0.0638	  0.0680	  0.0710	  0.0729	  0.0830	  0.0962	  0.0991	  0.1010	  0.1033	  0.1078	  0.1192	  0.1434	  0.1682	  0.1702	  0.1596	  0.1576	  0.1595	  0.1491	  0.1466	  0.1787	  0.2386	  0.2841	  0.2975	  0.3007	  0.3062	  0.3148	  0.3263	  0.3404	  0.3536	  0.3616	  0.3638	  0.3625	  0.3598	  0.3615	  0.3737	    0.40
258	258	  121.00	  186.00	  193.00	 0.27622	 0.32923	 0.37560	   64.10	  -15.65	  -15.74	  0.2388	  0.2546	  0.2656	  0.2726	  0.3235	  0.4041	  0.4421	  0.4607	  0.4744	  0.4886	  0.4972	  0.5009	  0.5027	  0.4829	  0.4446	  0.4129	  0.3863	  0.3398	  0.2887	  0.2621	  0.2508	  0.2441	  0.2347	  0.2259	  0.2242	  0.2301	  0.2445	  0.2672	  0.2918	  0.3055	  0.3046	  0.2961	  0.2849	  0.2798	  0.2953	    0.34
259	259	  165.00	  134.00	  207.00	 0.35174	 0.31989	 0.37897	   63.33	   15.30	  -17.52	  0.2670	  0.2846	  0.2970	  0.3047	  0.3625	  0.4505	  0.4808	  0.4863	  0.4881	  0.4858	  0.4642	  0.4254	  0.3887	  0.3406	  0.2894	  0.2707	  0.2747	  0.2577	  0.2438	  0.2750	  0.3257	  0.3623	  0.3776	  0.3792	  0.3789	  0.3861	  0.4061	  0.4359	  0.4658	  0.4844	  0.4901	  0.4883	  0.4834	  0.4821	  0.4956	    0.53
260	260	   25.00	   25.00	   91.00	 0.02995	 0.02124	 0.05451	   16.12	   18.70	  -25.46	  0.0405	  0.0432	  0.0450	  0.0463	  0.0546	  0.0679	  0.0738	  0.0752	  0.0741	  0.0702	  0.0608	  0.0468	  0.0344	  0.0242	  0.0165	  0.0132	  0.0128	  0.0117	  0.0106	  0.0122	  0.0167	  0.0232	  0.0284	  0.0291	  0.0272	  0.0280	  0.0354	  0.0487	  0.0642	  0.0756	  0.0810	  0.0820	  0.0808	  0.0811	  0.0872	    0.10
261	261	  123.00	   99.00	   55.00	 0.15589	 0.15182	 0.05513	   45.88	    5.65	   25.54	  0.0365	  0.0389	  0.0406	  0.0417	  0.0463	  0.0525	  0.0549	  0.0577	  0.0609	  0.0659	  0.0780	  0.1031	  0.1306	  0.1399	  0.1364	  0.1362	  0.1384	  0.1317	  0.1279	  0.1434	  0.1698	  0.1872	  0.1901	  0.1898	  0.1931	  0.1999	  0.2095	  0.2217	  0.2335	  0.2405	  0.2418	  0.2406	  0.2382	  0.2396	  0.2512	    0.27
262	262	  139.00	   70.00	  115.00	 0.18571	 0.14708	 0.10915	   45.24	   24.82	    3.67	  0.0842	  0.0897	  0.0936	  0.0961	  0.1115	  0.1324	  0.1367	  0.1364	  0.1357	  0.1352	  0.1337	  0.1326	  0.1301	  0.1158	  0.0983	  0.0940	  0.0963	  0.0883	  0.0865	  0.1160	  0.1741	  0.2222	  0.2402	  0.2451	  0.2498	  0.2578	  0.2704	  0.2868	  0.3025	  0.3118	  0.3146	  0.3131	  0.3108	  0.3128	  0.3246	    0.35
263	263	  171.00	  100.00	  133.00	 0.27007	 0.22749	 0.14754	   54.82	   21.92	    9.42	  0.1092	  0.1165	  0.1215	  0.1247	  0.1450	  0.1725	  0.1786	  0.1797	  0.1807	  0.1828	  0.1859	  0.1942	  0.2018	  0.1889	  0.1673	  0.1623	  0.1664	  0.1550	  0.1525	  0.1937	  0.2678	  0.3245	  0.3438	  0.3496	  0.3564	  0.3654	  0.3773	  0.3918	  0.4054	  0.4136	  0.4162	  0.4154	  0.4130	  0.4147	  0.4268	    0.45
264	264	  118.00	   50.00	   84.00	 0.12694	 0.09439	 0.06385	   36.82	   26.70	    5.84	  0.0523	  0.0558	  0.0582	  0.0597	  0.0684	  0.0794	  0.0807	  0.0799	  0.0790	  0.0777	  0.0770	  0.0767	  0.0755	  0.0659	  0.0547	  0.0521	  0.0532	  0.0480	  0.0474	  0.0685	  0.1142	  0.1551	  0.1713	  0.1759	  0.1799	  0.1866	  0.1975	  0.2115	  0.2252	  0.2335	  0.2359	  0.2354	  0.2338	  0.2353	  0.2462	    0.27
265	265	   45.00	  113.00	   70.00	 0.05438	 0.07462	 0.06655	   32.83	  -18.74	   -2.21	  0.0399	  0.0426	  0.0444	  0.0456	  0.0523	  0.0632	  0.0700	  0.0757	  0.0807	  0.0866	  0.0956	  0.1097	  0.1221	  0.1232	  0.1152	  0.1064	  0.0972	  0.0818	  0.0648	  0.0547	  0.0496	  0.0468	  0.0437	  0.0412	  0.0411	  0.0432	  0.0477	  0.0547	  0.0626	  0.0669	  0.0665	  0.0635	  0.0600	  0.0589	  0.0661	    0.08
266	266	  243.00	  167.00	  232.00	 0.61057	 0.53641	 0.49736	   78.26	   23.10	   -6.43	  0.3649	  0.3891	  0.4059	  0.4165	  0.4902	  0.5980	  0.6271	  0.6280	  0.6286	  0.6270	  0.6084	  0.5803	  0.5554	  0.4985	  0.4269	  0.4073	  0.4247	  0.4049	  0.4011	  0.4887	  0.6054	  0.6801	  0.7133	  0.7283	  0.7377	  0.7454	  0.7546	  0.7650	  0.7746	  0.7815	  0.7861	  0.7881	  0.7909	  0.7932	  0.7958	    0.80
267	267	  118.00	  167.00	  191.00	 0.25231	 0.28614	 0.34868	   60.44	   -9.67	  -18.28	  0.2277	  0.2427	  0.2533	  0.2598	  0.3076	  0.3827	  0.4177	  0.4334	  0.4441	  0.4538	  0.4550	  0.4456	  0.4346	  0.4080	  0.3687	  0.3405	  0.3214	  0.2853	  0.2450	  0.2278	  0.2246	  0.2246	  0.2203	  0.2138	  0.2116	  0.2170	  0.2323	  0.2565	  0.2824	  0.2976	  0.2982	  0.2918	  0.2823	  0.2783	  0.2930	    0.33
268	268	  177.00	  254.00	  239.00	 0.52517	 0.62710	 0.62954	   83.29	  -19.64	  -11.56	  0.4222	  0.4501	  0.4697	  0.4819	  0.5631	  0.6882	  0.7426	  0.7671	  0.7883	  0.8132	  0.8284	  0.8281	  0.8296	  0.8244	  0.8059	  0.7754	  0.7356	  0.6804	  0.6115	  0.5510	  0.5070	  0.4796	  0.4563	  0.4408	  0.4392	  0.4462	  0.4609	  0.4845	  0.5099	  0.5227	  0.5195	  0.5083	  0.4931	  0.4844	  0.5002	    0.55
269	269	  237.00	  161.00	  210.00	 0.56813	 0.50248	 0.40955	   76.22	   21.67	    0.65	  0.2961	  0.3158	  0.3295	  0.3380	  0.3963	  0.4820	  0.5062	  0.5094	  0.5124	  0.5150	  0.5092	  0.5063	  0.5055	  0.4629	  0.3982	  0.3806	  0.3981	  0.3797	  0.3760	  0.4612	  0.5749	  0.6469	  0.6777	  0.6910	  0.6998	  0.7079	  0.7177	  0.7286	  0.7387	  0.7458	  0.7501	  0.7521	  0.7547	  0.7565	  0.7603	    0.77
270	270	  169.00	  192.00	  246.00	 0.41851	 0.43192	 0.56387	   71.68	    0.62	  -24.98	  0.3778	  0.4028	  0.4202	  0.4312	  0.5190	  0.6557	  0.7067	  0.7180	  0.7236	  0.7269	  0.7048	  0.6567	  0.6113	  0.5505	  0.4803	  0.4489	  0.4425	  0.4011	  0.3606	  0.3701	  0.3920	  0.3982	  0.3878	  0.3761	  0.3758	  0.3849	  0.4032	  0.4313	  0.4609	  0.4766	  0.4740	  0.4622	  0.4453	  0.4359	  0.4554	    0.50
271	271	  177.00	  165.00	  242.00	 0.42358	 0.40310	 0.52539	   69.69	   10.74	  -24.31	  0.3595	  0.3832	  0.3999	  0.4103	  0.4950	  0.6256	  0.6700	  0.6757	  0.6765	  0.6731	  0.6436	  0.5890	  0.5387	  0.4716	  0.3971	  0.3687	  0.3717	  0.3402	  0.3137	  0.3476	  0.3975	  0.4237	  0.4254	  0.4191	  0.4195	  0.4288	  0.4484	  0.4775	  0.5081	  0.5252	  0.5253	  0.5169	  0.5037	  0.4969	  0.5134	    0.56
272	272	  184.00	  224.00	  148.00	 0.43465	 0.51890	 0.27905	   77.21	  -18.41	   21.38	  0.1755	  0.1872	  0.1953	  0.2004	  0.2304	  0.2747	  0.2936	  0.3075	  0.3221	  0.3433	  0.3866	  0.4704	  0.5687	  0.6173	  0.6205	  0.6100	  0.5957	  0.5649	  0.5245	  0.4948	  0.4724	  0.4560	  0.4396	  0.4284	  0.4290	  0.4374	  0.4524	  0.4736	  0.4954	  0.5069	  0.5064	  0.4990	  0.4876	  0.4819	  0.4974	    0.54
273	273	   27.00	   95.00	   47.00	 0.02929	 0.04326	 0.03477	   24.72	  -19.50	    0.62	  0.0206	  0.0221	  0.0230	  0.0236	  0.0267	  0.0316	  0.0349	  0.0380	  0.0407	  0.0444	  0.0512	  0.0628	  0.0736	  0.0758	  0.0714	  0.0654	  0.0589	  0.0487	  0.0373	  0.0302	  0.0265	  0.0246	  0.0227	  0.0212	  0.0210	  0.0221	  0.0247	  0.0291	  0.0340	  0.0369	  0.0367	  0.0351	  0.0326	  0.0320	  0.0365	    0.05
274	274	   85.00	   90.00	  157.00	 0.14223	 0.13158	 0.21119	   43.00	    9.88	  -25.26	  0.1469	  0.1566	  0.1634	  0.1676	  0.1989	  0.2472	  0.2680	  0.2749	  0.2771	  0.2744	  0.2595	  0.2308	  0.2021	  0.1702	  0.1389	  0.1232	  0.1188	  0.1068	  0.0934	  0.0962	  0.1112	  0.1278	  0.1366	  0.1363	  0.1332	  0.1369	  0.1530	  0.1792	  0.2067	  0.2243	  0.2296	  0.2283	  0.2235	  0.2228	  0.2358	    0.27
275	275	  172.00	  103.00	   99.00	 0.25550	 0.21971	 0.09799	   53.99	   19.44	   22.38	  0.0720	  0.0768	  0.0802	  0.0822	  0.0937	  0.1083	  0.1109	  0.1120	  0.1137	  0.1174	  0.1283	  0.1521	  0.1773	  0.1780	  0.1652	  0.1628	  0.1650	  0.1539	  0.1520	  0.1899	  0.2612	  0.3169	  0.3347	  0.3397	  0.3461	  0.3550	  0.3667	  0.3808	  0.3939	  0.4020	  0.4046	  0.4037	  0.4015	  0.4033	  0.4156	    0.44
276	276	  124.00	   63.00	  134.00	 0.16868	 0.12953	 0.13498	   42.69	   26.65	   -8.19	  0.1051	  0.1120	  0.1169	  0.1199	  0.1405	  0.1696	  0.1766	  0.1753	  0.1729	  0.1684	  0.1578	  0.1428	  0.1283	  0.1064	  0.0850	  0.0790	  0.0817	  0.0751	  0.0727	  0.0977	  0.1473	  0.1905	  0.2098	  0.2150	  0.2176	  0.2244	  0.2388	  0.2591	  0.2792	  0.2914	  0.2955	  0.2949	  0.2925	  0.2939	  0.3059	    0.33
277	277	  133.00	   36.00	  130.00	 0.16114	 0.10401	 0.10193	   38.55	   40.26	   -5.55	  0.0904	  0.0964	  0.1006	  0.1032	  0.1199	  0.1418	  0.1427	  0.1366	  0.1295	  0.1208	  0.1071	  0.0917	  0.0775	  0.0576	  0.0404	  0.0366	  0.0389	  0.0345	  0.0346	  0.0609	  0.1242	  0.1891	  0.2220	  0.2336	  0.2388	  0.2469	  0.2620	  0.2823	  0.3018	  0.3141	  0.3187	  0.3189	  0.3178	  0.3198	  0.3313	    0.35
278	278	  106.00	  250.00	   46.00	 0.18257	 0.32680	 0.06934	   63.90	  -57.28	   50.16	  0.0314	  0.0334	  0.0349	  0.0358	  0.0367	  0.0373	  0.0378	  0.0407	  0.0452	  0.0543	  0.0869	  0.2017	  0.4113	  0.5677	  0.6009	  0.5653	  0.5020	  0.4179	  0.3235	  0.2474	  0.1979	  0.1690	  0.1467	  0.1321	  0.1310	  0.1380	  0.1515	  0.1727	  0.1966	  0.2082	  0.2035	  0.1907	  0.1735	  0.1657	  0.1849	    0.24
279	279	  144.00	    9.00	  119.00	 0.16222	 0.08792	 0.06688	   35.58	   53.69	    2.38	  0.0776	  0.0828	  0.0864	  0.0886	  0.1011	  0.1137	  0.1060	  0.0930	  0.0808	  0.0685	  0.0540	  0.0407	  0.0302	  0.0186	  0.0108	  0.0092	  0.0099	  0.0086	  0.0095	  0.0263	  0.0920	  0.1863	  0.2446	  0.2693	  0.2806	  0.2913	  0.3072	  0.3271	  0.3454	  0.3573	  0.3621	  0.3627	  0.3615	  0.3648	  0.3760	    0.39
280	280	    0.00	  255.00	  168.00	 0.07088	 0.16234	 0.27727	   47.28	  -63.31	  -29.94	  0.1341	  0.1431	  0.1492	  0.1531	  0.1852	  0.2401	  0.2880	  0.3229	  0.3418	  0.3640	  0.4078	  0.4829	  0.5483	  0.5369	  0.4571	  0.3443	  0.2265	  0.1224	  0.0522	  0.0215	  0.0116	  0.0082	  0.0065	  0.0056	  0.0055	  0.0057	  0.0064	  0.0081	  0.0110	  0.0129	  0.0116	  0.0100	  0.0088	  0.0092	  0.0135	    0.02
281	281	   10.00	  239.00	  143.00	 0.05762	 0.14516	 0.20998	   44.96	  -67.29	  -21.62	  0.1007	  0.1074	  0.1120	  0.1150	  0.1371	  0.1743	  0.2070	  0.2336	  0.2493	  0.2695	  0.3160	  0.4033	  0.4848	  0.4860	  0.4167	  0.3145	  0.2070	  0.1114	  0.0474	  0.0201	  0.0113	  0.0081	  0.0064	  0.0056	  0.0054	  0.0055	  0.0060	  0.0077	  0.0102	  0.0117	  0.0107	  0.0094	  0.0084	  0.0090	  0.0124	    0.02
282	282	   22.00	   17.00	  162.00	 0.05493	 0.03092	 0.14177	   20.41	   35.46	  -48.41	  0.1110	  0.1182	  0.1234	  0.1266	  0.1524	  0.1924	  0.2075	  0.2052	  0.1939	  0.1740	  0.1382	  0.0925	  0.0566	  0.0333	  0.0190	  0.0137	  0.0128	  0.0118	  0.0105	  0.0121	  0.0184	  0.0303	  0.0423	  0.0444	  0.0389	  0.0393	  0.0547	  0.0863	  0.1260	  0.1577	  0.1749	  0.1813	  0.1813	  0.1822	  0.1935	    0.22
283	283	  170.00	    6.00	  182.00	 0.22557	 0.11610	 0.12466	   40.59	   64.17	   -8.95	  0.1382	  0.1475	  0.1538	  0.1578	  0.1851	  0.2177	  0.2073	  0.1804	  0.1538	  0.1244	  0.0883	  0.0579	  0.0379	  0.0195	  0.0091	  0.0072	  0.0081	  0.0071	  0.0081	  0.0277	  0.1093	  0.2367	  0.3299	  0.3738	  0.3906	  0.4040	  0.4269	  0.4566	  0.4841	  0.5020	  0.5113	  0.5149	  0.5164	  0.5195	  0.5291	    0.55
284	284	   48.00	   32.00	  153.00	 0.07160	 0.04737	 0.14457	   25.98	   29.24	  -39.54	  0.1130	  0.1204	  0.1257	  0.1289	  0.1535	  0.1906	  0.2038	  0.2026	  0.1946	  0.1797	  0.1513	  0.1137	  0.0812	  0.0542	  0.0340	  0.0265	  0.0256	  0.0228	  0.0199	  0.0240	  0.0362	  0.0533	  0.0667	  0.0689	  0.0642	  0.0657	  0.0815	  0.1104	  0.1436	  0.1673	  0.1779	  0.1800	  0.1768	  0.1767	  0.1881	    0.21
285	285	  192.00	    2.00	  160.00	 0.24308	 0.12290	 0.08705	   41.67	   67.27	    4.94	  0.1159	  0.1235	  0.1289	  0.1322	  0.1517	  0.1696	  0.1515	  0.1242	  0.1002	  0.0774	  0.0534	  0.0341	  0.0215	  0.0113	  0.0060	  0.0050	  0.0051	  0.0048	  0.0056	  0.0192	  0.0989	  0.2496	  0.3684	  0.4290	  0.4562	  0.4739	  0.4955	  0.5204	  0.5426	  0.5572	  0.5651	  0.5687	  0.5709	  0.5742	  0.5820	    0.60
286	286	  175.00	  130.00	    9.00	 0.26059	 0.24344	 0.02007	   56.43	   11.07	   66.93	  0.0129	  0.0137	  0.0143	  0.0148	  0.0140	  0.0125	  0.0113	  0.0110	  0.0121	  0.0146	  0.0200	  0.0468	  0.1150	  0.1762	  0.2031	  0.2148	  0.2162	  0.2075	  0.2068	  0.2339	  0.2898	  0.3332	  0.3442	  0.3467	  0.3526	  0.3619	  0.3740	  0.3887	  0.4025	  0.4112	  0.4150	  0.4146	  0.4131	  0.4154	  0.4282	    0.45
287	287	  184.00	  159.00	    1.00	 0.30138	 0.30122	 0.02121	   61.76	    4.15	   75.04	  0.0143	  0.0152	  0.0159	  0.0164	  0.0148	  0.0121	  0.0106	  0.0103	  0.0115	  0.0142	  0.0180	  0.0397	  0.1214	  0.2190	  0.2686	  0.2900	  0.2987	  0.2942	  0.2925	  0.3123	  0.3479	  0.3730	  0.3781	  0.3792	  0.3850	  0.3943	  0.4068	  0.4216	  0.4356	  0.4441	  0.4474	  0.4469	  0.4450	  0.4464	  0.4596	    0.48
288	288	  141.00	  137.00	  172.00	 0.27050	 0.26928	 0.27400	   58.91	    4.43	   -9.34	  0.1817	  0.1937	  0.2021	  0.2074	  0.2462	  0.3065	  0.3311	  0.3416	  0.3508	  0.3584	  0.3546	  0.3381	  0.3214	  0.2980	  0.2699	  0.2585	  0.2597	  0.2456	  0.2314	  0.2435	  0.2636	  0.2756	  0.2775	  0.2754	  0.2768	  0.2840	  0.2986	  0.3189	  0.3395	  0.3518	  0.3547	  0.3523	  0.3477	  0.3479	  0.3619	    0.39
289	289	  170.00	  144.00	  162.00	 0.32727	 0.31745	 0.24786	   63.13	    7.69	    2.49	  0.1667	  0.1777	  0.1854	  0.1903	  0.2234	  0.2738	  0.2928	  0.3016	  0.3104	  0.3194	  0.3246	  0.3278	  0.3315	  0.3174	  0.2918	  0.2844	  0.2910	  0.2788	  0.2706	  0.2995	  0.3383	  0.3598	  0.3640	  0.3641	  0.3687	  0.3773	  0.3894	  0.4047	  0.4197	  0.4288	  0.4309	  0.4295	  0.4267	  0.4278	  0.4413	    0.46
290	290	  217.00	  201.00	   52.00	 0.46232	 0.49988	 0.07848	   76.06	   -5.47	   67.43	  0.0417	  0.0445	  0.0464	  0.0476	  0.0499	  0.0521	  0.0530	  0.0566	  0.0623	  0.0727	  0.1058	  0.2072	  0.3691	  0.4731	  0.4977	  0.5053	  0.5157	  0.5072	  0.4983	  0.5179	  0.5408	  0.5520	  0.5531	  0.5529	  0.5575	  0.5656	  0.5773	  0.5915	  0.6049	  0.6136	  0.6181	  0.6187	  0.6181	  0.6197	  0.6293	    0.65
291	291	  242.00	  213.00	   67.00	 0.57578	 0.60456	 0.10405	   82.08	   -1.74	   68.82	  0.0602	  0.0642	  0.0670	  0.0687	  0.0725	  0.0765	  0.0779	  0.0825	  0.0894	  0.1017	  0.1398	  0.2537	  0.4351	  0.5538	  0.5800	  0.5879	  0.6015	  0.5931	  0.5882	  0.6242	  0.6672	  0.6926	  0.7025	  0.7072	  0.7125	  0.7190	  0.7280	  0.7379	  0.7471	  0.7537	  0.7597	  0.7631	  0.7662	  0.7689	  0.7732	    0.78
292	292	   16.00	  216.00	  210.00	 0.10382	 0.17990	 0.41993	   49.49	  -44.39	  -46.77	  0.2215	  0.2361	  0.2464	  0.2528	  0.3088	  0.4060	  0.4823	  0.5279	  0.5500	  0.5684	  0.5792	  0.5776	  0.5648	  0.5217	  0.4460	  0.3506	  0.2486	  0.1485	  0.0730	  0.0358	  0.0217	  0.0159	  0.0124	  0.0105	  0.0102	  0.0109	  0.0126	  0.0165	  0.0221	  0.0252	  0.0232	  0.0199	  0.0171	  0.0170	  0.0223	    0.04
293	293	   26.00	  203.00	  237.00	 0.12484	 0.19084	 0.51503	   50.78	  -34.92	  -55.76	  0.2791	  0.2975	  0.3104	  0.3185	  0.3906	  0.5168	  0.6123	  0.6651	  0.6868	  0.7003	  0.6895	  0.6457	  0.5935	  0.5293	  0.4452	  0.3511	  0.2547	  0.1577	  0.0815	  0.0426	  0.0274	  0.0212	  0.0171	  0.0146	  0.0141	  0.0148	  0.0174	  0.0228	  0.0306	  0.0349	  0.0323	  0.0283	  0.0245	  0.0241	  0.0306	    0.05
294	294	  245.00	   13.00	  239.00	 0.39937	 0.20684	 0.22315	   52.61	   77.01	  -11.05	  0.2424	  0.2585	  0.2696	  0.2767	  0.3265	  0.3875	  0.3697	  0.3214	  0.2752	  0.2250	  0.1615	  0.1082	  0.0723	  0.0371	  0.0160	  0.0126	  0.0152	  0.0128	  0.0146	  0.0544	  0.2026	  0.4178	  0.5776	  0.6661	  0.7111	  0.7355	  0.7537	  0.7693	  0.7817	  0.7909	  0.7984	  0.8039	  0.8098	  0.8131	  0.8147	    0.82
295	295	  255.00	    2.00	  211.00	 0.37258	 0.18339	 0.12739	   49.90	   80.10	    6.34	  0.1740	  0.1855	  0.1935	  0.1986	  0.2296	  0.2593	  0.2299	  0.1837	  0.1441	  0.1072	  0.0683	  0.0396	  0.0232	  0.0111	  0.0056	  0.0045	  0.0046	  0.0044	  0.0053	  0.0210	  0.1251	  0.3444	  0.5453	  0.6712	  0.7409	  0.7785	  0.8017	  0.8176	  0.8284	  0.8365	  0.8449	  0.8518	  0.8592	  0.8639	  0.8645	    0.86
296	296	  206.00	  175.00	  241.00	 0.50994	 0.47909	 0.54343	   74.77	   13.10	  -17.51	  0.3784	  0.4033	  0.4208	  0.4318	  0.5159	  0.6436	  0.6855	  0.6919	  0.6955	  0.6962	  0.6719	  0.6235	  0.5785	  0.5158	  0.4449	  0.4207	  0.4284	  0.4001	  0.3805	  0.4304	  0.4973	  0.5328	  0.5393	  0.5376	  0.5412	  0.5501	  0.5652	  0.5863	  0.6077	  0.6195	  0.6199	  0.6145	  0.6059	  0.6019	  0.6138	    0.64
297	297	  215.00	  189.00	  214.00	 0.53110	 0.52197	 0.45513	   77.40	    7.28	   -2.99	  0.3156	  0.3365	  0.3511	  0.3602	  0.4225	  0.5169	  0.5501	  0.5612	  0.5726	  0.5846	  0.5847	  0.5733	  0.5628	  0.5337	  0.4928	  0.4794	  0.4869	  0.4699	  0.4589	  0.4974	  0.5441	  0.5682	  0.5739	  0.5750	  0.5793	  0.5867	  0.5976	  0.6114	  0.6250	  0.6332	  0.6356	  0.6345	  0.6327	  0.6332	  0.6413	    0.66
298	298	   19.00	  255.00	  222.00	 0.14806	 0.26392	 0.48379	   58.40	  -52.97	  -39.10	  0.2578	  0.2749	  0.2868	  0.2943	  0.3615	  0.4764	  0.5540	  0.5978	  0.6211	  0.6446	  0.6650	  0.6799	  0.6905	  0.6657	  0.5996	  0.5037	  0.3916	  0.2706	  0.1612	  0.0916	  0.0574	  0.0413	  0.0311	  0.0250	  0.0243	  0.0264	  0.0315	  0.0412	  0.0540	  0.0606	  0.0565	  0.0490	  0.0411	  0.0382	  0.0493	    0.08
299	299	   34.00	  253.00	  250.00	 0.21049	 0.33286	 0.62582	   64.39	  -45.47	  -43.78	  0.3417	  0.3643	  0.3801	  0.3900	  0.4823	  0.6409	  0.7384	  0.7879	  0.8151	  0.8408	  0.8437	  0.8108	  0.7735	  0.7313	  0.6706	  0.5867	  0.4840	  0.3636	  0.2424	  0.1550	  0.1058	  0.0806	  0.0629	  0.0522	  0.0507	  0.0548	  0.0640	  0.0802	  0.1003	  0.1110	  0.1054	  0.0935	  0.0798	  0.0742	  0.0897	    0.14
