NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
114	 76.00	138.00	129.00
115	  5.00	  5.00	  5.00
116	182.00	 36.00	255.00
117	219.00	182.00	146.00
118	 18.00	164.00	128.00
119	226.00	166.00	173.00
120	169.00	192.00	246.00
121	 55.00	237.00	200.00
122	109.00	182.00	219.00
123	237.00	 55.00	128.00
124	130.00	 99.00	 83.00
125	 81.00	 69.00	 69.00
126	 18.00	200.00	164.00
127	 77.00	179.00	 26.00
128	109.00	219.00	182.00
129	230.00	230.00	128.00
130	 73.00	146.00	219.00
131	 55.00	 91.00	200.00
132	128.00	 55.00	 91.00
133	128.00	128.00	237.00
134	182.00	219.00	109.00
135	164.00	237.00	 18.00
136	128.00	230.00	230.00
137	219.00	 36.00	219.00
138	230.00	179.00	 26.00
139	  0.00	153.00	153.00
140	 18.00	 91.00	200.00
141	146.00	 36.00	146.00
142	219.00	219.00	109.00
143	 51.00	 51.00	 51.00
144	 84.00	 48.00	185.00
145	  0.00	 73.00	 73.00
146	182.00	255.00	109.00
147	 26.00	133.00	 42.00
148	111.00	201.00	199.00
149	171.00	 80.00	 39.00
150	213.00	238.00	244.00
151	  0.00	 36.00	255.00
152	255.00	146.00	182.00
153	155.00	155.00	155.00
154	237.00	 91.00	237.00
155	146.00	 36.00	 73.00
156	 51.00	255.00	153.00
157	 38.00	 77.00	 38.00
158	  0.00	255.00	168.00
159	102.00	153.00	  0.00
160	  0.00	109.00	255.00
161	 37.00	 16.00	 56.00
162	119.00	113.00	231.00
163	  0.00	255.00	153.00
164	219.00	114.00	200.00
165	182.00	 36.00	109.00
166	239.00	245.00	214.00
167	 93.00	 85.00	  1.00
168	 48.00	 32.00	153.00
169	242.00	 60.00	225.00
170	204.00	102.00	 51.00
171	109.00	  0.00	219.00
172	146.00	 73.00	  0.00
173	164.00	 91.00	164.00
174	252.00	150.00	237.00
175	 36.00	109.00	255.00
176	  0.00	109.00	 36.00
177	 18.00	123.00	177.00
178	164.00	 18.00	128.00
179	146.00	182.00	255.00
180	255.00	 51.00	153.00
181	 55.00	 55.00	 18.00
182	 26.00	 77.00	128.00
183	109.00	146.00	219.00
184	184.00	223.00	 42.00
185	 26.00	128.00	 77.00
186	105.00	105.00	117.00
187	182.00	146.00	182.00
188	146.00	182.00	109.00
189	219.00	146.00	  0.00
190	 64.00	 64.00	103.00
191	 86.00	141.00	142.00
192	146.00	219.00	255.00
193	154.00	181.00	162.00
194	 55.00	237.00	128.00
195	  4.00	  1.00	131.00
196	 96.00	 96.00	108.00
197	 50.00	 65.00	 17.00
198	102.00	 51.00	  0.00
199	 91.00	 91.00	 18.00
200	209.00	169.00	187.00
201	109.00	 36.00	109.00
202	 58.00	137.00	 69.00
203	 26.00	230.00	230.00
204	145.00	145.00	145.00
205	 91.00	 91.00	128.00
206	100.00	100.00	100.00
207	241.00	237.00	189.00
208	230.00	 26.00	 77.00
209	255.00	 73.00	146.00
210	 91.00	 18.00	164.00
211	217.00	214.00	159.00
212	 73.00	 36.00	  0.00
213	217.00	205.00	205.00
214	 77.00	128.00	230.00
215	 55.00	 55.00	 55.00
216	 18.00	 55.00	164.00
217	 55.00	164.00	 55.00
218	  3.00	117.00	227.00
219	 23.00	 54.00	 50.00
220	188.00	 31.00	 89.00
221	118.00	118.00	118.00
222	 96.00	 16.00	255.00
223	200.00	200.00	164.00
224	 73.00	 36.00	255.00
225	 65.00	129.00	121.00
226	130.00	 75.00	231.00
227	 55.00	 18.00	128.00
228	255.00	 36.00	 36.00
229	255.00	255.00	  0.00
230	109.00	 73.00	182.00
231	140.00	140.00	179.00
232	 51.00	102.00	153.00
233	238.00	220.00	249.00
234	 36.00	 73.00	255.00
235	215.00	 78.00	218.00
236	247.00	126.00	109.00
237	  0.00	 36.00	109.00
238	  0.00	  0.00	  0.00
239	219.00	109.00	255.00
240	255.00	109.00	255.00
241	145.00	156.00	 92.00
242	105.00	117.00	105.00
243	145.00	133.00	133.00
244	  0.00	146.00	255.00
245	 51.00	204.00	102.00
246	237.00	200.00	 91.00
247	109.00	  0.00	 36.00
248	 89.00	150.00	  1.00
249	182.00	109.00	109.00
250	102.00	204.00	  0.00
251	 18.00	237.00	 91.00
252	109.00	146.00	 73.00
253	109.00	255.00	109.00
254	 77.00	128.00	 77.00
255	 18.00	164.00	 18.00
256	160.00	160.00	172.00
257	140.00	140.00	140.00
258	220.00	154.00	155.00
259	 36.00	 90.00	 92.00
260	 91.00	200.00	 18.00
261	 73.00	 36.00	109.00
262	  0.00	255.00	146.00
263	164.00	 91.00	200.00
264	186.00	182.00	131.00
265	237.00	164.00	 55.00
266	 99.00	 87.00	 87.00
267	108.00	117.00	 83.00
268	128.00	128.00	179.00
269	255.00	  0.00	 51.00
270	128.00	 91.00	164.00
271	146.00	146.00	109.00
272	255.00	102.00	  0.00
273	237.00	 91.00	200.00
274	  9.00	 68.00	217.00
275	 18.00	 18.00	 55.00
276	 18.00	128.00	 18.00
277	179.00	 26.00	 26.00
278	230.00	230.00	179.00
279	  0.00	 36.00	  0.00
280	188.00	 22.00	206.00
281	153.00	102.00	255.00
282	164.00	 55.00	128.00
283	102.00	255.00	255.00
284	  0.00	146.00	  0.00
285	109.00	 73.00	 36.00
286	 20.00	223.00	  9.00
287	 36.00	 36.00	109.00
288	 27.00	147.00	255.00
289	237.00	237.00	128.00
290	 73.00	182.00	109.00
291	241.00	 10.00	123.00
292	251.00	204.00	229.00
293	117.00	105.00	105.00
294	204.00	 51.00	 51.00
295	  0.00	109.00	 73.00
296	120.00	120.00	120.00
297	  0.00	219.00	146.00
298	237.00	 91.00	 91.00
299	 51.00	 51.00	255.00
300	204.00	204.00	153.00
301	128.00	128.00	 26.00
302	 18.00	 91.00	128.00
303	  0.00	146.00	 73.00
304	168.00	 34.00	  3.00
305	164.00	128.00	237.00
306	120.00	129.00	185.00
307	109.00	 73.00	 73.00
308	109.00	 36.00	  0.00
309	128.00	200.00	 18.00
310	102.00	 51.00	102.00
311	177.00	148.00	131.00
312	 94.00	214.00	156.00
313	100.00	250.00	201.00
314	185.00	119.00	241.00
315	 58.00	  1.00	134.00
316	 55.00	164.00	164.00
317	125.00	 49.00	 81.00
318	255.00	 36.00	146.00
319	  0.00	204.00	  0.00
320	230.00	179.00	230.00
321	200.00	200.00	128.00
322	179.00	 26.00	128.00
323	255.00	182.00	182.00
324	 87.00	 87.00	 99.00
325	102.00	153.00	102.00
326	146.00	 36.00	182.00
327	200.00	199.00	122.00
328	219.00	 36.00	 36.00
329	 18.00	 18.00	128.00
330	 36.00	182.00	 36.00
331	160.00	 97.00	231.00
332	219.00	255.00	 73.00
333	 63.00	  1.00	 31.00
334	255.00	219.00	  0.00
335	182.00	219.00	146.00
336	 20.00	177.00	 18.00
337	 26.00	179.00	128.00
338	 52.00	 13.00	 13.00
339	164.00	237.00	237.00
340	 36.00	219.00	  0.00
341	 91.00	 18.00	 55.00
342	  0.00	  0.00	  0.00
343	102.00	255.00	153.00
344	200.00	237.00	200.00
345	102.00	102.00	255.00
346	164.00	 18.00	237.00
347	219.00	255.00	219.00
348	237.00	 18.00	164.00
349	 49.00	  0.00	 59.00
350	109.00	 36.00	255.00
351	 36.00	146.00	182.00
352	 73.00	182.00	219.00
353	219.00	  0.00	  0.00
354	204.00	204.00	  0.00
355	161.00	208.00	168.00
356	249.00	201.00	185.00
357	 26.00	 77.00	179.00
358	237.00	237.00	 55.00
359	166.00	205.00	166.00
360	204.00	 51.00	255.00
361	216.00	177.00	228.00
362	 55.00	200.00	164.00
363	230.00	 26.00	179.00
364	 91.00	 18.00	200.00
365	153.00	254.00	 77.00
366	178.00	190.00	178.00
367	 77.00	 77.00	179.00
368	 89.00	 89.00	128.00
369	108.00	131.00	103.00
370	 66.00	119.00	103.00
371	  0.00	146.00	219.00
372	146.00	219.00	  0.00
373	255.00	  0.00	109.00
374	 55.00	200.00	 18.00
375	  0.00	  0.00	  0.00
376	114.00	182.00	163.00
377	 55.00	 55.00	237.00
378	200.00	237.00	128.00
379	248.00	252.00	 13.00
380	  0.00	182.00	146.00
381	115.00	115.00	154.00
382	102.00	255.00	  0.00
383	200.00	128.00	200.00
384	128.00	 26.00	128.00
385	 73.00	182.00	182.00
386	255.00	 73.00	 73.00
387	 18.00	164.00	 55.00
388	172.00	205.00	183.00
389	146.00	  0.00	 73.00
390	 47.00	 60.00	 55.00
391	255.00	  0.00	153.00
392	182.00	  0.00	146.00
393	170.00	  6.00	182.00
394	219.00	182.00	  0.00
395	237.00	164.00	237.00
396	151.00	151.00	163.00
397	109.00	  0.00	 73.00
398	109.00	 73.00	255.00
399	 20.00	 20.00	 20.00
400	 70.00	 34.00	 63.00
401	153.00	204.00	 51.00
402	153.00	153.00	 51.00
403	 70.00	101.00	117.00
404	217.00	255.00	217.00
405	 76.00	108.00	 78.00
406	255.00	255.00	255.00
407	255.00	  0.00	  0.00
408	242.00	127.00	147.00
409	146.00	  0.00	109.00
410	237.00	164.00	 91.00
411	153.00	  0.00	204.00
412	 14.00	 76.00	176.00
413	 80.00	 63.00	 82.00
414	 23.00	 35.00	 23.00
415	156.00	171.00	 79.00
416	  0.00	 51.00	 51.00
417	164.00	200.00	237.00
418	159.00	 33.00	255.00
419	111.00	241.00	111.00
420	109.00	146.00	  0.00
421	 91.00	164.00	 55.00
422	182.00	146.00	255.00
423	128.00	 26.00	 77.00
424	179.00	179.00	230.00
425	 36.00	 36.00	182.00
426	219.00	219.00	182.00
427	  0.00	  0.00	  0.00
428	146.00	219.00	 36.00
429	 97.00	 54.00	 74.00
430	106.00	 61.00	 42.00
431	 26.00	 26.00	 26.00
432	 22.00	255.00	 61.00
433	219.00	 73.00	 73.00
434	146.00	 36.00	219.00
435	 13.00	 13.00	 52.00
436	164.00	128.00	128.00
437	128.00	 77.00	128.00
438	 77.00	179.00	179.00
439	 30.00	116.00	 11.00
440	204.00	204.00	255.00
441	255.00	102.00	153.00
442	109.00	219.00	 73.00
443	237.00	234.00	236.00
444	124.00	136.00	124.00
445	255.00	  0.00	 36.00
446	134.00	117.00	114.00
447	230.00	 77.00	128.00
448	182.00	182.00	  0.00
449	215.00	215.00	227.00
450	164.00	164.00	237.00
451	139.00	 70.00	115.00
452	196.00	196.00	208.00
453	164.00	200.00	128.00
454	146.00	109.00	219.00
455	175.00	204.00	143.00
456	220.00	 43.00	159.00
457	128.00	 89.00	 89.00
458	117.00	184.00	116.00
459	 91.00	 55.00	 18.00
460	255.00	255.00	102.00
461	 36.00	  0.00	 73.00
462	128.00	164.00	128.00
463	255.00	255.00	 36.00
464	255.00	102.00	 51.00
465	230.00	128.00	179.00
466	146.00	146.00	146.00
467	255.00	 36.00	255.00
468	164.00	 55.00	164.00
469	  6.00	170.00	 97.00
470	202.00	249.00	223.00
471	204.00	255.00	204.00
472	128.00	 55.00	237.00
473	237.00	200.00	 55.00
474	179.00	230.00	179.00
475	102.00	102.00	102.00
476	255.00	146.00	 73.00
477	  3.00	220.00	173.00
478	164.00	128.00	 18.00
479	182.00	146.00	 73.00
480	182.00	182.00	219.00
481	164.00	237.00	128.00
482	 91.00	237.00	200.00
483	157.00	251.00	 24.00
484	204.00	102.00	153.00
485	 26.00	 77.00	 26.00
486	200.00	164.00	 91.00
487	128.00	164.00	200.00
488	 77.00	230.00	 77.00
489	204.00	  0.00	204.00
490	102.00	204.00	255.00
491	  0.00	153.00	204.00
492	154.00	115.00	115.00
493	222.00	252.00	 41.00
494	146.00	  0.00	219.00
495	255.00	102.00	204.00
496	 87.00	 99.00	 87.00
497	164.00	237.00	 91.00
498	219.00	182.00	 36.00
499	182.00	219.00	 36.00
500	174.00	231.00	211.00
501	 86.00	101.00	104.00
502	 36.00	255.00	219.00
503	 15.00	 15.00	 15.00
504	 73.00	 36.00	146.00
505	 18.00	 91.00	237.00
506	 26.00	203.00	237.00
507	 10.00	  5.00	225.00
508	199.00	187.00	187.00
509	109.00	109.00	  0.00
510	161.00	149.00	130.00
511	128.00	230.00	 77.00
512	 36.00	146.00	109.00
513	237.00	 55.00	164.00
514	128.00	164.00	 18.00
515	  0.00	  0.00	102.00
516	146.00	109.00	255.00
517	109.00	109.00	182.00
518	110.00	149.00	194.00
519	 18.00	200.00	237.00
520	 60.00	 72.00	 60.00
521	237.00	 18.00	 55.00
522	 73.00	  0.00	  0.00
523	 36.00	 36.00	146.00
524	 73.00	  0.00	182.00
525	128.00	179.00	179.00
526	133.00	 36.00	130.00
527	253.00	 14.00	 19.00
528	255.00	  0.00	 73.00
529	240.00	240.00	240.00
530	 75.00	  1.00	 51.00
531	111.00	 79.00	 44.00
532	250.00	250.00	250.00
533	188.00	 60.00	 59.00
534	 77.00	230.00	179.00
535	230.00	128.00	128.00
536	255.00	 73.00	182.00
537	 91.00	 18.00	237.00
538	 98.00	 88.00	 51.00
539	 40.00	 40.00	 40.00
540	200.00	 55.00	 55.00
541	219.00	182.00	109.00
542	 46.00	 46.00	 46.00
543	 11.00	241.00	 99.00
544	182.00	219.00	  0.00
545	158.00	156.00	 37.00
546	 91.00	 91.00	200.00
547	182.00	109.00	  0.00
548	153.00	153.00	102.00
549	130.00	130.00	130.00
550	 94.00	107.00	163.00
551	  0.00	  0.00	 26.00
552	200.00	237.00	164.00
553	255.00	146.00	255.00
554	156.00	114.00	124.00
555	 73.00	109.00	255.00
556	153.00	102.00	  0.00
557	204.00	255.00	 51.00
558	 36.00	146.00	  0.00
559	219.00	236.00	190.00
560	210.00	210.00	210.00
561	164.00	128.00	 91.00
562	 85.00	 85.00	 85.00
563	204.00	  0.00	255.00
564	146.00	109.00	  0.00
565	128.00	128.00	230.00
566	118.00	 50.00	 84.00
567	 40.00	 77.00	 88.00
568	108.00	 96.00	 96.00
569	200.00	200.00	237.00
570	200.00	 18.00	 91.00
571	 91.00	 91.00	 91.00
572	  0.00	 26.00	  0.00
573	255.00	233.00	193.00
574	  0.00	182.00	219.00
575	200.00	200.00	 18.00
576	237.00	164.00	200.00
577	242.00	 67.00	112.00
578	115.00	  4.00	231.00
579	171.00	236.00	162.00
580	 36.00	219.00	146.00
581	  0.00	182.00	  0.00
582	 73.00	 73.00	182.00
583	 34.00	253.00	250.00
584	 73.00	 73.00	146.00
585	 18.00	 91.00	 55.00
586	109.00	255.00	255.00
587	180.00	180.00	180.00
588	 51.00	  0.00	102.00
589	128.00	237.00	 18.00
590	255.00	219.00	 73.00
591	200.00	215.00	169.00
592	164.00	200.00	 55.00
593	187.00	187.00	199.00
594	219.00	 68.00	251.00
595	146.00	255.00	146.00
596	154.00	142.00	142.00
597	 86.00	 93.00	 49.00
598	 18.00	237.00	200.00
599	202.00	146.00	140.00
600	156.00	158.00	154.00
601	124.00	 80.00	116.00
602	204.00	 51.00	153.00
603	237.00	200.00	128.00
604	204.00	255.00	153.00
605	146.00	146.00	182.00
606	157.00	150.00	167.00
607	  0.00	255.00	204.00
608	 94.00	 87.00	144.00
609	 26.00	230.00	128.00
610	128.00	179.00	128.00
611	 18.00	 55.00	237.00
612	  5.00	  5.00	 17.00
613	164.00	 18.00	 91.00
614	  0.00	 73.00	  0.00
615	 51.00	 71.00	 65.00
616	164.00	 18.00	200.00
617	231.00	205.00	168.00
618	109.00	255.00	 36.00
619	 36.00	109.00	 36.00
620	 73.00	182.00	  0.00
621	164.00	164.00	 91.00
622	153.00	204.00	  0.00
623	164.00	164.00	128.00
624	 73.00	182.00	146.00
625	  0.00	102.00	 51.00
626	179.00	 26.00	230.00
627	 67.00	238.00	147.00
628	 55.00	 55.00	128.00
629	128.00	 18.00	 18.00
630	  3.00	 43.00	242.00
631	 73.00	146.00	109.00
632	153.00	102.00	102.00
633	120.00	122.00	168.00
634	  0.00	255.00	 73.00
635	  0.00	255.00	182.00
636	230.00	 77.00	179.00
637	 36.00	255.00	109.00
638	128.00	200.00	200.00
639	  8.00	  0.00	  0.00
640	244.00	234.00	255.00
641	237.00	 18.00	 91.00
642	 18.00	200.00	128.00
643	 77.00	 26.00	128.00
644	 36.00	 36.00	255.00
645	 77.00	 26.00	230.00
646	219.00	  0.00	219.00
647	204.00	 51.00	102.00
648	153.00	153.00	153.00
649	255.00	102.00	102.00
650	 25.00	 27.00	 68.00
651	 20.00	102.00	 55.00
652	 26.00	179.00	 77.00
653	 53.00	 42.00	 41.00
654	182.00	109.00	219.00
655	 91.00	 55.00	164.00
656	170.00	144.00	162.00
657	153.00	204.00	153.00
658	  0.00	100.00	 86.00
659	 55.00	164.00	128.00
660	109.00	109.00	255.00
661	204.00	  0.00	102.00
662	255.00	182.00	255.00
663	 77.00	179.00	230.00
664	195.00	195.00	 78.00
665	 51.00	  0.00	 51.00
666	237.00	 91.00	 18.00
667	 55.00	 18.00	 91.00
668	184.00	 56.00	170.00
669	191.00	191.00	191.00
670	215.00	227.00	215.00
671	200.00	 55.00	128.00
672	113.00	 98.00	 98.00
673	219.00	219.00	 73.00
674	200.00	237.00	 91.00
675	 18.00	164.00	 91.00
676	182.00	182.00	 73.00
677	  0.00	 36.00	219.00
678	179.00	179.00	 26.00
679	109.00	182.00	255.00
680	 51.00	255.00	 51.00
681	255.00	153.00	255.00
682	 77.00	 77.00	128.00
683	141.00	 29.00	227.00
684	 73.00	  0.00	 36.00
685	132.00	199.00	180.00
686	 35.00	 35.00	 35.00
687	237.00	128.00	128.00
688	187.00	207.00	252.00
689	102.00	153.00	255.00
690	 36.00	182.00	255.00
691	  0.00	  0.00	  0.00
692	 42.00	 42.00	 54.00
693	  0.00	109.00	146.00
694	 32.00	  6.00	 11.00
695	  0.00	204.00	204.00
696	255.00	255.00	  0.00
697	 36.00	182.00	 73.00
698	216.00	222.00	176.00
699	 73.00	146.00	255.00
700	 82.00	 82.00	 82.00
701	151.00	163.00	151.00
702	126.00	205.00	 16.00
703	200.00	 91.00	200.00
704	 85.00	 96.00	131.00
705	255.00	255.00	255.00
706	 91.00	 18.00	 91.00
707	 32.00	 44.00	 32.00
708	182.00	219.00	 73.00
709	109.00	255.00	219.00
710	146.00	219.00	146.00
711	182.00	146.00	109.00
712	219.00	255.00	109.00
713	146.00	255.00	182.00
714	 55.00	164.00	200.00
715	200.00	 91.00	164.00
716	237.00	128.00	 18.00
717	183.00	115.00	148.00
718	181.00	239.00	190.00
719	160.00	172.00	160.00
720	236.00	224.00	224.00
721	219.00	146.00	255.00
722	182.00	255.00	182.00
723	  0.00	255.00	  0.00
724	114.00	114.00	126.00
725	 73.00	109.00	182.00
726	 73.00	219.00	 36.00
727	 51.00	102.00	  0.00
728	182.00	109.00	 36.00
729	164.00	 91.00	 18.00
730	109.00	219.00	 36.00
731	 55.00	237.00	 91.00
732	  0.00	255.00	102.00
733	 36.00	255.00	182.00
734	109.00	255.00	182.00
735	  4.00	 55.00	 76.00
736	181.00	157.00	126.00
737	166.00	166.00	205.00
738	 51.00	 63.00	 51.00
739	187.00	199.00	187.00
740	 25.00	 25.00	 91.00
741	 18.00	200.00	 18.00
742	128.00	140.00	 95.00
743	219.00	 73.00	 36.00
744	109.00	182.00	182.00
745	128.00	 91.00	 91.00
746	 73.00	255.00	182.00
747	215.00	215.00	215.00
748	 91.00	 55.00	 55.00
749	179.00	 77.00	230.00
750	204.00	 51.00	204.00
751	 36.00	 36.00	 73.00
752	255.00	 36.00	109.00
753	 78.00	 90.00	 78.00
754	  0.00	102.00	102.00
755	 78.00	 78.00	 90.00
756	102.00	204.00	153.00
757	  0.00	  0.00	255.00
758	200.00	 91.00	 91.00
759	153.00	  0.00	153.00
760	128.00	 55.00	164.00
761	227.00	215.00	215.00
762	255.00	 50.00	192.00
763	200.00	220.00	196.00
764	204.00	204.00	204.00
765	153.00	153.00	204.00
766	 36.00	182.00	109.00
767	220.00	220.00	220.00
768	 55.00	 18.00	 55.00
769	 35.00	 41.00	 23.00
770	136.00	124.00	124.00
771	142.00	142.00	154.00
772	  0.00	109.00	219.00
773	 91.00	200.00	237.00
774	  0.00	219.00	  0.00
775	 36.00	255.00	146.00
776	219.00	219.00	 36.00
777	 91.00	128.00	 55.00
778	 73.00	  0.00	219.00
779	 60.00	 60.00	 72.00
780	172.00	160.00	160.00
781	128.00	200.00	 91.00
782	237.00	161.00	210.00
783	102.00	102.00	204.00
784	164.00	164.00	200.00
785	128.00	 77.00	 77.00
786	 77.00	230.00	128.00
787	 55.00	200.00	200.00
788	200.00	164.00	 18.00
789	100.00	100.00	100.00
790	 51.00	204.00	  0.00
791	  0.00	 51.00	102.00
792	 55.00	 55.00	200.00
793	203.00	132.00	171.00
794	144.00	  9.00	119.00
795	164.00	 55.00	 55.00
796	200.00	200.00	 91.00
797	 73.00	255.00	219.00
798	230.00	 77.00	230.00
799	 18.00	 18.00	 18.00
800	 91.00	237.00	164.00
801	128.00	128.00	200.00
802	153.00	  0.00	 51.00
803	219.00	 36.00	 73.00
804	 80.00	 86.00	121.00
805	128.00	179.00	 77.00
806	171.00	169.00	127.00
807	163.00	151.00	151.00
808	128.00	 91.00	 18.00
809	 36.00	  0.00	109.00
810	 26.00	128.00	 26.00
811	 89.00	128.00	 89.00
812	128.00	 91.00	128.00
813	255.00	 36.00	  0.00
814	128.00	 18.00	237.00
815	128.00	 91.00	237.00
816	106.00	250.00	 46.00
817	146.00	182.00	219.00
818	128.00	 77.00	 26.00
819	 51.00	102.00	255.00
820	 84.00	135.00	 79.00
821	  0.00	  0.00	255.00
822	 55.00	128.00	200.00
823	 80.00	 80.00	 80.00
824	255.00	219.00	 36.00
825	255.00	204.00	  0.00
826	219.00	146.00	146.00
827	251.00	124.00	 77.00
828	 26.00	 26.00	 77.00
829	237.00	 18.00	237.00
830	102.00	 51.00	 51.00
831	151.00	120.00	 99.00
832	109.00	182.00	  0.00
833	153.00	102.00	204.00
834	190.00	178.00	178.00
835	102.00	204.00	204.00
836	 36.00	146.00	255.00
837	204.00	102.00	102.00
838	  0.00	255.00	109.00
839	100.00	110.00	111.00
840	 77.00	179.00	128.00
841	 36.00	255.00	 36.00
842	255.00	109.00	  0.00
843	 27.00	 27.00	 27.00
844	 36.00	109.00	219.00
845	255.00	109.00	109.00
846	 74.00	202.00	184.00
847	255.00	219.00	109.00
848	146.00	 73.00	 73.00
849	 18.00	164.00	200.00
850	 18.00	 18.00	237.00
851	118.00	167.00	191.00
852	 91.00	 18.00	 18.00
853	 55.00	 62.00	178.00
854	109.00	182.00	109.00
855	133.00	133.00	145.00
856	 90.00	 90.00	 90.00
857	255.00	255.00	204.00
858	197.00	215.00	215.00
859	109.00	219.00	219.00
860	  0.00	219.00	182.00
861	140.00	 44.00	 53.00
862	237.00	 55.00	237.00
863	205.00	111.00	 18.00
864	230.00	179.00	179.00
865	 93.00	  1.00	  3.00
866	148.00	118.00	185.00
867	 51.00	204.00	204.00
868	237.00	237.00	 91.00
869	 55.00	 55.00	 55.00
870	224.00	224.00	236.00
871	128.00	128.00	 55.00
872	107.00	 66.00	133.00
873	 55.00	237.00	164.00
874	 23.00	 23.00	 35.00
875	 73.00	219.00	182.00
876	182.00	 36.00	146.00
877	255.00	109.00	 36.00
878	 91.00	200.00	 55.00
879	 91.00	237.00	 91.00
880	  0.00	 36.00	182.00
881	137.00	140.00	197.00
882	 73.00	146.00	 36.00
883	 91.00	 55.00	200.00
884	102.00	102.00	 51.00
885	190.00	128.00	 57.00
886	 73.00	219.00	  0.00
887	 62.00	 68.00	 51.00
888	 19.00	255.00	222.00
889	165.00	134.00	207.00
890	179.00	128.00	179.00
891	146.00	 36.00	  0.00
892	 55.00	 91.00	164.00
893	182.00	  0.00	182.00
894	 28.00	196.00	184.00
895	182.00	182.00	109.00
896	 55.00	128.00	 55.00
897	 51.00	  0.00	255.00
898	179.00	 77.00	128.00
899	  0.00	 36.00	146.00
900	 73.00	146.00	 73.00
901	235.00	235.00	235.00
902	179.00	128.00	 26.00
903	162.00	208.00	122.00
904	 33.00	 66.00	 51.00
905	 91.00	200.00	 91.00
906	 85.00	 61.00	255.00
907	128.00	237.00	164.00
908	 25.00	 25.00	 25.00
909	 73.00	255.00	  0.00
910	 54.00	 42.00	 42.00
911	  0.00	255.00	255.00
912	 26.00	179.00	 26.00
