CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
37	   51.00	    0.00	    0.00	    9.75	   20.85	   11.15
38	   51.00	    0.00	   51.00	   14.39	   29.30	   -4.09
39	   51.00	    0.00	  102.00	   18.82	   36.83	  -18.83
40	   51.00	    0.00	  153.00	   21.87	   43.92	  -32.82
41	   51.00	    0.00	  204.00	   25.03	   51.81	  -47.93
42	   51.00	    0.00	  255.00	   31.33	   62.37	  -57.03
43	   51.00	   51.00	    0.00	   20.10	    1.82	   21.15
44	   51.00	   51.00	   51.00	   21.10	    4.48	   -1.91
45	   51.00	   51.00	  102.00	   26.35	   13.43	  -19.84
46	   51.00	   51.00	  153.00	   29.78	   20.81	  -38.88
47	   51.00	   51.00	  204.00	   33.53	   30.97	  -55.69
48	   51.00	   51.00	  255.00	   35.51	   41.18	  -68.62
49	   51.00	  102.00	    0.00	   28.92	  -16.01	   30.61
50	   51.00	  102.00	   51.00	   30.95	  -13.38	    6.57
51	   51.00	  102.00	  102.00	   34.60	   -9.24	  -14.89
52	   51.00	  102.00	  153.00	   37.77	   -2.86	  -32.81
53	   51.00	  102.00	  204.00	   42.44	    5.57	  -50.87
54	   51.00	  102.00	  255.00	   41.61	   16.08	  -66.22
55	   51.00	  153.00	    0.00	   37.40	  -34.78	   37.66
56	   51.00	  153.00	   51.00	   40.00	  -37.03	   13.90
57	   51.00	  153.00	  102.00	   43.31	  -33.11	   -6.81
58	   51.00	  153.00	  153.00	   45.57	  -26.03	  -25.79
59	   51.00	  153.00	  204.00	   49.40	  -16.33	  -44.52
60	   51.00	  153.00	  255.00	   50.50	   -5.93	  -58.72
61	   51.00	  204.00	    0.00	   47.21	  -50.85	   45.93
62	   51.00	  204.00	   51.00	   49.79	  -58.49	   23.21
63	   51.00	  204.00	  102.00	   52.24	  -54.36	    0.57
64	   51.00	  204.00	  153.00	   54.15	  -45.51	  -18.47
65	   51.00	  204.00	  204.00	   56.28	  -39.78	  -35.03
66	   51.00	  204.00	  255.00	   58.72	  -29.65	  -50.58
67	   51.00	  255.00	    0.00	   56.10	  -66.16	   54.51
68	   51.00	  255.00	   51.00	   55.60	  -74.95	   33.11
69	   51.00	  255.00	  102.00	   56.71	  -74.04	   10.82
70	   51.00	  255.00	  153.00	   59.75	  -65.15	   -7.82
71	   51.00	  255.00	  204.00	   64.11	  -53.60	  -24.76
72	   51.00	  255.00	  255.00	   68.23	  -42.73	  -41.28
73	  102.00	    0.00	    0.00	   21.12	   35.75	   24.36
74	  102.00	    0.00	   51.00	   24.28	   42.21	    8.29
75	  102.00	    0.00	  102.00	   26.73	   47.15	   -5.48
76	  102.00	    0.00	  153.00	   29.31	   51.82	  -18.83
77	  102.00	    0.00	  204.00	   31.94	   57.31	  -33.68
78	  102.00	    0.00	  255.00	   36.48	   65.44	  -43.68
79	  102.00	   51.00	    0.00	   30.51	   17.52	   35.71
80	  102.00	   51.00	   51.00	   32.53	   18.08	   13.27
81	  102.00	   51.00	  102.00	   34.97	   23.80	   -5.88
82	  102.00	   51.00	  153.00	   39.08	   30.69	  -23.26
83	  102.00	   51.00	  204.00	   42.26	   37.61	  -40.11
84	  102.00	   51.00	  255.00	   41.34	   45.19	  -55.47
85	  102.00	  102.00	    0.00	   39.76	    0.14	   46.25
86	  102.00	  102.00	   51.00	   43.20	   -2.56	   22.20
87	  102.00	  102.00	  102.00	   42.20	    2.73	    0.39
88	  102.00	  102.00	  153.00	   46.99	    8.18	  -17.92
89	  102.00	  102.00	  204.00	   51.47	   14.00	  -34.45
90	  102.00	  102.00	  255.00	   50.78	   22.81	  -51.60
91	  102.00	  153.00	    0.00	   46.12	  -18.04	   51.86
92	  102.00	  153.00	   51.00	   50.69	  -21.90	   30.26
93	  102.00	  153.00	  102.00	   53.04	  -17.94	    8.52
94	  102.00	  153.00	  153.00	   55.41	  -13.47	   -9.09
95	  102.00	  153.00	  204.00	   57.50	   -5.41	  -27.81
96	  102.00	  153.00	  255.00	   58.89	    3.32	  -45.78
97	  102.00	  204.00	    0.00	   56.32	  -36.00	   60.78
98	  102.00	  204.00	   51.00	   58.74	  -41.24	   37.53
99	  102.00	  204.00	  102.00	   61.08	  -38.14	   16.85
100	  102.00	  204.00	  153.00	   63.01	  -31.60	   -2.22
101	  102.00	  204.00	  204.00	   65.69	  -24.72	  -20.22
102	  102.00	  204.00	  255.00	   67.72	  -16.93	  -38.12
103	  102.00	  255.00	    0.00	   65.11	  -50.27	   68.38
104	  102.00	  255.00	   51.00	   64.46	  -61.73	   47.19
105	  102.00	  255.00	  102.00	   66.46	  -59.57	   24.12
106	  102.00	  255.00	  153.00	   69.04	  -52.14	    5.43
107	  102.00	  255.00	  204.00	   72.33	  -42.53	  -13.77
108	  102.00	  255.00	  255.00	   75.17	  -32.64	  -31.64
109	  153.00	    0.00	    0.00	   33.14	   49.70	   35.52
110	  153.00	    0.00	   51.00	   35.21	   53.92	   20.59
111	  153.00	    0.00	  102.00	   35.42	   57.83	    6.85
112	  153.00	    0.00	  153.00	   36.47	   61.45	   -5.87
113	  153.00	    0.00	  204.00	   38.26	   64.60	  -19.23
114	  153.00	    0.00	  255.00	   41.31	   69.85	  -31.69
115	  153.00	   51.00	    0.00	   41.85	   30.94	   51.61
116	  153.00	   51.00	   51.00	   42.18	   31.33	   28.89
117	  153.00	   51.00	  102.00	   44.65	   34.86	    9.48
118	  153.00	   51.00	  153.00	   46.03	   40.00	   -8.44
119	  153.00	   51.00	  204.00	   48.40	   44.58	  -25.06
120	  153.00	   51.00	  255.00	   48.58	   52.71	  -41.82
121	  153.00	  102.00	    0.00	   49.10	   13.18	   59.63
122	  153.00	  102.00	   51.00	   51.42	   10.30	   36.69
123	  153.00	  102.00	  102.00	   52.47	   13.14	   15.01
124	  153.00	  102.00	  153.00	   55.18	   17.38	   -3.62
125	  153.00	  102.00	  204.00	   56.90	   23.26	  -22.31
126	  153.00	  102.00	  255.00	   57.90	   31.23	  -40.44
127	  153.00	  153.00	    0.00	   56.28	   -2.68	   67.44
128	  153.00	  153.00	   51.00	   58.89	   -7.61	   44.22
129	  153.00	  153.00	  102.00	   60.28	   -4.43	   23.02
130	  153.00	  153.00	  153.00	   61.23	   -0.28	    2.48
131	  153.00	  153.00	  204.00	   63.93	    5.17	  -16.87
132	  153.00	  153.00	  255.00	   65.51	   11.52	  -35.19
133	  153.00	  204.00	    0.00	   65.80	  -19.42	   75.54
134	  153.00	  204.00	   51.00	   66.49	  -25.64	   51.42
135	  153.00	  204.00	  102.00	   68.18	  -23.56	   30.11
136	  153.00	  204.00	  153.00	   70.25	  -18.08	    9.85
137	  153.00	  204.00	  204.00	   73.39	  -12.72	  -10.17
138	  153.00	  204.00	  255.00	   72.71	   -7.90	  -30.08
139	  153.00	  255.00	    0.00	   72.88	  -34.68	   81.92
140	  153.00	  255.00	   51.00	   74.04	  -44.55	   59.34
141	  153.00	  255.00	  102.00	   75.57	  -43.33	   36.14
142	  153.00	  255.00	  153.00	   76.45	  -38.15	   15.23
143	  153.00	  255.00	  204.00	   79.15	  -30.49	   -3.34
144	  153.00	  255.00	  255.00	   81.16	  -21.80	  -21.97
145	  204.00	    0.00	    0.00	   43.78	   63.73	   50.72
146	  204.00	    0.00	   51.00	   44.35	   65.45	   34.14
147	  204.00	    0.00	  102.00	   43.93	   67.93	   21.31
148	  204.00	    0.00	  153.00	   43.62	   70.06	    6.57
149	  204.00	    0.00	  204.00	   44.39	   72.93	   -6.56
150	  204.00	    0.00	  255.00	   47.43	   74.94	  -19.19
151	  204.00	   51.00	    0.00	   52.35	   44.53	   68.04
152	  204.00	   51.00	   51.00	   51.97	   43.85	   44.66
153	  204.00	   51.00	  102.00	   52.90	   45.41	   24.42
154	  204.00	   51.00	  153.00	   53.81	   49.07	    5.06
155	  204.00	   51.00	  204.00	   54.93	   55.44	  -13.30
156	  204.00	   51.00	  255.00	   55.32	   59.11	  -30.96
157	  204.00	  102.00	    0.00	   60.21	   27.75	   75.75
158	  204.00	  102.00	   51.00	   60.24	   23.51	   50.78
159	  204.00	  102.00	  102.00	   60.74	   25.24	   29.80
160	  204.00	  102.00	  153.00	   62.51	   28.42	    9.23
161	  204.00	  102.00	  204.00	   65.50	   32.23	   -9.10
162	  204.00	  102.00	  255.00	   64.37	   40.06	  -28.74
163	  204.00	  153.00	    0.00	   66.26	    9.30	   81.65
164	  204.00	  153.00	   51.00	   67.76	    5.84	   57.97
165	  204.00	  153.00	  102.00	   69.27	    7.66	   36.46
166	  204.00	  153.00	  153.00	   70.79	   10.25	   15.04
167	  204.00	  153.00	  204.00	   71.58	   15.08	   -5.14
168	  204.00	  153.00	  255.00	   72.58	   21.15	  -24.42
169	  204.00	  204.00	    0.00	   74.02	   -5.01	   90.08
170	  204.00	  204.00	   51.00	   75.13	  -11.19	   65.40
171	  204.00	  204.00	  102.00	   76.19	   -9.23	   43.07
172	  204.00	  204.00	  153.00	   77.81	   -5.72	   21.36
173	  204.00	  204.00	  204.00	   77.64	   -0.79	    0.36
174	  204.00	  204.00	  255.00	   78.83	    3.82	  -20.48
175	  204.00	  255.00	    0.00	   80.92	  -20.37	   95.59
176	  204.00	  255.00	   51.00	   81.90	  -28.26	   70.90
177	  204.00	  255.00	  102.00	   82.54	  -26.52	   49.10
178	  204.00	  255.00	  153.00	   84.40	  -23.16	   27.79
179	  204.00	  255.00	  204.00	   86.11	  -17.56	    7.03
180	  204.00	  255.00	  255.00	   88.48	  -11.39	  -11.95
181	  255.00	    0.00	    0.00	   51.22	   77.50	   69.23
182	  255.00	    0.00	   51.00	   50.92	   76.71	   50.25
183	  255.00	    0.00	  102.00	   49.68	   77.52	   35.88
184	  255.00	    0.00	  153.00	   49.83	   78.35	   20.89
185	  255.00	    0.00	  204.00	   49.68	   80.57	    6.93
186	  255.00	    0.00	  255.00	   51.83	   80.93	   -8.11
187	  255.00	   51.00	    0.00	   61.49	   57.61	   82.10
188	  255.00	   51.00	   51.00	   61.26	   56.10	   57.04
189	  255.00	   51.00	  102.00	   61.75	   56.97	   36.25
190	  255.00	   51.00	  153.00	   61.62	   60.28	   17.38
191	  255.00	   51.00	  204.00	   60.79	   64.59	   -1.40
192	  255.00	   51.00	  255.00	   60.87	   68.49	  -19.49
193	  255.00	  102.00	    0.00	   68.90	   39.92	   89.96
194	  255.00	  102.00	   51.00	   70.47	   36.89	   65.17
195	  255.00	  102.00	  102.00	   69.90	   38.65	   41.98
196	  255.00	  102.00	  153.00	   69.82	   41.68	   21.90
197	  255.00	  102.00	  204.00	   71.18	   43.22	    0.28
198	  255.00	  102.00	  255.00	   70.44	   49.67	  -18.65
199	  255.00	  153.00	    0.00	   76.33	   22.24	   96.54
200	  255.00	  153.00	   51.00	   76.53	   20.28	   69.43
201	  255.00	  153.00	  102.00	   77.20	   20.53	   47.83
202	  255.00	  153.00	  153.00	   77.88	   22.78	   27.08
203	  255.00	  153.00	  204.00	   78.07	   26.72	    5.74
204	  255.00	  153.00	  255.00	   78.74	   31.49	  -14.95
205	  255.00	  204.00	    0.00	   82.31	    8.89	  103.01
206	  255.00	  204.00	   51.00	   84.01	    2.90	   78.65
207	  255.00	  204.00	  102.00	   84.26	    5.17	   53.99
208	  255.00	  204.00	  153.00	   85.15	    6.36	   33.51
209	  255.00	  204.00	  204.00	   85.24	   10.82	   10.41
210	  255.00	  204.00	  255.00	   85.46	   16.00	   -9.72
211	  255.00	  255.00	    0.00	   89.10	   -6.23	  109.12
212	  255.00	  255.00	   51.00	   91.89	  -11.10	   81.29
213	  255.00	  255.00	  102.00	   92.07	  -10.54	   58.80
214	  255.00	  255.00	  153.00	   92.98	   -8.62	   37.89
215	  255.00	  255.00	  204.00	   93.66	   -6.10	   18.22
216	  255.00	  255.00	  255.00	   94.90	   -1.15	   -1.88
217	   26.00	   26.00	   26.00	   10.07	    6.03	   -1.42
218	   26.00	   26.00	   77.00	   16.12	   15.29	  -19.74
219	   26.00	   26.00	  128.00	   19.53	   25.10	  -37.60
220	   26.00	   26.00	  179.00	   23.12	   35.33	  -55.01
221	   26.00	   26.00	  230.00	   28.69	   45.82	  -69.74
222	   26.00	   77.00	   26.00	   21.33	  -14.49	    7.12
223	   26.00	   77.00	   77.00	   22.88	   -9.23	  -14.56
224	   26.00	   77.00	  128.00	   26.18	   -0.20	  -35.58
225	   26.00	   77.00	  179.00	   29.92	    8.13	  -53.72
226	   26.00	   77.00	  230.00	   33.86	   20.23	  -70.96
227	   26.00	  128.00	   26.00	   29.36	  -36.07	   14.90
228	   26.00	  128.00	   77.00	   31.16	  -31.54	   -8.46
229	   26.00	  128.00	  128.00	   33.90	  -24.94	  -28.60
230	   26.00	  128.00	  179.00	   37.79	  -14.96	  -47.21
231	   26.00	  128.00	  230.00	   41.51	   -4.54	  -64.19
232	   26.00	  179.00	   26.00	   38.94	  -56.03	   22.72
233	   26.00	  179.00	   77.00	   40.51	  -54.16	   -0.30
234	   26.00	  179.00	  128.00	   43.15	  -46.67	  -21.27
235	   26.00	  179.00	  179.00	   44.92	  -37.82	  -39.28
236	   26.00	  179.00	  230.00	   48.46	  -27.60	  -56.68
237	   26.00	  230.00	   26.00	   48.53	  -73.13	   32.08
238	   26.00	  230.00	   77.00	   48.31	  -74.91	    7.41
239	   26.00	  230.00	  128.00	   50.02	  -66.21	  -12.97
240	   26.00	  230.00	  179.00	   53.22	  -54.85	  -29.62
241	   26.00	  230.00	  230.00	   57.97	  -46.10	  -44.81
242	   77.00	   26.00	   26.00	   22.03	   20.72	   12.53
243	   77.00	   26.00	   77.00	   24.95	   26.58	   -5.48
244	   77.00	   26.00	  128.00	   29.01	   34.35	  -21.94
245	   77.00	   26.00	  179.00	   31.88	   41.65	  -38.08
246	   77.00	   26.00	  230.00	   35.60	   49.65	  -53.65
247	   77.00	   77.00	   26.00	   31.90	    0.17	   20.65
248	   77.00	   77.00	   77.00	   32.46	    3.57	   -1.07
249	   77.00	   77.00	  128.00	   37.62	   10.26	  -19.05
250	   77.00	   77.00	  179.00	   42.97	   17.10	  -37.46
251	   77.00	   77.00	  230.00	   44.42	   25.49	  -52.83
252	   77.00	  128.00	   26.00	   39.34	  -18.57	   30.15
253	   77.00	  128.00	   77.00	   42.99	  -15.62	    7.56
254	   77.00	  128.00	  128.00	   46.35	  -11.76	  -12.18
255	   77.00	  128.00	  179.00	   49.87	   -4.36	  -29.60
256	   77.00	  128.00	  230.00	   52.09	    4.14	  -46.33
257	   77.00	  179.00	   26.00	   49.12	  -38.57	   39.72
258	   77.00	  179.00	   77.00	   52.35	  -37.96	   16.20
259	   77.00	  179.00	  128.00	   53.72	  -32.85	   -3.76
260	   77.00	  179.00	  179.00	   56.15	  -25.79	  -21.51
261	   77.00	  179.00	  230.00	   59.38	  -16.36	  -39.06
262	   77.00	  230.00	   26.00	   56.63	  -56.68	   48.22
263	   77.00	  230.00	   77.00	   59.15	  -57.88	   23.24
264	   77.00	  230.00	  128.00	   61.23	  -52.21	    5.06
265	   77.00	  230.00	  179.00	   64.03	  -43.48	  -14.51
266	   77.00	  230.00	  230.00	   67.31	  -35.06	  -29.95
267	  128.00	   26.00	   26.00	   32.43	   34.38	   28.62
268	  128.00	   26.00	   77.00	   34.99	   39.34	    8.73
269	  128.00	   26.00	  128.00	   36.65	   42.51	   -7.55
270	  128.00	   26.00	  179.00	   39.28	   49.24	  -23.65
271	  128.00	   26.00	  230.00	   41.72	   55.19	  -38.88
272	  128.00	   77.00	   26.00	   41.39	   13.64	   36.28
273	  128.00	   77.00	   77.00	   43.76	   15.18	   14.36
274	  128.00	   77.00	  128.00	   45.83	   20.38	   -4.45
275	  128.00	   77.00	  179.00	   49.03	   26.20	  -22.33
276	  128.00	   77.00	  230.00	   51.47	   32.42	  -39.94
277	  128.00	  128.00	   26.00	   49.50	   -4.97	   44.60
278	  128.00	  128.00	   77.00	   51.88	   -3.34	   22.26
279	  128.00	  128.00	  128.00	   51.93	    0.63	    2.15
280	  128.00	  128.00	  179.00	   56.46	    6.01	  -16.41
281	  128.00	  128.00	  230.00	   59.18	   12.32	  -34.49
282	  128.00	  179.00	   26.00	   58.33	  -23.49	   54.53
283	  128.00	  179.00	   77.00	   59.24	  -22.97	   29.42
284	  128.00	  179.00	  128.00	   61.10	  -18.40	    9.11
285	  128.00	  179.00	  179.00	   63.42	  -13.59	   -9.02
286	  128.00	  179.00	  230.00	   65.95	   -6.06	  -28.03
287	  128.00	  230.00	   26.00	   65.15	  -41.19	   61.44
288	  128.00	  230.00	   77.00	   67.54	  -42.46	   36.67
289	  128.00	  230.00	  128.00	   70.47	  -37.74	   17.35
290	  128.00	  230.00	  179.00	   71.09	  -31.31	   -2.74
291	  128.00	  230.00	  230.00	   72.82	  -25.08	  -21.61
292	  179.00	   26.00	   26.00	   43.10	   48.30	   43.82
293	  179.00	   26.00	   77.00	   44.29	   50.56	   24.33
294	  179.00	   26.00	  128.00	   45.03	   53.32	    6.35
295	  179.00	   26.00	  179.00	   45.78	   57.93	   -9.85
296	  179.00	   26.00	  230.00	   47.98	   63.11	  -25.76
297	  179.00	   77.00	   26.00	   51.60	   27.49	   52.74
298	  179.00	   77.00	   77.00	   52.05	   27.80	   29.37
299	  179.00	   77.00	  128.00	   53.53	   30.56	   10.08
300	  179.00	   77.00	  179.00	   55.65	   35.67	   -7.93
301	  179.00	   77.00	  230.00	   57.57	   40.82	  -26.83
302	  179.00	  128.00	   26.00	   59.29	    8.40	   60.22
303	  179.00	  128.00	   77.00	   60.33	    8.42	   37.03
304	  179.00	  128.00	  128.00	   61.67	   11.34	   15.80
305	  179.00	  128.00	  179.00	   63.99	   16.49	   -3.39
306	  179.00	  128.00	  230.00	   66.28	   21.78	  -22.48
307	  179.00	  179.00	   26.00	   65.93	   -8.43	   67.60
308	  179.00	  179.00	   77.00	   67.22	   -8.60	   44.03
309	  179.00	  179.00	  128.00	   68.89	   -5.96	   22.78
310	  179.00	  179.00	  179.00	   70.74	   -0.73	    2.20
311	  179.00	  179.00	  230.00	   73.16	    3.80	  -17.26
312	  179.00	  230.00	   26.00	   74.37	  -25.78	   74.29
313	  179.00	  230.00	   77.00	   75.57	  -26.50	   49.97
314	  179.00	  230.00	  128.00	   76.58	  -23.37	   28.45
315	  179.00	  230.00	  179.00	   78.45	  -18.03	    8.24
316	  179.00	  230.00	  230.00	   78.52	  -13.20	  -11.77
317	  230.00	   26.00	   26.00	   52.65	   59.37	   59.19
318	  230.00	   26.00	   77.00	   52.89	   60.79	   40.00
319	  230.00	   26.00	  128.00	   53.83	   62.62	   21.40
320	  230.00	   26.00	  179.00	   53.47	   66.46	    2.03
321	  230.00	   26.00	  230.00	   54.13	   70.46	  -13.48
322	  230.00	   77.00	   26.00	   61.49	   39.14	   66.21
323	  230.00	   77.00	   77.00	   61.76	   39.38	   42.46
324	  230.00	   77.00	  128.00	   62.32	   41.57	   23.25
325	  230.00	   77.00	  179.00	   63.56	   44.27	    4.22
326	  230.00	   77.00	  230.00	   64.21	   49.14	  -14.40
327	  230.00	  128.00	   26.00	   68.40	   20.90	   73.58
328	  230.00	  128.00	   77.00	   69.35	   21.01	   48.86
329	  230.00	  128.00	  128.00	   70.38	   23.25	   28.22
330	  230.00	  128.00	  179.00	   71.51	   26.54	    8.84
331	  230.00	  128.00	  230.00	   71.81	   31.06	  -11.70
332	  230.00	  179.00	   26.00	   75.56	    4.90	   80.52
333	  230.00	  179.00	   77.00	   77.13	    5.18	   55.35
334	  230.00	  179.00	  128.00	   77.44	    7.38	   34.31
335	  230.00	  179.00	  179.00	   77.65	   10.04	   13.67
336	  230.00	  179.00	  230.00	   78.51	   15.51	   -6.56
337	  230.00	  230.00	   26.00	   82.46	  -10.14	   87.49
338	  230.00	  230.00	   77.00	   83.43	  -10.26	   63.56
339	  230.00	  230.00	  128.00	   84.19	   -8.86	   41.66
340	  230.00	  230.00	  179.00	   84.98	   -5.64	   20.24
341	  230.00	  230.00	  230.00	   86.99	   -0.54	   -0.18
342	   26.00	    0.00	    0.00	    6.14	   11.35	    4.64
343	    0.00	   26.00	    0.00	    8.30	   -9.93	    4.60
344	    0.00	    0.00	   26.00	    5.32	    8.82	   -8.90
345	   52.00	   13.00	   13.00	   13.83	   17.73	    9.27
346	   13.00	   52.00	   13.00	   13.27	  -12.03	    6.19
347	   13.00	   13.00	   52.00	    9.93	   13.31	  -14.81
348	   77.00	   38.00	   38.00	   24.28	   16.72	    8.23
349	   38.00	   77.00	   38.00	   23.22	   -9.52	    4.47
350	   38.00	   38.00	   77.00	   19.72	   12.39	  -16.52
351	  103.00	   64.00	   64.00	   35.32	   13.62	    9.40
352	   64.00	  103.00	   64.00	   34.70	  -10.31	    4.71
353	   64.00	   64.00	  103.00	   31.38	   10.40	  -15.46
354	  128.00	   89.00	   89.00	   45.67	   10.97	   11.01
355	   89.00	  128.00	   89.00	   45.98	  -11.50	    5.43
356	   89.00	   89.00	  128.00	   41.12	    7.52	  -14.06
357	  154.00	  115.00	  115.00	   54.64	    9.91	   11.69
358	  115.00	  154.00	  115.00	   54.97	  -14.29	    6.18
359	  115.00	  115.00	  154.00	   51.69	    4.76	  -12.60
360	  179.00	  140.00	  140.00	   63.60	    8.34	   12.45
361	  140.00	  179.00	  140.00	   63.14	  -14.30	    7.79
362	  140.00	  140.00	  179.00	   59.44	    3.64	  -12.05
363	  205.00	  166.00	  166.00	   72.80	    7.22	   11.74
364	  166.00	  205.00	  166.00	   72.79	  -14.31	    7.39
365	  166.00	  166.00	  205.00	   68.36	    3.48	  -12.77
366	  230.00	  191.00	  191.00	   79.44	    7.27	    9.66
367	  191.00	  230.00	  191.00	   80.27	  -13.95	    5.84
368	  191.00	  191.00	  230.00	   76.03	    2.50	  -13.29
369	  255.00	  217.00	  217.00	   87.67	    7.53	    7.58
370	  217.00	  255.00	  217.00	   88.35	  -12.99	    4.33
371	  217.00	  217.00	  255.00	   81.82	    3.01	  -16.31
END_DATA
