CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
44	  215.00	  215.00	  215.00	   81.02	   -0.72	   -0.64
45	  220.00	  220.00	  220.00	   83.24	   -0.28	   -0.37
46	  225.00	  225.00	  225.00	   84.58	   -0.45	   -0.55
47	  230.00	  230.00	  230.00	   86.79	   -0.43	   -0.64
48	  235.00	  235.00	  235.00	   88.71	   -0.13	   -0.47
49	  240.00	  240.00	  240.00	   90.07	   -0.30	   -0.76
50	  245.00	  245.00	  245.00	   91.85	   -0.55	   -1.42
51	  250.00	  250.00	  250.00	   93.36	   -1.05	   -1.55
52	  255.00	  255.00	  255.00	   95.17	   -1.09	   -1.93
53	  237.00	  234.00	  236.00	   88.87	    0.77	   -0.51
54	  156.00	  158.00	  154.00	   62.97	   -0.73	    4.01
55	   13.00	    9.00	    4.00	    5.67	    3.59	    2.57
56	   53.00	   42.00	   41.00	   19.36	    8.15	    1.42
57	  164.00	  166.00	  178.00	   67.07	    0.34	   -2.34
58	   47.00	   60.00	   55.00	   22.05	    0.22	   -3.11
59	  223.00	  208.00	  211.00	   81.51	    2.24	    2.11
60	  113.00	   98.00	   98.00	   43.47	    5.63	    4.28
61	   75.00	   90.00	   86.00	   34.77	   -1.39	   -3.44
62	   84.00	   79.00	   69.00	   33.53	    3.79	    4.14
63	  101.00	  109.00	  117.00	   45.47	    0.91	   -4.55
64	  157.00	  150.00	  167.00	   63.01	    2.88	   -1.40
65	  197.00	  215.00	  215.00	   78.96	   -5.03	   -4.39
66	   62.00	   68.00	   51.00	   26.22	    0.69	    3.82
67	   59.00	   42.00	   57.00	   22.48	   11.51	   -3.01
68	   86.00	  101.00	  104.00	   39.82	   -0.95	   -5.86
69	  127.00	  146.00	  135.00	   55.77	   -5.60	    1.83
70	  230.00	  215.00	  236.00	   84.11	    4.55	   -4.96
71	  207.00	  228.00	  214.00	   81.83	   -6.98	   -0.35
72	   35.00	   41.00	   23.00	   14.28	    1.66	    5.43
73	  155.00	  135.00	  148.00	   59.30	    5.44	    2.19
74	  134.00	  117.00	  114.00	   50.47	    4.11	    6.59
75	   16.00	   28.00	   35.00	    8.94	    2.41	   -7.86
76	  235.00	  222.00	  212.00	   85.48	   -0.44	    6.65
77	   51.00	   71.00	   65.00	   25.61	   -2.39	   -4.86
78	  200.00	  220.00	  196.00	   79.77	   -8.35	    4.97
79	  224.00	  237.00	  212.00	   86.06	   -5.86	    6.39
80	  179.00	  181.00	  204.00	   72.10	    1.40	   -7.26
81	  146.00	  154.00	  130.00	   59.29	   -4.38	   10.13
82	    7.00	   29.00	   20.00	    7.12	   -5.05	   -3.11
83	    1.00	    8.00	   24.00	    4.91	    3.13	   -7.23
84	  154.00	  181.00	  162.00	   66.31	   -8.93	    3.66
85	   75.00	   64.00	   89.00	   31.55	    9.98	   -7.65
86	  238.00	  220.00	  249.00	   86.28	    6.50	   -7.88
87	  217.00	  206.00	  236.00	   80.84	    4.23	   -9.68
88	  108.00	  131.00	  103.00	   49.26	   -7.38	    5.47
89	  239.00	  245.00	  214.00	   89.97	   -5.72	   10.89
90	  213.00	  238.00	  244.00	   85.19	   -5.31	   -9.24
91	   60.00	   47.00	   74.00	   25.42	   12.48	   -8.28
92	   32.00	    6.00	   11.00	    8.47	   14.14	    3.52
93	  153.00	  134.00	  164.00	   60.32	    7.21	   -3.77
94	  223.00	  219.00	  191.00	   82.37	   -2.72	   12.90
95	  122.00	  116.00	  146.00	   51.92	    5.73	   -7.88
96	  161.00	  149.00	  130.00	   61.32	    0.15	   13.24
97	  162.00	  174.00	  194.00	   69.14	   -1.28	   -8.02
98	   46.00	   73.00	   44.00	   23.69	   -5.61	    3.35
99	   24.00	    1.00	   29.00	    8.16	   17.14	   -3.87
100	  179.00	  210.00	  212.00	   76.18	   -8.15	   -7.55
101	  172.00	  205.00	  183.00	   73.62	  -11.22	    1.65
102	   76.00	  108.00	   78.00	   38.75	   -8.40	    2.78
103	   54.00	   23.00	   44.00	   17.15	   17.47	   -1.46
104	   23.00	   54.00	   50.00	   16.23	   -4.73	   -7.32
105	  228.00	  200.00	  191.00	   80.12	    3.91	   10.25
106	  108.00	  117.00	   83.00	   45.96	   -3.59	   12.23
107	  134.00	  170.00	  145.00	   60.92	  -11.72	    3.01
108	  233.00	  195.00	  213.00	   81.26	    8.73	    2.80
109	  162.00	  154.00	  191.00	   65.33	    5.22	   -9.75
110	  182.00	  186.00	  149.00	   71.02	   -5.12	   14.63
111	  210.00	  215.00	  249.00	   80.95	    1.72	  -15.39
112	  110.00	   97.00	   75.00	   43.06	    3.27	   12.60
113	  191.00	  166.00	  204.00	   71.46	    8.52	   -6.66
114	   81.00	   71.00	  106.00	   35.79	   11.19	  -11.32
115	  185.00	  185.00	  224.00	   75.28	    2.43	  -12.49
116	   61.00	   82.00	   96.00	   32.53	    0.61	  -11.24
117	  209.00	  169.00	  187.00	   74.56	    8.99	    4.53
118	   67.00	   61.00	   31.00	   25.44	    3.52	   12.85
119	  104.00	  105.00	  143.00	   46.76	    6.23	  -13.34
120	  204.00	  198.00	  242.00	   78.38	    4.34	  -15.44
121	   64.00	   93.00	   54.00	   31.45	   -7.36	    6.99
122	  156.00	  188.00	  199.00	   70.76	   -6.85	   -9.97
123	  156.00	  114.00	  124.00	   54.71	   11.15	    8.74
124	   62.00	   42.00	   23.00	   21.34	    9.18	   12.24
125	  177.00	  222.00	  193.00	   76.89	  -14.31	    1.53
126	  219.00	  236.00	  190.00	   84.77	   -8.34	   13.44
127	  149.00	  144.00	  106.00	   58.40	   -2.41	   18.83
128	  128.00	  172.00	  166.00	   61.81	  -12.77	   -4.68
129	  251.00	  204.00	  229.00	   84.95	   11.69	    1.40
130	  171.00	  169.00	  127.00	   65.71	   -4.70	   19.61
131	  202.00	  249.00	  223.00	   85.18	  -13.96	   -1.81
132	   54.00	   21.00	   61.00	   19.12	   21.64	   -6.68
133	  200.00	  215.00	  169.00	   78.76	   -8.81	   14.77
134	  122.00	   89.00	  132.00	   46.45	   14.29	   -6.35
135	  124.00	   81.00	  100.00	   44.32	   14.91	    4.72
136	  250.00	  253.00	  205.00	   92.65	   -6.35	   17.37
137	  169.00	  199.00	  216.00	   74.00	   -6.76	  -11.89
138	  118.00	  154.00	  163.00	   57.64	   -8.45	   -8.61
139	  161.00	  208.00	  168.00	   72.04	  -16.45	    6.13
140	  124.00	   80.00	  116.00	   45.07	   16.42	   -0.72
141	  174.00	  128.00	  143.00	   60.71	   11.97	    8.86
142	   97.00	   54.00	   74.00	   33.18	   18.06	    3.05
143	  128.00	  140.00	   95.00	   53.46	   -6.31	   16.82
144	   30.00	   73.00	   56.00	   21.85	   -9.09	   -4.82
145	   25.00	   27.00	   68.00	   14.41	   12.77	  -16.77
146	  190.00	  142.00	  185.00	   67.95	   14.12	   -1.50
147	  114.00	   69.00	   81.00	   39.36	   15.55	    7.21
148	  186.00	  139.00	  138.00	   64.65	    9.73	   14.90
149	   85.00	   96.00	  131.00	   41.54	    3.74	  -15.16
150	   81.00	   37.00	   81.00	   27.73	   22.62	   -5.51
151	  120.00	  122.00	  168.00	   54.18	    5.50	  -15.39
152	  105.00	   73.00	  119.00	   41.54	   16.89	   -8.67
153	  162.00	  150.00	  114.00	   61.36	   -1.23	   19.97
154	  216.00	  177.00	  228.00	   76.92	   12.03	   -9.06
155	  241.00	  237.00	  189.00	   87.19	   -4.51	   20.13
156	   70.00	  101.00	  117.00	   39.32	   -3.37	  -15.02
157	   86.00	  134.00	  115.00	   48.49	  -13.22	   -4.14
158	  113.00	  153.00	  104.00	   53.77	  -14.92	   10.51
159	  121.00	  101.00	  150.00	   50.60	   11.79	  -11.38
160	   98.00	   88.00	   51.00	   38.86	    2.09	   17.53
161	  157.00	  110.00	  160.00	   56.96	   16.33	   -4.06
162	  183.00	  132.00	  161.00	   64.10	   13.60	    4.81
163	  233.00	  195.00	  249.00	   80.92	   13.19	  -12.79
164	  181.00	  208.00	  236.00	   76.39	   -5.03	  -16.54
165	  100.00	  142.00	   91.00	   50.12	  -15.03	    9.76
166	   50.00	   65.00	   17.00	   22.87	   -2.88	   16.40
167	  207.00	  163.00	  218.00	   75.17	   13.23	   -8.30
168	  151.00	  120.00	   99.00	   55.04	    5.11	   18.30
169	   60.00	   12.00	   17.00	   15.58	   21.06	    9.14
170	   12.00	   46.00	   60.00	   12.99	   -2.40	  -15.93
171	  195.00	  253.00	  253.00	   86.18	  -13.05	  -13.28
172	  209.00	  231.00	  174.00	   81.70	  -11.23	   15.79
173	  174.00	  231.00	  211.00	   78.07	  -16.26	   -5.29
174	  173.00	  194.00	  230.00	   73.80	   -2.03	  -17.01
175	  186.00	  182.00	  131.00	   70.33	   -5.32	   23.22
176	   55.00	   40.00	    6.00	   19.44	    6.80	   18.49
177	  181.00	  157.00	  126.00	   66.11	    0.66	   21.03
178	  181.00	  239.00	  190.00	   80.28	  -19.14	    5.45
179	   35.00	   86.00	   62.00	   25.73	  -11.48	   -4.40
180	   10.00	   60.00	   18.00	   14.45	  -15.84	    4.76
181	  204.00	  205.00	  148.00	   77.96	   -6.26	   23.67
182	   66.00	   70.00	  119.00	   33.65	    9.49	  -19.94
183	   66.00	  119.00	  103.00	   40.92	  -13.36	   -8.70
184	  217.00	  214.00	  159.00	   80.43	   -5.22	   22.91
185	   87.00	   70.00	   35.00	   32.81	    5.81	   17.90
186	  186.00	  232.00	  173.00	   79.05	  -17.65	   13.15
187	   80.00	   91.00	   38.00	   35.25	   -3.71	   18.77
188	  144.00	   88.00	  144.00	   50.50	   20.82	   -4.41
189	   86.00	  141.00	  142.00	   50.42	  -13.61	  -12.02
190	   84.00	  135.00	   79.00	   45.82	  -17.61	    9.93
191	   94.00	   87.00	  144.00	   42.52	   11.65	  -18.73
192	  137.00	  140.00	  197.00	   59.88	    4.89	  -18.93
193	  108.00	  134.00	   77.00	   49.58	  -10.64	   17.68
194	  157.00	  212.00	  151.00	   71.79	  -20.64	   12.64
195	  108.00	   52.00	   57.00	   34.34	   19.77	   12.77
196	  175.00	  204.00	  143.00	   73.21	  -14.09	   18.85
197	   29.00	   65.00	   11.00	   18.99	   -9.68	   13.69
198	  231.00	  205.00	  168.00	   81.18	    1.62	   21.94
199	  249.00	  201.00	  185.00	   83.71	    8.13	   17.56
200	   36.00	   90.00	   92.00	   28.47	   -9.38	  -16.74
201	   95.00	  111.00	   54.00	   41.99	   -6.81	   20.31
202	  206.00	  183.00	  144.00	   74.76	    0.71	   22.92
203	  202.00	  146.00	  140.00	   68.99	   10.90	   19.65
204	   78.00	  104.00	   47.00	   36.53	   -8.22	   16.45
205	  165.00	  175.00	  230.00	   70.56	    2.64	  -21.22
206	  113.00	   54.00	   99.00	   37.40	   24.45	   -1.52
207	  119.00	  128.00	   68.00	   50.11	   -6.36	   23.76
208	  155.00	  155.00	  220.00	   66.74	    6.46	  -22.53
209	  154.00	  219.00	  206.00	   74.88	  -17.64	   -8.44
210	  153.00	  190.00	  218.00	   70.90	   -5.97	  -17.76
211	   86.00	   37.00	   28.00	   25.88	   18.52	   15.69
212	  146.00	  211.00	  183.00	   70.81	  -19.90	   -2.97
213	  118.00	  170.00	  107.00	   57.62	  -19.85	   13.59
214	  220.00	  154.00	  155.00	   73.30	   14.16	   18.60
215	   76.00	  138.00	  129.00	   47.99	  -16.04	  -11.34
216	  178.00	  246.00	  215.00	   81.46	  -20.02	   -3.91
217	  145.00	  190.00	  125.00	   65.37	  -18.23	   16.42
218	   55.00	   90.00	  116.00	   34.67	   -2.38	  -20.05
219	  120.00	  129.00	  185.00	   55.61	    4.97	  -20.59
220	   85.00	  148.00	   89.00	   49.71	  -21.77	    8.16
221	  239.00	  236.00	  171.00	   86.55	   -5.89	   28.42
222	  145.00	  156.00	   92.00	   59.01	   -8.55	   25.58
223	   49.00	    0.00	   59.00	   15.38	   30.13	   -6.68
224	  132.00	  199.00	  180.00	   67.58	  -19.63	   -6.12
225	  231.00	  162.00	  169.00	   75.92	   14.97	   15.53
226	  160.00	  109.00	  175.00	   58.39	   18.47	   -8.84
227	  141.00	  153.00	  209.00	   63.26	    3.26	  -22.08
228	  105.00	  147.00	  171.00	   56.20	   -7.07	  -16.01
229	   23.00	   79.00	   18.00	   21.53	  -17.15	   10.61
230	  148.00	  118.00	  185.00	   58.47	   14.55	  -14.07
231	  163.00	  181.00	  114.00	   66.29	  -11.40	   25.03
232	  110.00	   80.00	  145.00	   44.88	   17.94	  -15.20
233	  248.00	  177.00	  247.00	   80.44	   21.97	   -9.99
234	   31.00	    8.00	   69.00	   14.36	   23.92	  -15.18
235	  203.00	  134.00	  195.00	   69.34	   21.03	   -3.20
236	  117.00	  184.00	  116.00	   60.00	  -25.31	   12.54
237	  183.00	  115.00	  148.00	   61.03	   18.69	    7.86
238	  114.00	  182.00	  163.00	   61.24	  -19.73	   -6.23
239	  144.00	  176.00	  108.00	   62.16	  -14.77	   21.61
240	   26.00	   60.00	   89.00	   21.00	    0.04	  -22.05
241	  106.00	   61.00	   42.00	   35.64	   13.99	   19.12
242	  180.00	  219.00	  253.00	   77.55	   -6.36	  -22.55
243	   18.00	   81.00	   81.00	   21.38	  -13.27	  -18.33
244	   63.00	    1.00	   31.00	   14.97	   28.46	    3.96
245	  206.00	  225.00	  153.00	   80.46	  -12.26	   23.65
246	   72.00	  139.00	  107.00	   45.60	  -19.44	   -4.86
247	   62.00	   50.00	  116.00	   28.82	   17.94	  -21.87
248	  148.00	  110.00	   80.00	   52.03	    7.41	   23.66
249	  100.00	   93.00	  162.00	   46.48	   11.74	  -23.08
250	  163.00	  237.00	  226.00	   78.15	  -19.03	  -11.65
251	  171.00	  236.00	  162.00	   77.82	  -24.49	   13.68
252	    2.00	   22.00	   66.00	    8.14	    8.24	  -23.01
253	  109.00	  178.00	  180.00	   60.83	  -17.40	  -13.33
254	  103.00	  163.00	   93.00	   54.46	  -22.28	   13.99
255	   60.00	  127.00	  128.00	   42.13	  -15.40	  -18.27
256	  111.00	   79.00	   44.00	   39.73	    8.55	   22.65
257	  160.00	  100.00	   90.00	   52.84	   14.98	   21.92
258	  121.00	  186.00	  193.00	   64.26	  -15.97	  -14.99
259	  165.00	  134.00	  207.00	   64.51	   14.92	  -16.67
260	   25.00	   25.00	   91.00	   16.40	   18.20	  -25.12
261	  123.00	   99.00	   55.00	   46.14	    4.91	   25.24
262	  139.00	   70.00	  115.00	   45.50	   23.44	    2.80
263	  171.00	  100.00	  133.00	   56.15	   20.10	    9.02
264	  118.00	   50.00	   84.00	   37.10	   25.33	    5.03
265	   45.00	  113.00	   70.00	   32.84	  -18.89	   -1.59
266	  243.00	  167.00	  232.00	   78.60	   22.34	   -5.90
267	  118.00	  167.00	  191.00	   61.21	   -9.89	  -17.30
268	  177.00	  254.00	  239.00	   83.62	  -19.03	  -11.15
269	  237.00	  161.00	  210.00	   77.23	   19.78	    1.02
270	  169.00	  192.00	  246.00	   72.40	   -0.25	  -25.01
271	  177.00	  165.00	  242.00	   70.26	   10.13	  -23.94
272	  184.00	  224.00	  148.00	   77.32	  -18.44	   21.90
273	   27.00	   95.00	   47.00	   24.05	  -19.98	    0.19
274	   85.00	   90.00	  157.00	   43.29	   10.14	  -25.04
275	  172.00	  103.00	   99.00	   55.20	   17.40	   21.45
276	  124.00	   63.00	  134.00	   43.26	   26.10	   -8.75
277	  133.00	   36.00	  130.00	   39.26	   40.06	   -7.12
278	  106.00	  250.00	   46.00	   64.43	  -57.83	   49.08
279	  144.00	    9.00	  119.00	   36.01	   53.03	   -0.14
280	    0.00	  255.00	  168.00	   48.64	  -65.42	  -28.86
281	   10.00	  239.00	  143.00	   46.56	  -68.26	  -20.24
282	   22.00	   17.00	  162.00	   19.89	   35.67	  -48.47
283	  170.00	    6.00	  182.00	   41.47	   63.88	   -9.97
284	   48.00	   32.00	  153.00	   25.88	   29.36	  -39.74
285	  192.00	    2.00	  160.00	   42.40	   67.32	    1.49
286	  175.00	  130.00	    9.00	   58.83	    8.35	   67.82
287	  184.00	  159.00	    1.00	   62.69	    2.95	   76.32
288	  141.00	  137.00	  172.00	   58.88	    4.39	   -9.58
289	  170.00	  144.00	  162.00	   64.01	    6.76	    2.45
290	  217.00	  201.00	   52.00	   76.46	   -5.93	   67.09
291	  242.00	  213.00	   67.00	   82.71	   -2.86	   67.90
292	   16.00	  216.00	  210.00	   50.57	  -45.46	  -45.70
293	   26.00	  203.00	  237.00	   52.12	  -36.29	  -55.04
294	  245.00	   13.00	  239.00	   52.33	   76.82	  -12.05
295	  255.00	    2.00	  211.00	   49.86	   80.51	    4.22
296	  206.00	  175.00	  241.00	   75.06	   11.83	  -17.31
297	  215.00	  189.00	  214.00	   77.81	    7.16	   -2.99
298	   19.00	  255.00	  222.00	   58.84	  -53.14	  -38.47
299	   34.00	  253.00	  250.00	   64.32	  -45.36	  -43.47
300	  181.00	   53.00	  120.00	   50.46	   40.83	   11.87
301	  195.00	   70.00	  143.00	   55.79	   37.73	    7.53
302	  127.00	   25.00	  185.00	   40.01	   50.17	  -25.77
303	  154.00	   37.00	  173.00	   44.78	   48.33	  -14.95
304	  189.00	  178.00	  199.00	   72.36	    3.22	   -3.82
305	  177.00	  148.00	  131.00	   64.37	    3.94	   16.77
306	  229.00	  141.00	   61.00	   70.76	   16.44	   57.33
307	  251.00	  124.00	   77.00	   72.10	   28.72	   53.73
308	  125.00	   49.00	   81.00	   38.24	   27.38	    8.14
309	  140.00	   44.00	   53.00	   38.83	   30.82	   22.59
310	  125.00	  109.00	    0.00	   44.38	    2.86	   51.90
311	  138.00	   85.00	   17.00	   44.61	   13.37	   45.78
312	   94.00	  161.00	   78.00	   52.25	  -25.92	   17.64
313	  118.00	  182.00	   83.00	   58.86	  -27.19	   25.20
314	  247.00	  126.00	  109.00	   72.49	   27.01	   39.98
315	  184.00	   56.00	  170.00	   51.72	   44.99	   -5.35
316	  163.00	  173.00	  146.00	   65.96	   -5.60	   10.60
317	   16.00	  199.00	  139.00	   42.67	  -52.92	  -24.82
318	   37.00	  176.00	  148.00	   46.28	  -40.35	  -25.05
319	  198.00	   16.00	  244.00	   48.45	   69.83	  -23.34
320	  202.00	   46.00	  232.00	   54.44	   59.17	  -24.37
321	  189.00	  152.00	  101.00	   65.96	    3.62	   32.94
322	    9.00	   30.00	   47.00	    9.00	    1.33	  -13.35
323	   37.00	   16.00	   56.00	   14.47	   19.49	   -9.84
324	    3.00	  117.00	  227.00	   32.07	    0.57	  -68.56
325	  155.00	  151.00	  107.00	   60.47	   -3.17	   21.26
326	   29.00	  217.00	  115.00	   48.39	  -63.35	   -9.41
327	  238.00	  114.00	  235.00	   71.12	   38.97	  -13.95
328	   80.00	   86.00	  121.00	   38.82	    5.66	  -15.07
329	  100.00	  110.00	  111.00	   44.22	   -0.36	   -2.59
330	  134.00	  224.00	  128.00	   70.12	  -33.54	   17.24
331	  162.00	  208.00	  122.00	   71.19	  -20.41	   25.08
332	   28.00	  196.00	  184.00	   48.67	  -43.69	  -37.38
333	   47.00	  220.00	  196.00	   58.18	  -45.63	  -31.32
334	   96.00	   16.00	  255.00	   36.71	   59.79	  -51.07
335	  115.00	    4.00	  231.00	   36.36	   61.40	  -38.50
336	  163.00	  220.00	  166.00	   74.60	  -19.89	    9.18
337	  166.00	  252.00	  173.00	   79.46	  -29.95	   10.59
338	   84.00	   48.00	  185.00	   38.38	   33.49	  -39.25
339	   94.00	   23.00	  166.00	   33.51	   43.99	  -28.62
340	   55.00	   62.00	  178.00	   35.08	   20.46	  -45.34
341	  171.00	   80.00	   39.00	   50.65	   23.67	   44.10
342	  188.00	   60.00	   59.00	   50.60	   36.79	   37.42
343	   68.00	  253.00	  193.00	   66.07	  -51.97	  -17.10
344	   11.00	  241.00	   99.00	   43.83	  -78.62	   -2.74
345	  100.00	  250.00	  201.00	   71.55	  -41.81	  -14.46
346	  144.00	  108.00	  152.00	   54.53	   13.45	   -5.07
347	  171.00	   99.00	  169.00	   58.61	   23.66	   -3.88
348	  215.00	   78.00	  218.00	   62.57	   46.01	  -13.85
349	  242.00	   60.00	  225.00	   61.93	   57.75	  -10.43
350	  111.00	  241.00	  111.00	   68.10	  -49.64	   21.03
351	   12.00	  155.00	  184.00	   38.43	  -27.09	  -47.90
352	  143.00	  252.00	  200.00	   76.83	  -32.52	   -4.18
353	   18.00	  123.00	  177.00	   34.49	  -14.31	  -48.75
354	  143.00	   81.00	  172.00	   51.03	   26.08	  -15.34
355	  183.00	   74.00	   89.00	   52.72	   30.35	   24.89
356	  141.00	   29.00	  227.00	   43.89	   54.72	  -34.35
357	  159.00	   33.00	  255.00	   45.98	   60.27	  -39.28
358	  159.00	   77.00	  128.00	   50.35	   26.36	    4.74
359	   12.00	   39.00	  138.00	   18.01	   17.42	  -45.19
360	   14.00	   69.00	  123.00	   21.02	   -0.28	  -36.89
361	   22.00	  255.00	   61.00	   49.35	  -85.97	   20.24
362	   33.00	  248.00	   30.00	   51.45	  -76.71	   36.32
363	  219.00	   68.00	  251.00	   60.78	   54.72	  -25.60
364	  248.00	  193.00	  220.00	   82.83	   13.84	    2.72
365	  227.00	  217.00	   23.00	   79.68	   -7.55	   86.26
366	  255.00	  199.00	   29.00	   83.88	    5.44	   88.26
367	   20.00	  177.00	   18.00	   36.89	  -57.03	   24.26
368	   32.00	  149.00	    3.00	   33.75	  -40.95	   30.10
369	  188.00	   22.00	  206.00	   47.18	   64.59	  -15.98
370	   30.00	  116.00	   11.00	   28.15	  -29.74	   21.74
371	  147.00	   19.00	   75.00	   37.51	   46.21	   14.42
372	  163.00	   16.00	   45.00	   39.12	   49.29	   28.11
373	   20.00	  102.00	   55.00	   23.68	  -25.61	   -4.47
374	   26.00	  133.00	   42.00	   30.55	  -37.36	    8.03
375	  156.00	  171.00	   79.00	   62.60	  -11.64	   36.32
376	  195.00	  195.00	   78.00	   73.01	  -10.08	   49.69
377	   74.00	  202.00	  184.00	   59.44	  -33.75	  -21.79
378	   88.00	   39.00	   28.00	   26.73	   18.40	   16.74
379	  104.00	   29.00	   57.00	   29.26	   29.79	    8.87
380	  156.00	  141.00	  239.00	   64.73	   13.62	  -29.79
381	  162.00	  173.00	  251.00	   69.12	    5.11	  -29.56
382	  160.00	   97.00	  231.00	   58.06	   29.80	  -30.47
383	  185.00	  119.00	  241.00	   65.26	   27.26	  -26.03
384	   70.00	   34.00	   63.00	   23.55	   18.73	   -2.58
385	  187.00	   82.00	  251.00	   58.56	   43.36	  -32.75
386	  243.00	  173.00	   59.00	   77.43	    9.98	   64.68
387	   86.00	  142.00	   35.00	   44.53	  -21.21	   30.45
388	   89.00	  150.00	    1.00	   43.40	  -21.46	   47.46
389	   20.00	  223.00	    9.00	   45.59	  -70.35	   35.74
390	  124.00	  188.00	   47.00	   59.88	  -28.75	   43.10
391	  126.00	  205.00	   16.00	   61.17	  -32.31	   62.42
392	  220.00	   43.00	  159.00	   54.69	   56.05	    7.14
393	  252.00	   57.00	  153.00	   62.28	   56.85	   17.08
394	   75.00	    1.00	   51.00	   18.81	   35.10	    1.69
395	    3.00	  220.00	  173.00	   43.42	  -55.17	  -35.55
396	   69.00	  106.00	   17.00	   33.61	  -11.78	   28.71
397	   93.00	   85.00	    1.00	   34.53	    2.69	   39.26
398	  107.00	   66.00	  133.00	   41.37	   22.66	  -13.51
399	   14.00	   76.00	  176.00	   26.40	    6.56	  -55.07
400	   39.00	   96.00	  160.00	   34.47	   -1.88	  -40.88
401	    3.00	   13.00	   78.00	    9.33	   16.37	  -26.76
402	    3.00	   43.00	  242.00	   24.31	   38.65	  -80.18
403	    9.00	   68.00	  217.00	   27.06	   20.36	  -70.96
404	  190.00	  128.00	   57.00	   61.72	   11.13	   47.02
405	   91.00	  154.00	  224.00	   57.06	   -4.18	  -37.31
406	  110.00	  149.00	  194.00	   57.93	   -3.98	  -23.16
407	    6.00	  170.00	   97.00	   31.86	  -50.67	  -14.35
408	   18.00	  138.00	   86.00	   30.88	  -38.47	  -11.97
409	   81.00	   32.00	  217.00	   36.10	   45.64	  -50.49
410	  187.00	  241.00	  200.00	   81.30	  -17.28	    3.53
411	  171.00	   89.00	    3.00	   51.85	   23.10	   63.31
412	   80.00	   63.00	   82.00	   31.54	   10.73	   -3.56
413	  247.00	  196.00	  184.00	   82.76	    9.37	   16.87
414	    6.00	  101.00	  146.00	   24.57	  -11.51	  -42.15
415	  203.00	  132.00	  171.00	   68.74	   18.42	    5.53
416	   92.00	  198.00	    5.00	   53.35	  -37.85	   55.07
417	   94.00	  214.00	  156.00	   63.39	  -37.14	   -3.62
418	  111.00	  201.00	  199.00	   65.83	  -22.86	  -17.12
