CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
69	  126.00	  124.00	  142.00	   52.75	    2.76	   -4.36
70	   87.00	  105.00	   92.00	   40.04	   -3.84	   -0.94
71	   76.00	   79.00	   94.00	   34.24	    4.65	   -7.29
72	  178.00	  186.00	  198.00	   72.27	   -1.53	   -4.85
73	  137.00	  134.00	  155.00	   56.92	    3.57	   -6.26
74	  253.00	  229.00	  246.00	   89.92	    5.72	   -2.69
75	  194.00	  181.00	  170.00	   72.70	    0.73	    9.09
76	  123.00	  100.00	  113.00	   46.31	    8.57	    1.54
77	  148.00	  160.00	  173.00	   63.21	   -1.92	   -4.69
78	  170.00	  158.00	  145.00	   65.05	   -0.24	   10.40
79	  117.00	   93.00	   98.00	   43.96	    8.62	    4.86
80	  195.00	  173.00	  199.00	   72.45	    6.41	   -3.25
81	  190.00	  217.00	  197.00	   78.03	   -9.31	    1.77
82	  200.00	  209.00	  181.00	   77.57	   -5.82	    9.48
83	  136.00	  163.00	  161.00	   61.14	   -7.26	   -2.17
84	   59.00	   34.00	   36.00	   19.02	   12.62	    3.52
85	  186.00	  182.00	  211.00	   73.20	    2.53	   -8.62
86	   56.00	   82.00	   64.00	   28.71	   -4.94	   -1.26
87	   13.00	   38.00	   36.00	    9.77	   -3.60	   -7.90
88	  150.00	  121.00	  138.00	   55.67	    8.17	    2.98
89	   29.00	   25.00	    3.00	   11.38	    3.50	    9.39
90	   96.00	   78.00	   68.00	   36.03	    7.16	    8.02
91	   51.00	   75.00	   47.00	   25.05	   -4.97	    3.04
92	  242.00	  252.00	  219.00	   91.52	   -6.74	   10.60
93	  160.00	  161.00	  130.00	   63.47	   -3.74	   14.90
94	   83.00	   54.00	   57.00	   28.56	   12.62	    4.57
95	  209.00	  220.00	  187.00	   80.60	   -6.81	   10.81
96	  242.00	  241.00	  208.00	   88.98	   -4.53	   13.22
97	  236.00	  202.00	  213.00	   82.65	    6.88	    3.97
98	  247.00	  212.00	  216.00	   85.99	    6.36	    6.01
99	  211.00	  215.00	  246.00	   81.61	    1.37	  -13.27
100	  116.00	  138.00	  150.00	   54.19	   -3.51	   -7.45
101	   45.00	   71.00	   77.00	   25.61	   -1.35	  -10.41
102	  173.00	  138.00	  152.00	   62.94	    8.52	    6.01
103	    6.00	   32.00	    1.00	    9.95	   -8.77	    6.55
104	   89.00	   98.00	  123.00	   42.13	    3.05	  -11.65
105	  121.00	  156.00	  127.00	   56.30	  -12.19	    4.23
106	   10.00	   20.00	   42.00	    7.72	    5.72	  -11.41
107	   67.00	   74.00	   41.00	   28.07	   -0.74	   10.26
108	  211.00	  195.00	  233.00	   78.28	    6.09	  -10.85
109	  163.00	  185.00	  200.00	   71.24	   -3.70	   -8.59
110	  188.00	  151.00	  168.00	   67.90	    9.07	    4.93
111	  159.00	  138.00	  175.00	   62.63	    8.03	   -5.78
112	  138.00	  138.00	  102.00	   55.54	   -2.80	   16.43
113	   38.00	    5.00	   10.00	    9.15	   16.38	    5.07
114	   62.00	   59.00	   28.00	   24.26	    2.53	   12.94
115	   88.00	   92.00	   57.00	   37.54	   -0.91	   13.00
116	   67.00	   54.00	   89.00	   29.01	   12.95	  -10.68
117	  173.00	  212.00	  180.00	   74.98	  -13.50	    4.28
118	  110.00	  147.00	  139.00	   54.29	  -10.60	   -3.34
119	  201.00	  232.00	  192.00	   81.32	  -12.02	    7.66
120	   32.00	    8.00	   42.00	   11.09	   19.91	   -6.06
121	  207.00	  173.00	  214.00	   75.36	   10.16	   -6.09
122	   50.00	   87.00	   87.00	   30.54	   -5.61	  -10.15
123	  155.00	  196.00	  167.00	   69.21	  -13.88	    3.66
124	  191.00	  170.00	  150.00	   69.99	    1.26	   15.20
125	  176.00	  191.00	  218.00	   74.12	   -1.81	  -12.06
126	   92.00	  124.00	  131.00	   48.01	   -5.91	   -9.92
127	  203.00	  161.00	  164.00	   72.58	    8.09	   11.64
128	  148.00	  155.00	  114.00	   59.89	   -5.93	   17.30
129	   95.00	  111.00	   71.00	   42.56	   -5.45	   12.35
130	   40.00	   47.00	   79.00	   21.33	    8.72	  -15.77
131	  115.00	  157.00	  156.00	   57.27	  -11.70	   -6.66
132	  167.00	  164.00	  208.00	   68.73	    4.49	  -13.66
133	   28.00	   54.00	   67.00	   19.03	   -0.15	  -13.20
134	  229.00	  184.00	  198.00	   78.49	    9.73	    6.41
135	   41.00	   62.00	   23.00	   20.92	   -4.19	   10.76
136	  114.00	   73.00	   89.00	   40.63	   14.76	    4.47
137	   75.00	  117.00	   80.00	   40.75	  -10.78	    3.35
138	  141.00	  120.00	   98.00	   52.88	    3.24	   15.77
139	   82.00	   80.00	   41.00	   33.18	    0.70	   15.68
140	  142.00	  108.00	  152.00	   54.26	   13.08	   -5.43
141	    5.00	    0.00	   40.00	    7.07	   15.21	  -12.28
142	  175.00	  129.00	  164.00	   63.15	   13.49	    1.82
143	  249.00	  227.00	  200.00	   87.47	    1.23	   15.53
144	  158.00	  150.00	  197.00	   64.13	    6.55	  -13.65
145	  220.00	  172.00	  181.00	   75.84	   10.38	   10.16
146	  194.00	  198.00	  243.00	   77.07	    1.91	  -17.47
147	  225.00	  255.00	  205.00	   89.26	  -12.83	   12.93
148	   54.00	   28.00	   12.00	   16.87	   11.38	   12.59
149	  180.00	  229.00	  205.00	   78.53	  -14.99	   -1.73
150	   29.00	   72.00	   37.00	   21.04	  -11.01	    2.64
151	  144.00	   98.00	  122.00	   50.85	   14.33	    4.69
152	   98.00	  138.00	   92.00	   49.74	  -13.60	    8.19
153	  161.00	  197.00	  210.00	   72.79	   -8.10	  -11.55
154	   40.00	   84.00	   69.00	   26.96	   -8.95	   -6.04
155	  133.00	   87.00	  106.00	   46.22	   15.35	    5.65
156	  253.00	  202.00	  237.00	   84.89	   13.93	   -2.48
157	  230.00	  201.00	  252.00	   81.54	   10.52	  -14.52
158	  130.00	  178.00	  162.00	   63.15	  -14.69	   -2.47
159	  245.00	  196.00	  194.00	   82.73	    9.94	   12.16
160	  140.00	  189.00	  187.00	   66.69	  -13.38	   -8.66
161	  113.00	   72.00	   67.00	   39.42	   12.90	   12.68
162	  116.00	   87.00	  134.00	   45.76	   14.41	   -9.24
163	   77.00	   60.00	  106.00	   32.93	   14.78	  -13.36
164	  146.00	   98.00	  102.00	   50.86	   13.11	   12.64
165	  177.00	  213.00	  162.00	   75.62	  -14.64	   13.05
166	  165.00	  160.00	  116.00	   63.19	   -3.60	   21.38
167	  157.00	  115.00	  164.00	   57.92	   14.65	   -4.79
168	   52.00	   71.00	   99.00	   29.46	    3.52	  -16.51
169	  183.00	  234.00	  236.00	   79.89	  -12.59	  -12.69
170	   99.00	  149.00	  102.00	   52.21	  -17.61	    6.77
171	  142.00	  151.00	  194.00	   62.44	    2.18	  -16.05
172	   88.00	  138.00	  106.00	   48.84	  -15.38	   -0.26
173	  208.00	  249.00	  194.00	   85.21	  -15.31	   10.98
174	   63.00	   20.00	   67.00	   20.83	   24.62	   -6.11
175	  142.00	  195.00	  149.00	   66.49	  -19.14	    6.74
176	  212.00	  202.00	  158.00	   78.38	   -2.53	   21.48
177	  253.00	  197.00	  222.00	   84.11	   13.22	    3.18
178	   25.00	   72.00	   73.00	   21.36	   -8.15	  -13.77
179	   67.00	  117.00	   99.00	   40.47	  -12.43	   -7.00
180	   75.00	  114.00	   64.00	   39.00	  -11.38	   10.15
181	   93.00	  106.00	   56.00	   41.21	   -5.41	   17.24
182	  128.00	   92.00	   77.00	   46.15	    9.48	   16.05
183	   54.00	   31.00	   80.00	   22.22	   19.60	  -12.85
184	   45.00	    6.00	   54.00	   14.59	   25.67	   -6.93
185	   58.00	   43.00	   93.00	   26.13	   17.13	  -15.31
186	   75.00	  127.00	  116.00	   45.13	  -12.45	   -9.20
187	   53.00	   55.00	  104.00	   27.11	   11.93	  -19.51
188	  174.00	  231.00	  223.00	   78.06	  -15.24	  -10.12
189	  229.00	  180.00	  172.00	   77.71	    9.38	   16.60
190	   77.00	   51.00	   27.00	   26.11	    9.70	   15.68
191	  204.00	  148.00	  202.00	   71.38	   16.85	   -4.68
192	  240.00	  234.00	  182.00	   86.52	   -4.93	   22.83
193	  109.00	   87.00	   57.00	   40.50	    5.86	   17.65
194	  193.00	  137.00	  173.00	   67.12	   15.07	    3.44
195	  124.00	  173.00	  181.00	   61.82	  -11.98	  -11.53
196	    3.00	   54.00	   24.00	   11.34	  -16.51	   -1.47
197	   93.00	   40.00	   87.00	   30.73	   24.94	   -4.06
198	   91.00	  132.00	  147.00	   50.17	   -7.83	  -13.41
199	   49.00	  103.00	   82.00	   32.94	  -12.19	   -7.05
200	   48.00	  102.00	   67.00	   31.60	  -13.09	   -1.00
201	  114.00	  104.00	  161.00	   50.39	   10.78	  -16.66
202	   83.00	   88.00	  139.00	   40.50	    7.91	  -19.66
203	   94.00	   51.00	   40.00	   30.18	   15.38	   14.99
204	  191.00	  132.00	  145.00	   64.70	   14.14	   13.10
205	  250.00	  188.00	  243.00	   82.78	   18.31	   -6.61
206	  129.00	  188.00	  147.00	   63.90	  -19.38	    3.49
207	  245.00	  183.00	  203.00	   81.07	   14.47	    7.85
208	   14.00	   10.00	   63.00	   11.12	   17.28	  -18.49
209	  180.00	  242.00	  212.00	   80.65	  -18.17	   -3.05
210	    7.00	   59.00	   60.00	   13.36	  -10.64	  -15.70
211	  138.00	   81.00	  124.00	   47.32	   19.89	    0.22
212	   56.00	   97.00	   42.00	   30.18	  -11.15	   10.52
213	  196.00	  216.00	  155.00	   77.82	  -11.78	   19.83
214	   98.00	  133.00	   76.00	   47.28	  -13.01	   14.92
215	    0.00	   17.00	   53.00	    6.83	    6.14	  -18.48
216	  151.00	  125.00	  185.00	   59.61	   12.36	  -13.01
217	  121.00	   64.00	   79.00	   40.11	   18.82	    9.20
218	  160.00	  146.00	  101.00	   60.33	   -1.06	   24.36
219	   15.00	   61.00	    7.00	   15.97	  -14.39	   10.68
220	   68.00	   75.00	  126.00	   35.40	    8.31	  -21.58
221	  228.00	  175.00	  239.00	   77.88	   17.49	  -10.98
222	  175.00	  152.00	  215.00	   69.23	   10.89	  -15.87
223	  215.00	  152.00	  173.00	   72.90	   14.79	   10.04
224	   75.00	   25.00	   19.00	   21.83	   19.85	   15.05
225	  151.00	  215.00	  179.00	   72.44	  -20.47	   -0.38
226	  233.00	  168.00	  206.00	   77.37	   16.28	    2.95
227	  117.00	   58.00	  116.00	   40.08	   24.99	   -5.48
228	   57.00	    5.00	    1.00	   12.64	   21.44	   13.47
229	  158.00	  167.00	  223.00	   69.30	    3.57	  -21.38
230	  104.00	  166.00	  136.00	   57.03	  -19.57	   -0.92
231	  202.00	  156.00	  221.00	   73.50	   15.11	  -11.81
232	  163.00	  101.00	  155.00	   55.62	   20.12	   -1.62
233	  217.00	  163.00	  152.00	   74.37	    9.55	   20.26
234	  252.00	  248.00	  185.00	   91.44	   -5.71	   25.00
235	   61.00	  121.00	   67.00	   37.38	  -17.77	    5.17
236	  208.00	  166.00	  232.00	   74.51	   14.17	  -13.59
237	  165.00	  213.00	  148.00	   73.51	  -19.14	   15.72
238	  100.00	   72.00	   41.00	   35.85	    8.43	   19.12
239	   53.00	   99.00	  113.00	   34.83	   -6.71	  -18.40
240	  200.00	  179.00	  135.00	   73.21	   -0.08	   24.88
241	  185.00	  253.00	  223.00	   84.10	  -19.97	   -3.80
242	  160.00	   97.00	  115.00	   53.00	   17.26	   12.20
243	  118.00	  122.00	   61.00	   48.81	   -5.41	   25.19
244	   18.00	   77.00	   26.00	   19.65	  -17.90	    5.07
245	  221.00	  154.00	  211.00	   74.38	   18.90	   -4.07
246	  171.00	  202.00	  136.00	   72.11	  -14.85	   21.08
247	  153.00	  220.00	  162.00	   72.85	  -23.19	    8.73
248	   90.00	   30.00	   35.00	   25.11	   23.76	   12.57
249	  105.00	   44.00	   77.00	   32.96	   24.85	    3.07
250	    2.00	   45.00	   61.00	    9.67	   -5.78	  -19.44
251	  141.00	  130.00	  197.00	   59.48	    9.51	  -19.33
252	   81.00	   20.00	   49.00	   22.52	   27.97	    4.57
253	  109.00	  146.00	   81.00	   51.51	  -15.01	   17.85
254	  176.00	  234.00	  164.00	   78.27	  -22.18	   14.27
255	   89.00	   99.00	   36.00	   38.44	   -4.34	   23.85
256	   96.00	   52.00	  116.00	   35.71	   23.38	  -12.15
257	   68.00	  133.00	   99.00	   43.75	  -19.06	   -4.36
258	  101.00	  169.00	  122.00	   55.95	  -22.77	    3.55
259	   18.00	   81.00	   50.00	   20.50	  -18.01	   -4.00
260	   95.00	  163.00	  161.00	   55.71	  -18.30	  -12.52
261	  216.00	  247.00	  174.00	   85.26	  -14.59	   20.69
262	  109.00	  120.00	  178.00	   52.97	    4.81	  -21.61
263	   59.00	  125.00	   88.00	   39.39	  -18.40	   -3.51
264	  103.00	  157.00	   89.00	   53.21	  -20.82	   13.96
265	  172.00	  107.00	  103.00	   56.51	   15.86	   20.65
266	  146.00	  186.00	  218.00	   69.77	   -6.07	  -19.99
267	  167.00	   98.00	  141.00	   55.56	   21.14	    4.66
268	   81.00	   67.00	   17.00	   30.31	    4.61	   25.00
269	   28.00	   83.00	   93.00	   25.31	   -8.62	  -20.38
270	  121.00	   89.00	  158.00	   49.45	   17.73	  -15.68
271	   82.00	  104.00	  151.00	   44.38	    2.66	  -22.01
272	  121.00	  139.00	  193.00	   57.74	    1.95	  -21.88
273	   74.00	    9.00	   70.00	   21.43	   32.97	   -3.70
274	  147.00	  214.00	  221.00	   73.40	  -15.68	  -16.92
275	  180.00	  126.00	  108.00	   60.86	   10.97	   23.33
276	    0.00	   65.00	   46.00	   11.65	  -19.08	  -10.99
277	  179.00	  175.00	  107.00	   67.87	   -6.15	   30.85
278	  115.00	  177.00	  105.00	   58.64	  -23.72	   14.22
279	  173.00	  250.00	  179.00	   80.21	  -26.34	    9.16
280	  125.00	  199.00	  183.00	   66.43	  -20.67	   -9.28
281	   92.00	  128.00	  164.00	   51.24	   -3.68	  -19.58
282	   61.00	   45.00	  114.00	   27.76	   19.83	  -21.87
283	  226.00	  150.00	  154.00	   73.91	   16.88	   19.76
284	  187.00	  215.00	  139.00	   76.07	  -15.65	   24.42
285	  180.00	  152.00	  229.00	   70.19	   14.02	  -20.01
286	   56.00	  127.00	  121.00	   41.12	  -17.41	  -17.31
287	   24.00	   77.00	    9.00	   20.89	  -17.08	   14.65
288	   75.00	   51.00	    7.00	   25.99	    9.03	   24.90
289	   32.00	  102.00	   91.00	   29.08	  -15.85	  -16.19
290	  196.00	  161.00	  120.00	   69.60	    3.53	   27.52
291	  132.00	   60.00	  102.00	   42.67	   25.28	    4.11
292	  225.00	  241.00	  162.00	   85.42	  -11.21	   26.71
293	   46.00	   24.00	   94.00	   21.42	   23.88	  -19.68
294	  125.00	   79.00	   53.00	   43.12	   12.31	   23.17
295	  141.00	  246.00	   73.00	   71.41	  -44.74	   44.96
296	   26.00	    0.00	    0.00	    5.88	   11.47	    4.44
297	   47.00	   11.00	   19.00	   12.81	   17.93	    4.85
298	   46.00	    5.00	  255.00	   30.84	   60.65	  -60.53
299	   61.00	  120.00	   14.00	   33.90	  -20.05	   30.38
300	   66.00	  133.00	   41.00	   39.42	  -23.31	   20.05
301	  228.00	   36.00	  193.00	   55.06	   63.72	   -3.85
302	  231.00	    6.00	  189.00	   48.40	   73.51	    1.36
303	  132.00	   93.00	   96.00	   46.64	   11.35	    9.91
304	  146.00	  120.00	   97.00	   53.97	    4.01	   17.97
305	   70.00	    5.00	    0.00	   15.32	   25.15	   17.49
306	   13.00	   68.00	  241.00	   28.92	   26.26	  -77.04
307	   65.00	    4.00	  181.00	   26.01	   48.37	  -38.00
308	   31.00	   90.00	  252.00	   35.99	   18.56	  -73.59
309	   66.00	  248.00	  235.00	   67.85	  -43.46	  -32.44
310	   87.00	  252.00	  213.00	   70.44	  -43.67	  -20.11
311	   36.00	  250.00	  223.00	   62.67	  -50.51	  -35.47
312	   51.00	  226.00	  211.00	   61.10	  -43.94	  -34.28
313	   29.00	   52.00	  208.00	   30.06	   27.66	  -64.04
314	  175.00	  110.00	   95.00	   57.27	   14.90	   25.17
315	  158.00	  255.00	    2.00	   73.88	  -33.74	   82.47
316	  171.00	  248.00	   29.00	   75.58	  -34.76	   74.18
317	  139.00	   25.00	  106.00	   37.19	   43.49	    2.32
318	  162.00	   11.00	  121.00	   39.29	   56.03	    3.93
319	  177.00	  179.00	   70.00	   67.10	   -9.18	   46.35
320	  177.00	  206.00	   85.00	   71.87	  -18.58	   43.22
321	  200.00	  143.00	  180.00	   69.74	   15.12	    3.22
322	  225.00	  146.00	  162.00	   73.40	   18.23	   15.45
323	    2.00	   39.00	  241.00	   23.24	   40.33	  -80.01
324	  244.00	    1.00	  240.00	   50.16	   78.67	   -7.09
325	  249.00	   20.00	  216.00	   53.92	   74.56	   -4.55
326	  239.00	   91.00	  168.00	   67.38	   40.08	   10.98
327	  254.00	   99.00	  194.00	   70.09	   44.33	    3.72
328	   56.00	   31.00	   41.00	   18.42	   13.55	    0.74
329	   86.00	  213.00	  213.00	   64.76	  -30.51	  -25.95
330	  111.00	  231.00	  209.00	   71.11	  -31.88	  -17.03
331	  164.00	  219.00	   20.00	   69.41	  -25.04	   71.84
332	  193.00	    8.00	  120.00	   43.65	   63.56	   13.30
333	  105.00	  111.00	  186.00	   51.77	    8.80	  -27.19
334	  138.00	   85.00	    4.00	   44.31	   14.84	   51.25
335	  146.00	   82.00	   34.00	   45.82	   15.97	   38.09
336	  136.00	  234.00	  116.00	   71.16	  -39.27	   24.62
337	  151.00	  211.00	  131.00	   70.60	  -24.26	   18.47
338	   46.00	  237.00	  156.00	   57.97	  -58.88	  -14.99
339	   58.00	  208.00	  155.00	   56.08	  -44.69	  -16.18
340	  206.00	  234.00	   54.00	   79.38	  -19.69	   66.85
341	  225.00	  210.00	   47.00	   78.73	   -6.31	   72.98
342	   55.00	  116.00	  102.00	   38.10	  -14.57	  -11.94
343	   58.00	  147.00	   98.00	   43.38	  -28.62	   -4.09
344	  200.00	   17.00	  170.00	   46.76	   64.09	   -1.51
345	  221.00	   21.00	  147.00	   51.24	   65.34	   11.78
346	   88.00	    5.00	  155.00	   28.20	   47.94	  -24.07
347	  103.00	   26.00	  173.00	   36.11	   44.81	  -28.85
348	  101.00	  139.00	  200.00	   55.38	   -1.38	  -29.10
349	  156.00	    0.00	   92.00	   36.17	   57.93	   10.65
350	  230.00	   78.00	   81.00	   62.19	   39.40	   40.85
351	  241.00	   84.00	  110.00	   65.38	   40.07	   34.81
352	  149.00	    1.00	    6.00	   32.78	   48.61	   33.94
353	  216.00	  150.00	  241.00	   73.46	   22.54	  -16.83
354	  224.00	  120.00	  247.00	   70.11	   35.81	  -20.33
355	   10.00	  162.00	  163.00	   36.08	  -33.67	  -39.58
356	   16.00	  132.00	  155.00	   33.78	  -23.08	  -39.48
357	    8.00	   39.00	  169.00	   19.39	   22.90	  -56.09
358	   13.00	   70.00	  165.00	   24.92	    7.57	  -52.63
359	  103.00	    5.00	  213.00	   33.89	   57.10	  -37.10
360	  255.00	  165.00	   79.00	   78.82	   16.03	   58.40
361	  134.00	    9.00	  218.00	   39.16	   59.85	  -30.14
362	  221.00	   57.00	  103.00	   56.81	   46.53	   28.92
363	   62.00	  182.00	   28.00	   46.14	  -43.68	   33.67
364	   80.00	  185.00	    2.00	   48.88	  -35.60	   50.96
365	   13.00	  231.00	   36.00	   44.18	  -79.68	   23.03
366	   36.00	  248.00	   50.00	   51.84	  -77.49	   28.60
367	   72.00	  175.00	  159.00	   53.54	  -29.05	  -16.62
368	   90.00	  171.00	  133.00	   55.23	  -25.39	   -3.34
369	   84.00	  210.00	  248.00	   65.19	  -22.91	  -38.30
370	    7.00	  102.00	  141.00	   24.58	  -13.01	  -40.08
371	  102.00	  189.00	  232.00	   64.90	  -14.79	  -31.61
372	  221.00	   88.00	   52.00	   61.77	   32.93	   51.71
373	  141.00	  220.00	  211.00	   73.48	  -21.50	  -13.40
374	  118.00	  248.00	  254.00	   75.04	  -28.51	  -29.81
375	  165.00	  178.00	  157.00	   67.43	   -5.73	    7.51
376	  150.00	  246.00	  255.00	   79.13	  -20.42	  -24.04
377	   91.00	  178.00	   68.00	   54.47	  -33.78	   23.47
378	  116.00	  180.00	   48.00	   57.79	  -28.13	   40.17
379	   59.00	   45.00	  199.00	   33.68	   33.57	  -51.79
380	   92.00	  152.00	   40.00	   48.23	  -23.99	   31.66
381	  112.00	  181.00	    3.00	   54.15	  -25.41	   59.07
382	  181.00	  141.00	  154.00	   64.28	    9.28	    8.12
383	  214.00	  166.00	  213.00	   75.38	   13.79	   -5.02
384	   59.00	   46.00	    0.00	   21.62	    5.74	   23.28
385	  237.00	  191.00	   72.00	   78.79	    2.97	   60.04
386	   16.00	   88.00	   36.00	   20.74	  -22.61	    2.16
387	   19.00	   84.00	   68.00	   21.65	  -15.77	  -11.99
388	  170.00	  194.00	   42.00	   67.11	  -16.53	   59.69
389	  123.00	  157.00	   22.00	   53.21	  -16.43	   52.29
390	  137.00	   68.00	  218.00	   50.97	   35.93	  -34.10
391	  167.00	   78.00	  210.00	   55.89	   36.08	  -22.41
392	   48.00	   90.00	   42.00	   27.20	  -10.83	    7.18
393	  131.00	  101.00	  203.00	   54.58	   19.80	  -27.47
394	  229.00	  200.00	  160.00	   80.21	    2.35	   24.27
395	  250.00	  176.00	  153.00	   80.08	   14.51	   27.91
396	  208.00	   42.00	   77.00	   51.75	   49.39	   34.60
397	  129.00	  182.00	   78.00	   59.90	  -24.10	   29.97
398	  129.00	  147.00	  135.00	   56.19	   -4.93	    2.70
399	  138.00	  157.00	  105.00	   58.38	   -9.74	   17.89
400	   52.00	   88.00	  119.00	   33.13	   -1.65	  -22.15
401	  120.00	   34.00	  146.00	   38.29	   40.64	  -15.28
402	  186.00	  141.00	   93.00	   63.89	    6.24	   33.60
403	   35.00	  214.00	   54.00	   48.15	  -67.74	   18.58
404	  247.00	  193.00	   29.00	   80.49	    5.32	   84.08
405	  254.00	  184.00	  185.00	   82.35	   14.89	   16.49
406	   77.00	  237.00	  185.00	   65.82	  -44.98	  -15.62
407	   58.00	  173.00	  124.00	   49.54	  -37.44	   -9.62
408	   81.00	   46.00	   99.00	   30.37	   21.03	  -10.81
409	  113.00	   48.00	  108.00	   36.64	   28.10	   -5.03
410	  178.00	  210.00	  155.00	   74.95	  -14.07	   15.61
411	  195.00	  230.00	  176.00	   80.17	  -14.26	   12.44
412	    3.00	  123.00	  115.00	   24.17	  -26.75	  -28.97
413	   89.00	   28.00	   34.00	   25.07	   24.08	   12.68
414	   25.00	   89.00	  208.00	   33.88	    9.39	  -63.24
415	   52.00	   74.00	  222.00	   39.33	   22.60	  -60.69
416	  139.00	  200.00	  173.00	   68.48	  -18.91	   -2.19
417	  151.00	  172.00	  188.00	   65.99	   -3.95	   -7.95
418	   38.00	  238.00	   14.00	   51.57	  -67.90	   43.54
