NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
117	146.00	 36.00	  0.00
118	102.00	  0.00	  0.00
119	217.00	163.00	152.00
120	 36.00	219.00	109.00
121	 13.00	251.00	149.00
122	172.00	107.00	103.00
123	225.00	225.00	225.00
124	  0.00	153.00	 51.00
125	  0.00	 36.00	219.00
126	219.00	219.00	 73.00
127	230.00	201.00	252.00
128	230.00	 77.00	128.00
129	128.00	179.00	179.00
130	  0.00	146.00	146.00
131	200.00	200.00	164.00
132	146.00	146.00	109.00
133	212.00	202.00	158.00
134	 36.00	182.00	 73.00
135	182.00	182.00	109.00
136	237.00	 91.00	237.00
137	 78.00	 90.00	 78.00
138	 87.00	252.00	213.00
139	 91.00	200.00	 55.00
140	 36.00	 73.00	 36.00
141	255.00	 73.00	109.00
142	 55.00	200.00	128.00
143	 32.00	  8.00	 42.00
144	128.00	 77.00	230.00
145	200.00	237.00	 91.00
146	179.00	230.00	230.00
147	204.00	110.00	171.00
148	255.00	 73.00	 36.00
149	146.00	120.00	 97.00
150	255.00	182.00	219.00
151	146.00	255.00	146.00
152	 55.00	 18.00	 91.00
153	 91.00	 18.00	128.00
154	182.00	182.00	255.00
155	  5.00	235.00	 82.00
156	202.00	156.00	221.00
157	203.00	161.00	164.00
158	200.00	200.00	 55.00
159	146.00	 73.00	255.00
160	200.00	200.00	237.00
161	200.00	 91.00	237.00
162	109.00	255.00	 36.00
163	 73.00	146.00	 36.00
164	  0.00	 51.00	102.00
165	195.00	173.00	199.00
166	 51.00	  0.00	  0.00
167	  3.00	117.00	189.00
168	237.00	164.00	 55.00
169	255.00	153.00	  0.00
170	146.00	182.00	 36.00
171	230.00	230.00	179.00
172	 91.00	164.00	237.00
173	121.00	 64.00	 79.00
174	 36.00	  0.00	  0.00
175	109.00	 73.00	146.00
176	 18.00	200.00	128.00
177	 18.00	200.00	 91.00
178	 91.00	 18.00	164.00
179	 52.00	 13.00	 13.00
180	211.00	195.00	233.00
181	 73.00	 73.00	255.00
182	 18.00	164.00	 55.00
183	228.00	 36.00	193.00
184	 36.00	 73.00	219.00
185	102.00	102.00	153.00
186	109.00	 73.00	219.00
187	 96.00	 96.00	108.00
188	237.00	191.00	 72.00
189	  0.00	182.00	255.00
190	103.00	 26.00	173.00
191	 91.00	 55.00	 91.00
192	117.00	 93.00	 98.00
193	 77.00	 26.00	 77.00
194	146.00	  0.00	 73.00
195	164.00	200.00	 18.00
196	 73.00	109.00	255.00
197	204.00	  0.00	  0.00
198	146.00	186.00	218.00
199	237.00	 18.00	237.00
200	128.00	 55.00	237.00
201	109.00	 36.00	146.00
202	 13.00	 70.00	165.00
203	 18.00	 55.00	 18.00
204	  0.00	219.00	 36.00
205	219.00	255.00	 73.00
206	 15.00	222.00	204.00
207	 36.00	146.00	219.00
208	  0.00	 51.00	153.00
209	 89.00	 28.00	 34.00
210	237.00	 91.00	 18.00
211	182.00	 36.00	  0.00
212	160.00	160.00	172.00
213	164.00	200.00	128.00
214	237.00	237.00	 55.00
215	  7.00	157.00	  8.00
216	236.00	202.00	213.00
217	 36.00	182.00	 36.00
218	153.00	204.00	 51.00
219	233.00	168.00	206.00
220	132.00	 93.00	 96.00
221	 73.00	219.00	  0.00
222	169.00	169.00	181.00
223	255.00	 73.00	219.00
224	 77.00	179.00	 26.00
225	 81.00	 46.00	 99.00
226	 59.00	 45.00	199.00
227	 26.00	128.00	179.00
228	160.00	146.00	101.00
229	255.00	120.00	 61.00
230	219.00	255.00	146.00
231	230.00	128.00	230.00
232	233.00	245.00	233.00
233	 56.00	 97.00	 42.00
234	  0.00	219.00	219.00
235	146.00	 98.00	102.00
236	249.00	153.00	228.00
237	237.00	 18.00	128.00
238	 91.00	164.00	 18.00
239	254.00	238.00	195.00
240	114.00	 73.00	 89.00
241	219.00	182.00	 73.00
242	 73.00	146.00	  0.00
243	 51.00	102.00	  0.00
244	113.00	 48.00	108.00
245	128.00	179.00	230.00
246	 18.00	200.00	237.00
247	230.00	179.00	 26.00
248	 91.00	 18.00	237.00
249	  9.00	  7.00	 66.00
250	158.00	150.00	197.00
251	 73.00	255.00	182.00
252	237.00	200.00	128.00
253	191.00	170.00	150.00
254	153.00	  0.00	  0.00
255	 73.00	 73.00	 73.00
256	182.00	219.00	219.00
257	209.00	220.00	187.00
258	237.00	128.00	 55.00
259	255.00	  0.00	204.00
260	 51.00	204.00	102.00
261	237.00	 18.00	164.00
262	136.00	234.00	116.00
263	 36.00	219.00	255.00
264	163.00	101.00	155.00
265	 12.00	 42.00	 17.00
266	 55.00	164.00	128.00
267	 82.00	 82.00	 82.00
268	190.00	217.00	197.00
269	  0.00	255.00	  0.00
270	126.00	114.00	114.00
271	  0.00	204.00	255.00
272	219.00	255.00	  0.00
273	 18.00	 55.00	200.00
274	146.00	 73.00	182.00
275	 73.00	255.00	 73.00
276	177.00	179.00	 70.00
277	 90.00	 64.00	 31.00
278	 73.00	146.00	219.00
279	128.00	179.00	 77.00
280	181.00	250.00	151.00
281	 18.00	200.00	200.00
282	230.00	179.00	179.00
283	 91.00	 91.00	237.00
284	237.00	237.00	128.00
285	 18.00	 91.00	200.00
286	142.00	151.00	194.00
287	200.00	 18.00	237.00
288	128.00	164.00	 91.00
289	102.00	255.00	255.00
290	  6.00	  2.00	233.00
291	 77.00	 26.00	 26.00
292	242.00	242.00	254.00
293	219.00	  0.00	 73.00
294	 51.00	153.00	204.00
295	146.00	 73.00	 36.00
296	109.00	  0.00	219.00
297	173.00	  8.00	233.00
298	114.00	126.00	114.00
299	255.00	204.00	204.00
300	180.00	242.00	212.00
301	179.00	128.00	179.00
302	179.00	 26.00	 26.00
303	179.00	230.00	 26.00
304	125.00	125.00	125.00
305	 87.00	 99.00	 87.00
306	 36.00	146.00	109.00
307	  0.00	102.00	102.00
308	 51.00	226.00	211.00
309	 36.00	146.00	189.00
310	185.00	185.00	185.00
311	102.00	255.00	102.00
312	 85.00	223.00	 28.00
313	 26.00	230.00	179.00
314	164.00	237.00	200.00
315	 26.00	  0.00	  0.00
316	146.00	  0.00	219.00
317	  0.00	109.00	 73.00
318	153.00	  0.00	153.00
319	125.00	 79.00	 53.00
320	255.00	102.00	 51.00
321	182.00	109.00	  0.00
322	109.00	146.00	 81.00
323	109.00	 73.00	109.00
324	102.00	 51.00	255.00
325	128.00	 55.00	 91.00
326	 81.00	 20.00	 49.00
327	146.00	  0.00	182.00
328	  0.00	146.00	182.00
329	 18.00	164.00	 91.00
330	221.00	154.00	211.00
331	  0.00	 73.00	109.00
332	143.00	192.00	247.00
333	102.00	102.00	 51.00
334	146.00	146.00	 73.00
335	219.00	109.00	  0.00
336	187.00	229.00	230.00
337	115.00	115.00	154.00
338	255.00	  0.00	  0.00
339	146.00	103.00	162.00
340	178.00	210.00	155.00
341	164.00	200.00	 91.00
342	 18.00	 55.00	128.00
343	 55.00	 55.00	 18.00
344	102.00	204.00	102.00
345	 51.00	153.00	153.00
346	204.00	204.00	204.00
347	255.00	219.00	 73.00
348	 91.00	 91.00	 18.00
349	 73.00	219.00	182.00
350	219.00	146.00	 36.00
351	  0.00	153.00	  0.00
352	255.00	255.00	 51.00
353	146.00	219.00	 73.00
354	128.00	 77.00	 26.00
355	237.00	164.00	164.00
356	129.00	188.00	147.00
357	 77.00	230.00	128.00
358	109.00	109.00	182.00
359	182.00	146.00	  0.00
360	251.00	254.00	120.00
361	 41.00	 62.00	 23.00
362	153.00	  0.00	 51.00
363	  0.00	  0.00	  0.00
364	205.00	195.00	192.00
365	200.00	164.00	 18.00
366	119.00	139.00	242.00
367	255.00	102.00	  0.00
368	 88.00	138.00	106.00
369	219.00	 73.00	109.00
370	 70.00	 70.00	 70.00
371	128.00	128.00	 26.00
372	237.00	200.00	 55.00
373	182.00	109.00	182.00
374	 77.00	128.00	 77.00
375	136.00	163.00	161.00
376	 81.00	 67.00	 17.00
377	  0.00	255.00	102.00
378	 98.00	138.00	 92.00
379	 91.00	200.00	 91.00
380	237.00	128.00	128.00
381	208.00	 42.00	 77.00
382	  0.00	  0.00	 36.00
383	182.00	219.00	109.00
384	229.00	184.00	198.00
385	118.00	122.00	 61.00
386	128.00	 55.00	164.00
387	182.00	109.00	109.00
388	204.00	153.00	102.00
389	 18.00	 55.00	 91.00
390	 53.00	 99.00	113.00
391	255.00	255.00	255.00
392	 26.00	 77.00	 26.00
393	 64.00	 64.00	103.00
394	146.00	 73.00	 73.00
395	151.00	211.00	131.00
396	 51.00	 75.00	 47.00
397	182.00	255.00	219.00
398	 18.00	164.00	237.00
399	255.00	  0.00	 73.00
400	245.00	245.00	245.00
401	 59.00	125.00	 88.00
402	204.00	  0.00	102.00
403	 14.00	 10.00	 63.00
404	164.00	128.00	164.00
405	221.00	 88.00	 52.00
406	254.00	184.00	185.00
407	219.00	  0.00	219.00
408	121.00	139.00	193.00
409	121.00	 36.00	 64.00
410	146.00	255.00	182.00
411	255.00	255.00	219.00
412	 26.00	179.00	179.00
413	109.00	219.00	  0.00
414	179.00	230.00	128.00
415	146.00	219.00	  0.00
416	153.00	255.00	  0.00
417	128.00	 18.00	 18.00
418	255.00	146.00	146.00
419	 36.00	219.00	146.00
420	245.00	183.00	203.00
421	164.00	128.00	200.00
422	230.00	 77.00	 26.00
423	164.00	200.00	 55.00
424	 36.00	 36.00	 36.00
425	 73.00	146.00	182.00
426	254.00	  5.00	 19.00
427	233.00	233.00	245.00
428	 69.00	144.00	180.00
429	 89.00	 89.00	128.00
430	204.00	153.00	204.00
431	219.00	182.00	 36.00
432	  0.00	 36.00	 36.00
433	146.00	182.00	219.00
434	109.00	146.00	109.00
435	217.00	217.00	255.00
436	 73.00	 36.00	109.00
437	255.00	 73.00	255.00
438	  0.00	182.00	219.00
439	194.00	181.00	170.00
440	  0.00	  0.00	219.00
441	146.00	146.00	182.00
442	141.00	120.00	 98.00
443	255.00	153.00	153.00
444	219.00	  0.00	 36.00
445	 12.00	 23.00	 19.00
446	 75.00	117.00	 80.00
447	102.00	 51.00	 51.00
448	109.00	208.00	146.00
449	146.00	 73.00	219.00
450	140.00	 21.00	250.00
451	159.00	138.00	175.00
452	137.00	134.00	155.00
453	196.00	216.00	155.00
454	128.00	 91.00	128.00
455	126.00	124.00	142.00
456	255.00	109.00	219.00
457	160.00	 97.00	115.00
458	  0.00	219.00	146.00
459	163.00	179.00	220.00
460	 10.00	 10.00	 10.00
461	 26.00	128.00	230.00
462	153.00	102.00	255.00
463	219.00	146.00	 73.00
464	109.00	219.00	 36.00
465	 55.00	237.00	 91.00
466	 26.00	 26.00	 77.00
467	242.00	254.00	242.00
468	163.00	151.00	151.00
469	255.00	219.00	182.00
470	194.00	198.00	243.00
471	170.00	 52.00	119.00
472	102.00	  0.00	255.00
473	209.00	 93.00	139.00
474	182.00	146.00	146.00
475	182.00	255.00	 36.00
476	128.00	237.00	 18.00
477	128.00	 92.00	 77.00
478	 67.00	117.00	 99.00
479	109.00	109.00	  0.00
480	 73.00	182.00	146.00
481	176.00	170.00	170.00
482	 38.00	  5.00	 10.00
483	 36.00	 73.00	109.00
484	 10.00	162.00	163.00
485	 27.00	 27.00	 27.00
486	 36.00	146.00	  0.00
487	 36.00	250.00	223.00
488	109.00	146.00	 36.00
489	109.00	219.00	219.00
490	105.00	 44.00	 77.00
491	128.00	 77.00	128.00
492	231.00	  5.00	 59.00
493	255.00	255.00	  0.00
494	128.00	 55.00	 55.00
495	 62.00	 59.00	 28.00
496	 32.00	 32.00	 44.00
497	 92.00	128.00	164.00
498	164.00	128.00	128.00
499	204.00	 51.00	102.00
500	198.00	178.00	118.00
501	109.00	146.00	255.00
502	147.00	214.00	221.00
503	113.00	 72.00	 67.00
504	141.00	246.00	 73.00
505	 18.00	 91.00	128.00
506	255.00	255.00	255.00
507	 18.00	200.00	 55.00
508	101.00	169.00	122.00
509	255.00	255.00	146.00
510	255.00	146.00	219.00
511	105.00	105.00	105.00
512	 54.00	 28.00	 12.00
513	153.00	153.00	255.00
514	164.00	164.00	200.00
515	109.00	 36.00	255.00
516	 18.00	164.00	 18.00
517	154.00	142.00	142.00
518	 44.00	 36.00	 99.00
519	227.00	215.00	215.00
520	255.00	153.00	 51.00
521	 68.00	133.00	 99.00
522	 99.00	149.00	102.00
523	205.00	217.00	205.00
524	204.00	  0.00	255.00
525	177.00	213.00	162.00
526	 77.00	 77.00	179.00
527	165.00	165.00	165.00
528	 67.00	 54.00	 89.00
529	 65.00	 65.00	 65.00
530	179.00	230.00	179.00
531	 76.00	 79.00	 94.00
532	 55.00	164.00	 18.00
533	 28.00	178.00	 56.00
534	135.00	135.00	135.00
535	219.00	146.00	  0.00
536	 13.00	 68.00	241.00
537	  0.00	255.00	204.00
538	211.00	215.00	246.00
539	182.00	255.00	182.00
540	164.00	164.00	 91.00
541	200.00	 55.00	 18.00
542	179.00	 77.00	 26.00
543	195.00	195.00	195.00
544	230.00	230.00	 77.00
545	 58.00	 43.00	 93.00
546	128.00	128.00	 55.00
547	200.00	237.00	237.00
548	142.00	142.00	154.00
549	128.00	164.00	200.00
550	 36.00	 36.00	182.00
551	121.00	156.00	127.00
552	153.00	255.00	102.00
553	179.00	179.00	179.00
554	 73.00	 36.00	255.00
555	154.00	115.00	115.00
556	200.00	128.00	 18.00
557	224.00	120.00	247.00
558	183.00	234.00	236.00
559	 77.00	 60.00	106.00
560	215.00	227.00	215.00
561	182.00	255.00	  0.00
562	128.00	 18.00	 91.00
563	109.00	255.00	146.00
564	 51.00	 51.00	255.00
565	109.00	  0.00	  0.00
566	180.00	152.00	229.00
567	112.00	181.00	  3.00
568	 36.00	219.00	 73.00
569	 26.00	230.00	128.00
570	 18.00	128.00	128.00
571	 13.00	 38.00	 36.00
572	  0.00	182.00	182.00
573	 55.00	200.00	 55.00
574	179.00	 77.00	 77.00
575	146.00	219.00	 36.00
576	200.00	 91.00	164.00
577	139.00	200.00	173.00
578	128.00	237.00	237.00
579	164.00	 55.00	128.00
580	 19.00	227.00	251.00
581	195.00	230.00	176.00
582	128.00	128.00	179.00
583	 91.00	128.00	 18.00
584	 55.00	 91.00	 91.00
585	109.00	219.00	255.00
586	182.00	125.00	254.00
587	 75.00	 75.00	 75.00
588	241.00	 84.00	110.00
589	138.00	138.00	102.00
590	255.00	 36.00	  0.00
591	146.00	255.00	109.00
592	 58.00	147.00	 98.00
593	 91.00	 55.00	 18.00
594	146.00	 36.00	 36.00
595	153.00	102.00	  0.00
596	204.00	 51.00	204.00
597	166.00	166.00	205.00
598	153.00	 51.00	  0.00
599	 51.00	  0.00	204.00
600	255.00	204.00	102.00
601	  0.00	255.00	 36.00
602	109.00	109.00	146.00
603	219.00	182.00	182.00
604	  0.00	 51.00	  0.00
605	255.00	182.00	  0.00
606	153.00	204.00	102.00
607	200.00	 55.00	237.00
608	179.00	 77.00	230.00
609	 26.00	  0.00	  0.00
610	146.00	219.00	219.00
611	182.00	 73.00	182.00
612	164.00	 18.00	166.00
613	164.00	128.00	237.00
614	 32.00	 44.00	 32.00
615	 55.00	 18.00	 18.00
616	219.00	146.00	219.00
617	255.00	182.00	146.00
618	 73.00	109.00	109.00
619	191.00	191.00	191.00
620	255.00	204.00	 51.00
621	 61.00	121.00	 67.00
622	164.00	 91.00	164.00
623	128.00	164.00	 55.00
624	171.00	202.00	136.00
625	202.00	 57.00	184.00
626	 62.00	 26.00	129.00
627	 51.00	 51.00	153.00
628	164.00	128.00	 55.00
629	 55.00	200.00	164.00
630	110.00	110.00	110.00
631	255.00	219.00	219.00
632	167.00	164.00	208.00
633	 52.00	 88.00	119.00
634	 55.00	237.00	200.00
635	102.00	 51.00	153.00
636	 36.00	109.00	109.00
637	219.00	182.00	146.00
638	255.00	182.00	 73.00
639	164.00	 18.00	 55.00
640	  0.00	255.00	182.00
641	138.00	 81.00	124.00
642	146.00	146.00	219.00
643	255.00	  0.00	146.00
644	164.00	 91.00	128.00
645	 82.00	 86.00	148.00
646	102.00	255.00	 51.00
647	 18.00	128.00	237.00
648	153.00	153.00	153.00
649	 18.00	 18.00	164.00
650	237.00	128.00	 18.00
651	182.00	219.00	146.00
652	  0.00	219.00	255.00
653	245.00	140.00	194.00
654	 55.00	200.00	237.00
655	200.00	237.00	128.00
656	146.00	 73.00	146.00
657	  0.00	  0.00	  0.00
658	 55.00	 18.00	200.00
659	  6.00	 32.00	  1.00
660	 49.00	 83.00	  7.00
661	130.00	178.00	162.00
662	109.00	  0.00	 36.00
663	225.00	241.00	162.00
664	 73.00	182.00	 73.00
665	  0.00	 51.00	204.00
666	 89.00	158.00	246.00
667	 66.00	133.00	 41.00
668	128.00	 55.00	200.00
669	 77.00	 77.00	230.00
670	 73.00	 73.00	182.00
671	249.00	 20.00	216.00
672	109.00	182.00	255.00
673	245.00	196.00	194.00
674	204.00	204.00	255.00
675	128.00	230.00	230.00
676	128.00	 26.00	 77.00
677	 36.00	219.00	219.00
678	 12.00	 39.00	118.00
679	  0.00	  0.00	204.00
680	 51.00	 51.00	204.00
681	 55.00	237.00	 55.00
682	146.00	 36.00	219.00
683	146.00	255.00	  0.00
684	230.00	232.00	253.00
685	 91.00	 91.00	 91.00
686	109.00	 36.00	  0.00
687	196.00	196.00	208.00
688	219.00	 73.00	 73.00
689	 50.00	 50.00	 50.00
690	 36.00	 36.00	255.00
691	111.00	231.00	209.00
692	 93.00	 40.00	 87.00
693	 13.00	231.00	 36.00
694	255.00	102.00	102.00
695	 45.00	 45.00	 45.00
696	 91.00	128.00	 91.00
697	  0.00	146.00	 36.00
698	 77.00	230.00	 26.00
699	182.00	219.00	 73.00
700	 91.00	237.00	 18.00
701	 95.00	 95.00	 95.00
702	160.00	160.00	160.00
703	109.00	255.00	  0.00
704	 29.00	 72.00	 37.00
705	 90.00	171.00	133.00
706	255.00	255.00	204.00
707	 91.00	200.00	128.00
708	191.00	132.00	145.00
709	123.00	100.00	113.00
710	 18.00	 18.00	 18.00
711	 18.00	164.00	200.00
712	 26.00	 26.00	128.00
713	128.00	128.00	 77.00
714	  0.00	  0.00	255.00
715	231.00	  6.00	189.00
716	237.00	200.00	 91.00
717	182.00	255.00	255.00
718	153.00	153.00	102.00
719	196.00	161.00	120.00
720	164.00	237.00	 18.00
721	 70.00	 70.00	 82.00
722	255.00	165.00	 79.00
723	 82.00	104.00	151.00
724	255.00	 73.00	 73.00
725	145.00	133.00	133.00
726	128.00	164.00	 18.00
727	255.00	146.00	109.00
728	 36.00	 73.00	146.00
729	200.00	 18.00	164.00
730	 73.00	  0.00	 36.00
731	128.00	200.00	128.00
732	146.00	109.00	182.00
733	237.00	 55.00	164.00
734	182.00	  0.00	 73.00
735	182.00	219.00	255.00
736	  0.00	  0.00	153.00
737	160.00	161.00	130.00
738	 73.00	 73.00	219.00
739	109.00	 87.00	 57.00
740	204.00	153.00	153.00
741	109.00	219.00	109.00
742	114.00	104.00	161.00
743	255.00	219.00	255.00
744	109.00	  0.00	109.00
745	124.00	173.00	181.00
746	115.00	115.00	115.00
747	 91.00	 91.00	 55.00
748	  0.00	  0.00	  0.00
749	219.00	255.00	255.00
750	 73.00	219.00	219.00
751	  2.00	 45.00	 61.00
752	102.00	255.00	  0.00
753	150.00	143.00	149.00
754	117.00	105.00	105.00
755	255.00	255.00	255.00
756	 73.00	182.00	255.00
757	199.00	187.00	187.00
758	254.00	 99.00	194.00
759	139.00	146.00	137.00
760	105.00	105.00	117.00
761	182.00	146.00	255.00
762	 55.00	200.00	 91.00
763	110.00	147.00	139.00
764	179.00	128.00	 26.00
765	255.00	 51.00	153.00
766	 77.00	128.00	128.00
767	219.00	 36.00	146.00
768	  0.00	 36.00	109.00
769	  0.00	  0.00	182.00
770	 47.00	 11.00	 19.00
771	204.00	 51.00	 51.00
772	 57.00	  5.00	  1.00
773	105.00	111.00	186.00
774	 18.00	 18.00	 55.00
775	219.00	 73.00	182.00
776	 18.00	237.00	 55.00
777	 53.00	 55.00	104.00
778	164.00	164.00	 18.00
779	153.00	153.00	  0.00
780	164.00	 55.00	 18.00
781	 74.00	  9.00	 70.00
782	219.00	 36.00	109.00
783	146.00	182.00	255.00
784	 83.00	 54.00	 57.00
785	 60.00	 60.00	 60.00
786	  0.00	 36.00	182.00
787	146.00	109.00	109.00
788	 93.00	106.00	 56.00
789	151.00	215.00	179.00
790	255.00	109.00	 36.00
791	239.00	 91.00	168.00
792	 51.00	102.00	153.00
793	 26.00	179.00	128.00
794	204.00	255.00	 51.00
795	 69.00	 69.00	 81.00
796	200.00	179.00	135.00
797	182.00	 36.00	 36.00
798	205.00	166.00	166.00
799	  0.00	219.00	 73.00
800	 55.00	128.00	 91.00
801	204.00	204.00	153.00
802	 91.00	164.00	164.00
803	153.00	153.00	204.00
804	  0.00	204.00	153.00
805	117.00	 58.00	116.00
806	143.00	195.00	  5.00
807	  0.00	 73.00	182.00
808	182.00	219.00	182.00
809	 91.00	 91.00	 75.00
810	 54.00	 42.00	 42.00
811	 91.00	128.00	164.00
812	 75.00	127.00	116.00
813	  0.00	 73.00	 73.00
814	 90.00	 78.00	 78.00
815	 36.00	  0.00	 73.00
816	151.00	163.00	151.00
817	 55.00	237.00	164.00
818	255.00	219.00	109.00
819	115.00	154.00	115.00
820	  0.00	  0.00	  0.00
821	182.00	219.00	  0.00
822	182.00	 73.00	219.00
823	162.00	 11.00	121.00
824	 91.00	237.00	128.00
825	 55.00	164.00	237.00
826	109.00	219.00	 73.00
827	204.00	255.00	153.00
828	146.00	182.00	182.00
829	200.00	200.00	200.00
830	219.00	 73.00	146.00
831	149.00	  1.00	  6.00
832	128.00	200.00	237.00
833	146.00	109.00	255.00
834	230.00	179.00	 77.00
835	 73.00	182.00	 36.00
836	182.00	 36.00	109.00
837	219.00	109.00	 36.00
838	157.00	115.00	164.00
839	139.00	 25.00	106.00
840	128.00	 18.00	200.00
841	255.00	146.00	  0.00
842	 73.00	  0.00	219.00
843	140.00	 68.00	143.00
844	102.00	 51.00	102.00
845	128.00	 55.00	 18.00
846	 55.00	237.00	128.00
847	182.00	  0.00	  0.00
848	128.00	128.00	164.00
849	200.00	200.00	200.00
850	237.00	237.00	 18.00
851	  0.00	153.00	153.00
852	  0.00	102.00	204.00
853	165.00	 75.00	252.00
854	 73.00	182.00	  0.00
855	164.00	 91.00	 91.00
856	182.00	109.00	219.00
857	179.00	 26.00	179.00
858	102.00	204.00	204.00
859	 75.00	 51.00	  7.00
860	 36.00	248.00	 50.00
861	 87.00	105.00	 92.00
862	190.00	178.00	178.00
863	102.00	204.00	255.00
864	 58.00	208.00	155.00
865	 36.00	 36.00	 73.00
866	  0.00	153.00	255.00
867	164.00	 91.00	237.00
868	163.00	185.00	200.00
869	 24.00	 77.00	  9.00
870	 36.00	255.00	  0.00
871	  0.00	146.00	  0.00
872	 16.00	 88.00	 36.00
873	128.00	 26.00	179.00
874	255.00	146.00	 36.00
875	200.00	128.00	 55.00
876	137.00	 68.00	218.00
877	 63.00	181.00	200.00
878	221.00	 57.00	103.00
879	250.00	188.00	243.00
880	 73.00	109.00	  0.00
881	219.00	109.00	109.00
882	182.00	182.00	 36.00
883	124.00	124.00	136.00
884	255.00	109.00	  0.00
885	200.00	 18.00	 18.00
886	  0.00	153.00	102.00
887	164.00	 18.00	128.00
888	188.00	151.00	168.00
889	216.00	247.00	174.00
890	 51.00	  0.00	255.00
891	237.00	164.00	237.00
892	 51.00	  0.00	 51.00
893	255.00	  0.00	102.00
894	204.00	 51.00	  0.00
895	 51.00	204.00	 51.00
896	 36.00	  0.00	146.00
897	153.00	118.00	131.00
898	 77.00	179.00	230.00
899	 36.00	182.00	182.00
900	102.00	255.00	153.00
901	 18.00	 55.00	237.00
902	128.00	200.00	 18.00
903	 91.00	 18.00	 91.00
904	109.00	146.00	182.00
905	255.00	146.00	182.00
906	146.00	219.00	109.00
907	219.00	 36.00	 36.00
908	 91.00	 91.00	164.00
909	 63.00	 20.00	 67.00
910	186.00	195.00	250.00
911	176.00	191.00	218.00
912	153.00	153.00	 51.00
913	 55.00	200.00	200.00
914	237.00	 18.00	200.00
915	187.00	199.00	187.00
916	109.00	146.00	  0.00
