NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
114	255.00	219.00	109.00
115	 91.00	 18.00	164.00
116	172.00	146.00	  4.00
117	150.00	155.00	101.00
118	128.00	 91.00	237.00
119	146.00	219.00	182.00
120	 87.00	 75.00	 75.00
121	246.00	209.00	 21.00
122	255.00	244.00	244.00
123	 91.00	 55.00	200.00
124	 93.00	102.00	 52.00
125	146.00	255.00	146.00
126	  0.00	146.00	219.00
127	109.00	182.00	182.00
128	 91.00	200.00	237.00
129	164.00	164.00	128.00
130	200.00	 18.00	 18.00
131	219.00	255.00	 73.00
132	237.00	 91.00	 55.00
133	211.00	253.00	174.00
134	255.00	 73.00	182.00
135	  0.00	109.00	255.00
136	157.00	 72.00	163.00
137	 55.00	200.00	237.00
138	182.00	 73.00	109.00
139	255.00	255.00	 73.00
140	 96.00	254.00	215.00
141	108.00	108.00	 48.00
142	 36.00	109.00	 36.00
143	255.00	  0.00	 73.00
144	156.00	227.00	204.00
145	142.00	119.00	193.00
146	138.00	204.00	140.00
147	139.00	136.00	158.00
148	 36.00	 73.00	219.00
149	 18.00	237.00	 91.00
150	109.00	146.00	  0.00
151	 95.00	 95.00	107.00
152	182.00	 73.00	 36.00
153	 78.00	158.00	  3.00
154	  0.00	219.00	  0.00
155	 71.00	125.00	115.00
156	214.00	 89.00	  2.00
157	 36.00	146.00	219.00
158	180.00	146.00	210.00
159	211.00	222.00	215.00
160	207.00	  6.00	231.00
161	102.00	249.00	 30.00
162	219.00	 73.00	 73.00
163	 46.00	 63.00	 66.00
164	 67.00	 88.00	 23.00
165	 71.00	 64.00	118.00
166	 61.00	124.00	106.00
167	253.00	245.00	155.00
168	146.00	 36.00	182.00
169	182.00	 73.00	255.00
170	200.00	200.00	200.00
171	120.00	149.00	201.00
172	 73.00	146.00	219.00
173	 36.00	146.00	  0.00
174	147.00	192.00	125.00
175	200.00	128.00	164.00
176	182.00	219.00	219.00
177	156.00	138.00	 29.00
178	 91.00	164.00	 55.00
179	203.00	185.00	187.00
180	146.00	182.00	182.00
181	164.00	115.00	 70.00
182	203.00	131.00	 90.00
183	200.00	128.00	 91.00
184	219.00	182.00	146.00
185	182.00	219.00	 73.00
186	255.00	146.00	255.00
187	  0.00	219.00	146.00
188	 43.00	 83.00	 77.00
189	182.00	255.00	219.00
190	234.00	254.00	231.00
191	128.00	 91.00	164.00
192	 70.00	 75.00	130.00
193	182.00	219.00	109.00
194	184.00	226.00	186.00
195	229.00	218.00	242.00
196	128.00	200.00	 55.00
197	 83.00	 87.00	112.00
198	146.00	 73.00	 73.00
199	 16.00	 40.00	191.00
200	  6.00	100.00	 35.00
201	145.00	145.00	145.00
202	128.00	200.00	164.00
203	100.00	100.00	100.00
204	142.00	105.00	130.00
205	  0.00	 73.00	 36.00
206	 18.00	128.00	237.00
207	128.00	128.00	200.00
208	139.00	146.00	104.00
209	109.00	 36.00	255.00
210	 90.00	 61.00	 68.00
211	 63.00	114.00	253.00
212	 55.00	 55.00	 55.00
213	 55.00	164.00	200.00
214	128.00	 18.00	 91.00
215	 85.00	134.00	 74.00
216	 87.00	 74.00	 98.00
217	 19.00	239.00	 49.00
218	 73.00	255.00	 36.00
219	161.00	107.00	170.00
220	 38.00	 26.00	 26.00
221	109.00	 73.00	219.00
222	246.00	182.00	156.00
223	185.00	214.00	185.00
224	 91.00	128.00	164.00
225	 18.00	 91.00	 91.00
226	 55.00	 91.00	 18.00
227	146.00	109.00	146.00
228	  0.00	255.00	182.00
229	 25.00	 88.00	174.00
230	246.00	223.00	239.00
231	 73.00	109.00	219.00
232	241.00	243.00	174.00
233	112.00	127.00	173.00
234	 36.00	 73.00	 73.00
235	  0.00	  0.00	  0.00
236	255.00	146.00	219.00
237	 18.00	200.00	128.00
238	144.00	118.00	 96.00
239	237.00	196.00	  0.00
240	176.00	205.00	153.00
241	 36.00	182.00	219.00
242	202.00	248.00	 35.00
243	157.00	145.00	145.00
244	146.00	 36.00	  0.00
245	 60.00	121.00	 55.00
246	219.00	146.00	 73.00
247	  0.00	 42.00	 59.00
248	 91.00	 91.00	128.00
249	146.00	182.00	 36.00
250	182.00	  0.00	 73.00
251	241.00	  2.00	131.00
252	 91.00	 18.00	 55.00
253	  0.00	120.00	253.00
254	140.00	140.00	140.00
255	209.00	186.00	236.00
256	136.00	112.00	156.00
257	164.00	 55.00	 55.00
258	109.00	 73.00	 73.00
259	 73.00	  0.00	109.00
260	200.00	200.00	237.00
261	 73.00	 35.00	 48.00
262	137.00	125.00	125.00
263	225.00	225.00	225.00
264	101.00	126.00	124.00
265	 74.00	 12.00	212.00
266	136.00	241.00	126.00
267	164.00	200.00	200.00
268	182.00	182.00	 73.00
269	188.00	 42.00	 95.00
270	 95.00	107.00	 95.00
271	  0.00	 60.00	 64.00
272	 55.00	128.00	 91.00
273	 55.00	237.00	 55.00
274	176.00	 75.00	 78.00
275	  0.00	146.00	255.00
276	 36.00	 36.00	255.00
277	  1.00	 62.00	 36.00
278	213.00	 90.00	 75.00
279	200.00	164.00	164.00
280	 47.00	131.00	  6.00
281	 36.00	146.00	255.00
282	146.00	109.00	  0.00
283	179.00	253.00	209.00
284	 73.00	 73.00	 73.00
285	 99.00	 41.00	119.00
286	176.00	164.00	164.00
287	109.00	219.00	 73.00
288	 39.00	144.00	131.00
289	163.00	131.00	130.00
290	237.00	237.00	 55.00
291	232.00	  2.00	 90.00
292	 36.00	146.00	 36.00
293	120.00	120.00	120.00
294	 36.00	255.00	109.00
295	 85.00	 85.00	 97.00
296	217.00	117.00	228.00
297	160.00	109.00	  4.00
298	  8.00	149.00	204.00
299	 55.00	200.00	164.00
300	 36.00	182.00	 36.00
301	115.00	169.00	185.00
302	237.00	 18.00	 18.00
303	 98.00	 97.00	144.00
304	146.00	109.00	 36.00
305	146.00	 36.00	255.00
306	200.00	 55.00	 55.00
307	  7.00	  5.00	132.00
308	176.00	116.00	140.00
309	 86.00	 87.00	 20.00
310	114.00	 61.00	123.00
311	 89.00	 33.00	 25.00
312	131.00	191.00	 66.00
313	128.00	 18.00	200.00
314	144.00	 91.00	150.00
315	 18.00	 91.00	200.00
316	 32.00	234.00	225.00
317	  0.00	146.00	109.00
318	 30.00	 30.00	 30.00
319	136.00	  1.00	241.00
320	 55.00	 18.00	128.00
321	 62.00	121.00	 51.00
322	117.00	 31.00	 62.00
323	182.00	 73.00	146.00
324	 45.00	194.00	119.00
325	255.00	 73.00	  0.00
326	 55.00	128.00	164.00
327	 73.00	219.00	  0.00
328	212.00	243.00	170.00
329	 18.00	 18.00	 55.00
330	 92.00	116.00	143.00
331	 55.00	 18.00	237.00
332	219.00	255.00	109.00
333	 87.00	 53.00	117.00
334	200.00	105.00	254.00
335	  0.00	182.00	146.00
336	237.00	128.00	 18.00
337	 73.00	219.00	255.00
338	128.00	128.00	 91.00
339	254.00	183.00	185.00
340	211.00	162.00	 79.00
341	 58.00	 46.00	 46.00
342	241.00	 59.00	250.00
343	200.00	164.00	 18.00
344	 18.00	 18.00	200.00
345	 55.00	 55.00	 67.00
346	 67.00	 22.00	 51.00
347	146.00	 73.00	219.00
348	 73.00	182.00	146.00
349	109.00	219.00	182.00
350	255.00	  0.00	255.00
351	 96.00	162.00	251.00
352	202.00	166.00	183.00
353	224.00	189.00	236.00
354	 12.00	 99.00	 85.00
355	154.00	154.00	166.00
356	  0.00	255.00	255.00
357	 35.00	 76.00	204.00
358	105.00	 78.00	114.00
359	128.00	 55.00	200.00
360	  0.00	 73.00	109.00
361	128.00	128.00	237.00
362	255.00	 38.00	 91.00
363	201.00	254.00	  8.00
364	 15.00	  0.00	175.00
365	  0.00	219.00	255.00
366	232.00	209.00	230.00
367	 27.00	 66.00	 61.00
368	 36.00	182.00	182.00
369	182.00	219.00	255.00
370	 18.00	 55.00	128.00
371	128.00	 55.00	 55.00
372	182.00	182.00	219.00
373	185.00	164.00	217.00
374	 91.00	200.00	 18.00
375	 36.00	 36.00	 48.00
376	171.00	 96.00	140.00
377	 36.00	219.00	109.00
378	  0.00	255.00	 73.00
379	  2.00	167.00	110.00
380	237.00	237.00	237.00
381	208.00	  4.00	  6.00
382	109.00	219.00	146.00
383	 18.00	128.00	164.00
384	 91.00	 18.00	 91.00
385	241.00	224.00	214.00
386	182.00	 36.00	 36.00
387	105.00	 99.00	 98.00
388	 98.00	 51.00	210.00
389	219.00	 36.00	109.00
390	119.00	 65.00	 71.00
391	255.00	182.00	255.00
392	135.00	147.00	135.00
393	146.00	255.00	109.00
394	146.00	 36.00	 36.00
395	146.00	109.00	219.00
396	 20.00	 20.00	 20.00
397	124.00	104.00	173.00
398	110.00	220.00	130.00
399	 31.00	203.00	187.00
400	 85.00	103.00	 67.00
401	 36.00	  0.00	182.00
402	230.00	240.00	213.00
403	 49.00	225.00	 32.00
404	 18.00	 55.00	 18.00
405	173.00	226.00	214.00
406	182.00	 36.00	 73.00
407	125.00	137.00	125.00
408	 69.00	 66.00	173.00
409	137.00	 69.00	108.00
410	141.00	215.00	178.00
411	216.00	204.00	204.00
412	174.00	147.00	106.00
413	188.00	194.00	 25.00
414	237.00	 91.00	 18.00
415	102.00	168.00	158.00
416	 47.00	 42.00	104.00
417	146.00	146.00	255.00
418	164.00	 18.00	 91.00
419	219.00	182.00	219.00
420	195.00	 86.00	117.00
421	  0.00	 36.00	 73.00
422	 73.00	 73.00	146.00
423	255.00	255.00	146.00
424	 36.00	  0.00	255.00
425	182.00	255.00	  0.00
426	 42.00	 19.00	 10.00
427	177.00	222.00	168.00
428	184.00	209.00	134.00
429	185.00	130.00	198.00
430	255.00	109.00	 36.00
431	182.00	 73.00	182.00
432	  0.00	182.00	219.00
433	200.00	237.00	164.00
434	228.00	 54.00	209.00
435	158.00	 68.00	197.00
436	117.00	 83.00	149.00
437	 65.00	205.00	176.00
438	 46.00	219.00	 63.00
439	146.00	255.00	 36.00
440	117.00	116.00	116.00
441	 18.00	128.00	200.00
442	 18.00	 55.00	 55.00
443	169.00	174.00	156.00
444	  0.00	 73.00	255.00
445	219.00	182.00	255.00
446	145.00	  5.00	196.00
447	237.00	 55.00	 18.00
448	 17.00	 66.00	 25.00
449	219.00	255.00	255.00
450	237.00	 55.00	164.00
451	182.00	146.00	182.00
452	195.00	153.00	198.00
453	163.00	176.00	236.00
454	  0.00	219.00	182.00
455	 99.00	149.00	147.00
456	128.00	164.00	 55.00
457	165.00	 37.00	255.00
458	 73.00	 36.00	 36.00
459	200.00	 18.00	164.00
460	 55.00	 91.00	 55.00
461	206.00	 36.00	237.00
462	  0.00	109.00	182.00
463	182.00	182.00	109.00
464	 18.00	128.00	 55.00
465	200.00	164.00	200.00
466	165.00	240.00	240.00
467	111.00	144.00	144.00
468	175.00	166.00	 34.00
469	164.00	200.00	 18.00
470	149.00	149.00	149.00
471	  0.00	 36.00	219.00
472	238.00	159.00	  2.00
473	 18.00	200.00	237.00
474	157.00	 88.00	125.00
475	200.00	237.00	 55.00
476	219.00	182.00	 36.00
477	219.00	219.00	182.00
478	237.00	 91.00	164.00
479	164.00	 91.00	237.00
480	247.00	120.00	130.00
481	 69.00	 78.00	245.00
482	155.00	130.00	204.00
483	 10.00	 10.00	 10.00
484	200.00	 18.00	237.00
485	 37.00	 18.00	 69.00
486	 48.00	 50.00	 99.00
487	102.00	  3.00	 91.00
488	135.00	  6.00	 36.00
489	  0.00	255.00	  0.00
490	146.00	103.00	142.00
491	182.00	 36.00	182.00
492	191.00	 68.00	215.00
493	 97.00	 68.00	 46.00
494	237.00	 91.00	128.00
495	255.00	219.00	  0.00
496	219.00	255.00	  0.00
497	104.00	 81.00	 65.00
498	218.00	208.00	223.00
499	109.00	  0.00	182.00
500	 15.00	 15.00	 15.00
501	109.00	 73.00	109.00
502	 55.00	237.00	 18.00
503	 74.00	 99.00	130.00
504	163.00	215.00	254.00
505	  7.00	167.00	 82.00
506	146.00	109.00	255.00
507	172.00	193.00	168.00
508	 82.00	228.00	251.00
509	 73.00	182.00	 73.00
510	 75.00	 87.00	 75.00
511	200.00	 18.00	 55.00
512	207.00	 53.00	178.00
513	182.00	146.00	219.00
514	146.00	146.00	146.00
515	 75.00	 10.00	 13.00
516	 91.00	 91.00	 18.00
517	234.00	234.00	246.00
518	 59.00	 59.00	 59.00
519	109.00	  0.00	255.00
520	 73.00	 73.00	109.00
521	109.00	 36.00	146.00
522	254.00	  3.00	 10.00
523	 67.00	120.00	 67.00
524	119.00	227.00	214.00
525	 18.00	 55.00	 91.00
526	240.00	240.00	240.00
527	 44.00	110.00	 94.00
528	190.00	136.00	145.00
529	250.00	250.00	250.00
530	184.00	208.00	253.00
531	 55.00	160.00	 72.00
532	  0.00	109.00	146.00
533	 18.00	164.00	 18.00
534	128.00	164.00	 18.00
535	 99.00	129.00	 92.00
536	 40.00	 40.00	 40.00
537	237.00	164.00	 91.00
538	255.00	219.00	 73.00
539	214.00	226.00	214.00
540	 96.00	160.00	120.00
541	219.00	219.00	255.00
542	 70.00	  3.00	100.00
543	128.00	200.00	237.00
544	219.00	109.00	255.00
545	 36.00	238.00	 85.00
546	130.00	130.00	130.00
547	 30.00	 48.00	170.00
548	  0.00	182.00	109.00
549	 50.00	 50.00	 50.00
550	 18.00	237.00	164.00
551	 91.00	111.00	121.00
552	109.00	146.00	219.00
553	 87.00	224.00	 19.00
554	 64.00	 58.00	 23.00
555	 73.00	146.00	255.00
556	 78.00	109.00	 92.00
557	210.00	210.00	210.00
558	200.00	237.00	128.00
559	 85.00	 85.00	 85.00
560	  0.00	151.00	 43.00
561	182.00	109.00	255.00
562	103.00	161.00	 74.00
563	 99.00	 52.00	 48.00
564	 58.00	 95.00	142.00
565	136.00	134.00	 87.00
566	 26.00	 26.00	 38.00
567	237.00	128.00	128.00
568	128.00	200.00	128.00
569	  0.00	182.00	 73.00
570	 43.00	168.00	117.00
571	 36.00	219.00	182.00
572	 28.00	 16.00	 16.00
573	147.00	135.00	135.00
574	110.00	217.00	 47.00
575	 68.00	 52.00	112.00
576	217.00	172.00	227.00
577	 73.00	255.00	109.00
578	 36.00	182.00	255.00
579	109.00	109.00	146.00
580	 74.00	131.00	 87.00
581	109.00	109.00	109.00
582	 55.00	200.00	 91.00
583	182.00	  0.00	219.00
584	180.00	180.00	180.00
585	  6.00	201.00	 64.00
586	200.00	 91.00	 55.00
587	 55.00	 55.00	 55.00
588	105.00	138.00	128.00
589	200.00	200.00	200.00
590	  0.00	255.00	255.00
591	255.00	255.00	  0.00
592	255.00	  0.00	255.00
593	180.00	255.00	255.00
594	255.00	255.00	180.00
595	255.00	180.00	255.00
596	 50.00	 50.00	 50.00
597	100.00	100.00	100.00
598	150.00	150.00	150.00
599	200.00	200.00	200.00
600	  0.00	255.00	255.00
601	255.00	255.00	  0.00
602	255.00	  0.00	255.00
603	180.00	255.00	255.00
604	255.00	255.00	180.00
605	255.00	180.00	255.00
606	 50.00	 50.00	 50.00
607	100.00	100.00	100.00
608	150.00	150.00	150.00
609	200.00	200.00	200.00
610	237.00	 55.00	 91.00
611	132.00	163.00	132.00
612	142.00	 77.00	 84.00
613	219.00	  0.00	109.00
614	225.00	201.00	166.00
615	198.00	238.00	119.00
616	 91.00	 91.00	237.00
617	143.00	126.00	171.00
618	150.00	148.00	151.00
619	189.00	195.00	226.00
620	110.00	 60.00	 71.00
621	145.00	157.00	145.00
622	146.00	170.00	 41.00
623	182.00	182.00	146.00
624	 10.00	  0.00	 10.00
625	227.00	218.00	140.00
626	 86.00	128.00	105.00
627	244.00	187.00	 71.00
628	247.00	 40.00	 12.00
629	 55.00	200.00	 18.00
630	184.00	184.00	196.00
631	200.00	128.00	128.00
632	 36.00	 73.00	255.00
633	211.00	190.00	201.00
634	200.00	128.00	237.00
635	 88.00	131.00	119.00
636	182.00	  0.00	  0.00
637	 73.00	146.00	  0.00
638	109.00	182.00	255.00
639	237.00	 18.00	128.00
640	 90.00	223.00	109.00
641	237.00	 18.00	164.00
642	109.00	219.00	109.00
643	 99.00	161.00	165.00
644	108.00	255.00	 90.00
645	139.00	233.00	  7.00
646	 91.00	164.00	164.00
647	164.00	128.00	 55.00
648	214.00	141.00	189.00
649	109.00	182.00	 73.00
650	244.00	 10.00	 56.00
651	119.00	120.00	 84.00
652	 73.00	  0.00	 36.00
653	 73.00	  0.00	146.00
654	  0.00	109.00	  0.00
655	109.00	  0.00	 73.00
656	200.00	 55.00	237.00
657	186.00	174.00	174.00
658	178.00	240.00	 92.00
659	 67.00	 55.00	 55.00
660	 91.00	 55.00	164.00
661	  1.00	197.00	  0.00
662	 73.00	 73.00	219.00
663	 87.00	193.00	 95.00
664	255.00	 36.00	182.00
665	 99.00	 37.00	 86.00
666	253.00	151.00	 62.00
667	 47.00	 33.00	252.00
668	 63.00	 92.00	 97.00
669	141.00	 75.00	139.00
670	 66.00	156.00	240.00
671	204.00	210.00	203.00
672	219.00	146.00	182.00
673	128.00	164.00	200.00
674	130.00	178.00	120.00
675	166.00	  7.00	167.00
676	164.00	203.00	222.00
677	128.00	 18.00	164.00
678	146.00	146.00	219.00
679	229.00	 76.00	165.00
680	 55.00	 18.00	200.00
681	246.00	157.00	127.00
682	169.00	163.00	235.00
683	139.00	 44.00	182.00
684	 97.00	 85.00	 85.00
685	 91.00	128.00	128.00
686	249.00	214.00	184.00
687	 36.00	109.00	255.00
688	 68.00	158.00	 30.00
689	237.00	164.00	164.00
690	 83.00	 78.00	 86.00
691	255.00	255.00	 36.00
692	 36.00	 48.00	 36.00
693	 91.00	 18.00	128.00
694	219.00	219.00	 36.00
695	 36.00	 73.00	182.00
696	  0.00	  0.00	219.00
697	146.00	219.00	219.00
698	110.00	 76.00	 33.00
699	219.00	167.00	 44.00
700	240.00	248.00	252.00
701	 87.00	149.00	152.00
702	109.00	 36.00	  0.00
703	208.00	157.00	201.00
704	 35.00	 35.00	 35.00
705	119.00	119.00	119.00
706	214.00	145.00	117.00
707	227.00	 90.00	 36.00
708	 73.00	219.00	219.00
709	246.00	241.00	206.00
710	236.00	224.00	224.00
711	 36.00	146.00	109.00
712	221.00	232.00	208.00
713	190.00	250.00	 70.00
714	188.00	 35.00	128.00
715	 73.00	219.00	 36.00
716	 65.00	139.00	128.00
717	109.00	182.00	219.00
718	 40.00	  6.00	  6.00
719	 73.00	 36.00	182.00
720	163.00	236.00	190.00
721	237.00	200.00	237.00
722	215.00	255.00	228.00
723	 55.00	128.00	 18.00
724	128.00	128.00	128.00
725	218.00	218.00	218.00
726	219.00	255.00	 36.00
727	182.00	  0.00	182.00
728	182.00	255.00	109.00
729	219.00	182.00	 73.00
730	 18.00	 18.00	 91.00
731	219.00	  0.00	146.00
732	128.00	 18.00	237.00
733	237.00	200.00	200.00
734	117.00	105.00	105.00
735	207.00	164.00	217.00
736	 51.00	 90.00	 88.00
737	219.00	146.00	146.00
738	  0.00	255.00	146.00
739	255.00	182.00	219.00
740	255.00	  0.00	146.00
741	 36.00	255.00	255.00
742	 27.00	 58.00	228.00
743	109.00	146.00	146.00
744	109.00	255.00	  0.00
745	241.00	127.00	220.00
746	219.00	146.00	  0.00
747	200.00	200.00	 55.00
748	146.00	255.00	  0.00
749	128.00	 91.00	128.00
750	 22.00	136.00	241.00
751	109.00	  0.00	146.00
752	182.00	  0.00	146.00
753	218.00	243.00	135.00
754	235.00	194.00	191.00
755	 36.00	  0.00	  0.00
756	224.00	224.00	236.00
757	131.00	116.00	 67.00
758	126.00	 86.00	138.00
759	 91.00	 55.00	 55.00
760	127.00	 99.00	134.00
761	255.00	109.00	  0.00
762	146.00	219.00	146.00
763	164.00	200.00	128.00
764	146.00	  0.00	146.00
765	215.00	215.00	215.00
766	128.00	164.00	 91.00
767	  0.00	  0.00	  0.00
768	  6.00	 82.00	205.00
769	 73.00	 73.00	 36.00
770	 18.00	 91.00	164.00
771	 36.00	255.00	 36.00
772	254.00	225.00	 41.00
773	145.00	179.00	137.00
774	250.00	219.00	 76.00
775	 36.00	 36.00	219.00
776	237.00	200.00	128.00
777	 50.00	 55.00	135.00
778	164.00	164.00	200.00
779	182.00	 73.00	219.00
780	192.00	117.00	176.00
781	186.00	193.00	207.00
782	 15.00	 94.00	254.00
783	161.00	 33.00	 63.00
784	 73.00	219.00	 73.00
785	220.00	220.00	220.00
786	 91.00	128.00	 91.00
787	144.00	133.00	127.00
788	 36.00	 36.00	  0.00
789	182.00	182.00	 36.00
790	 36.00	146.00	182.00
791	164.00	 91.00	 18.00
792	 36.00	219.00	255.00
793	109.00	  0.00	109.00
794	255.00	255.00	  0.00
795	128.00	237.00	 91.00
796	109.00	 36.00	182.00
797	248.00	248.00	248.00
798	174.00	174.00	186.00
799	200.00	 55.00	128.00
800	144.00	200.00	160.00
801	 60.00	 97.00	224.00
802	237.00	 18.00	237.00
803	139.00	 80.00	 65.00
804	 56.00	 27.00	 42.00
805	128.00	 55.00	237.00
806	  0.00	  8.00	  0.00
807	109.00	109.00	219.00
808	190.00	123.00	201.00
809	194.00	180.00	  3.00
810	 91.00	164.00	237.00
811	189.00	167.00	243.00
812	213.00	155.00	171.00
813	200.00	164.00	 91.00
814	 16.00	 16.00	 28.00
815	146.00	  0.00	182.00
816	  0.00	109.00	 36.00
817	 55.00	128.00	 55.00
818	164.00	 91.00	200.00
819	164.00	237.00	237.00
820	 28.00	  9.00	250.00
821	255.00	 73.00	 36.00
822	241.00	192.00	175.00
823	 12.00	 37.00	  1.00
824	 76.00	 59.00	 45.00
825	128.00	164.00	128.00
826	164.00	200.00	 55.00
827	 73.00	 36.00	 73.00
828	118.00	121.00	135.00
829	  0.00	219.00	219.00
830	164.00	200.00	164.00
831	 18.00	 91.00	 55.00
832	164.00	164.00	 18.00
833	164.00	237.00	 18.00
834	136.00	 82.00	117.00
835	182.00	219.00	182.00
836	 21.00	 71.00	 21.00
837	255.00	 43.00	140.00
838	 71.00	107.00	 66.00
839	 55.00	121.00	111.00
840	 91.00	237.00	237.00
841	 80.00	 80.00	 80.00
842	 55.00	 55.00	 18.00
843	 72.00	 41.00	235.00
844	255.00	182.00	109.00
845	131.00	192.00	140.00
846	 11.00	219.00	 90.00
847	 77.00	 65.00	 65.00
848	126.00	  1.00	106.00
849	213.00	186.00	171.00
850	146.00	182.00	255.00
851	249.00	244.00	  7.00
852	142.00	 97.00	 77.00
853	183.00	235.00	252.00
854	 73.00	182.00	219.00
855	168.00	  4.00	 69.00
856	 73.00	  0.00	 73.00
857	198.00	134.00	183.00
858	117.00	 33.00	 14.00
859	109.00	  0.00	  0.00
860	 18.00	164.00	128.00
861	194.00	194.00	206.00
862	 73.00	146.00	182.00
863	 18.00	164.00	237.00
864	235.00	163.00	214.00
865	 55.00	 55.00	 91.00
866	182.00	109.00	 36.00
867	 91.00	 18.00	237.00
868	 55.00	164.00	 18.00
869	 33.00	  3.00	 52.00
870	128.00	128.00	 55.00
871	124.00	 63.00	 93.00
872	146.00	219.00	 73.00
873	 91.00	 91.00	 55.00
874	 90.00	 90.00	 90.00
875	130.00	202.00	195.00
876	 64.00	 68.00	 57.00
877	146.00	255.00	182.00
878	 36.00	255.00	146.00
879	119.00	163.00	103.00
880	 89.00	 89.00	 89.00
881	128.00	203.00	176.00
882	  0.00	146.00	 73.00
883	159.00	151.00	165.00
884	110.00	103.00	152.00
885	233.00	 10.00	203.00
886	168.00	168.00	168.00
887	 91.00	164.00	 91.00
888	 99.00	 99.00	 99.00
889	164.00	237.00	 91.00
890	 66.00	 71.00	  7.00
891	128.00	 91.00	200.00
892	204.00	216.00	204.00
893	109.00	255.00	146.00
894	219.00	 73.00	109.00
895	 18.00	164.00	164.00
896	164.00	 55.00	 91.00
897	164.00	 91.00	128.00
898	 36.00	 73.00	146.00
899	179.00	135.00	158.00
900	109.00	182.00	  0.00
901	128.00	164.00	237.00
902	220.00	147.00	 20.00
903	 79.00	 32.00	 14.00
904	109.00	219.00	255.00
905	218.00	219.00	232.00
906	 61.00	 92.00	 37.00
907	 88.00	 86.00	138.00
908	  0.00	  0.00	146.00
909	182.00	 36.00	255.00
910	 91.00	200.00	200.00
911	219.00	 36.00	146.00
912	189.00	231.00	165.00
